0.6278,0.3868,lower bound,0.480786,,,0.2606,0.6987,lower bound,0.54162,,,0.6982,0.3246,lower bound,0.668954,,,0.6278,0.3868,lower bound,0.495218,,,0.6256,0.4932,lower bound,0.313462,,,0.4558,0.6428,lower bound,0.220576
0.2949,0.782,upper bound,0.537232,,,0.6943,0.2793,upper bound,0.608022,,,0.5042,0.5797,upper bound,0.741548,,,0.2949,0.782,upper bound,0.533462,,,0.3868,0.6282,upper bound,0.363594,,,0.5626,0.5364,upper bound,0.282692
0.2788,0.6613,,,,,0.7697,0.2809,,,,,0.8543,0.0613,,,,,0.2788,0.6613,,,,,0.3903,0.5494,,,,,0.4394,0.5276
0.3807,0.6903,"V_2,0",0.67461,,,0.239,0.7545,"V_2,0",0.581992,,,0.4346,0.2431,"V_2,0",0.899854,,,0.3807,0.6903,"V_2,0",0.59214,,,0.4517,0.5097,"V_2,0",0.247178,,,0.42,0.6933,"V_2,0",0.325124
0.4306,0.5953,lower bound,0.627932,,,0.6198,0.4024,lower bound,0.53856,,,0.2696,0.9538,lower bound,0.880714,,,0.4306,0.5953,lower bound,0.527084,,,0.4064,0.629,lower bound,0.224408,,,0.4214,0.6039,lower bound,0.239208
0.4684,0.5493,upper bound,0.677846,,,0.4212,0.6562,upper bound,0.582764,,,0.4721,0.2584,upper bound,0.91507,,,0.4684,0.5493,upper bound,0.597138,,,0.6606,0.4353,upper bound,0.287006,,,0.5638,0.4921,upper bound,0.318818
0.2537,0.7235,,,,,0.6439,0.4928,,,,,0.6806,0.159,,,,,0.2537,0.7235,,,,,0.6902,0.4366,,,,,0.55,0.4702
0.419,0.5456,Deltaphi,-0.1673,,,0.7499,0.4707,Deltaphi,-0.1492,,,0.4221,0.7942,Deltaphi,-0.4718,,,0.419,0.5456,Deltaphi,-0.1869,,,0.5957,0.5295,Deltaphi,-0.3964,,,0.4134,0.6318,Deltaphi,-0.2243
0.5754,0.4863,lower bound,-0.1932,,,0.273,0.6993,lower bound,-0.1819,,,0.6907,0.0723,lower bound,-0.5152,,,0.5754,0.4863,lower bound,-0.1989,,,0.4633,0.6173,lower bound,-0.4448,,,0.5263,0.5305,lower bound,-0.3285
0.5169,0.3959,upper bound,0,,,0.6909,0.3296,upper bound,0,,,0.0661,0.9492,upper bound,0,,,0.5169,0.3959,upper bound,0,,,0.4345,0.5508,upper bound,0,,,0.4076,0.6519,upper bound,0
0.4257,0.6838,,,,,0.6662,0.381,,,,,0.2882,0.5013,,,,,0.4257,0.6838,,,,,0.4289,0.5357,,,,,0.506,0.5656
0.4006,0.5786,,,,,0.795,0.2953,,,,,0.5433,0.9281,,,,,0.4006,0.5786,,,,,0.3974,0.5548,,,,,0.3818,0.668
0.6868,0.455,,,,,0.7168,0.4052,,,,,0.2208,0.2999,,,,,0.6868,0.455,,,,,0.6133,0.546,,,,,0.4227,0.6448
0.3129,0.7694,,,,,0.3811,0.6703,,,,,0.504,0.397,,,,,0.3129,0.7694,,,,,0.535,0.485,,,,,0.4775,0.569
0.4134,0.5533,,,,,0.8312,0.2212,,,,,0.4844,0.6855,,,,,0.4134,0.5533,,,,,0.65,0.4457,,,,,0.3548,0.6517
0.4807,0.4073,,,,,0.7758,0.2498,,,,,0.4921,0.1082,,,,,0.4807,0.4073,,,,,0.3245,0.5976,,,,,0.5558,0.4741
0.3391,0.6759,,,,,0.7411,0.2573,,,,,0.6348,0.056,,,,,0.3391,0.6759,,,,,0.3773,0.6524,,,,,0.4761,0.5692
0.3495,0.6211,,,,,0.6984,0.3484,,,,,0.4404,0.5817,,,,,0.3495,0.6211,,,,,0.676,0.4484,,,,,0.5952,0.4549
0.5858,0.4214,,,,,0.3433,0.7336,,,,,0.1633,0.8971,,,,,0.5858,0.4214,,,,,0.5736,0.4645,,,,,0.4867,0.5385
0.5112,0.5217,,,,,0.3849,0.7044,,,,,0.2871,0.5686,,,,,0.5112,0.5217,,,,,0.604,0.4274,,,,,0.5403,0.4527
0.4715,0.6417,,,,,0.3266,0.5701,,,,,0.2033,0.6693,,,,,0.4715,0.6417,,,,,0.3625,0.6914,,,,,0.4102,0.5757
0.5901,0.3395,,,,,0.3674,0.6176,,,,,0.3299,0.5243,,,,,0.5901,0.3395,,,,,0.3653,0.5719,,,,,0.3537,0.6175
0.5616,0.5053,,,,,0.3327,0.6246,,,,,0.2155,0.7288,,,,,0.5616,0.5053,,,,,0.5694,0.4587,,,,,0.498,0.5088
0.2806,0.6743,,,,,0.5369,0.4919,,,,,0.8446,0.083,,,,,0.2806,0.6743,,,,,0.4435,0.5189,,,,,0.471,0.5755
0.7655,0.2417,,,,,0.391,0.7939,,,,,0.6277,0.4174,,,,,0.7655,0.2417,,,,,0.4929,0.5104,,,,,0.5843,0.4351
0.2714,0.7673,,,,,0.6139,0.3739,,,,,0.5696,0.0825,,,,,0.2714,0.7673,,,,,0.4359,0.6483,,,,,0.5448,0.4434
0.667,0.3739,,,,,0.7296,0.2082,,,,,0.2324,0.8686,,,,,0.667,0.3739,,,,,0.5181,0.4956,,,,,0.4347,0.6483
0.4457,0.5956,,,,,0.45,0.5589,,,,,0.3404,0.2171,,,,,0.4457,0.5956,,,,,0.4328,0.6049,,,,,0.4425,0.6024
0.5746,0.4539,,,,,0.3238,0.6915,,,,,0.1967,0.5793,,,,,0.5746,0.4539,,,,,0.3607,0.5528,,,,,0.5245,0.5013
0.6935,0.3512,,,,,0.7075,0.2438,,,,,0.5457,0.3223,,,,,0.6935,0.3512,,,,,0.4166,0.5884,,,,,0.5121,0.5356
0.5401,0.4088,,,,,0.3517,0.6345,,,,,0.4195,0.6244,,,,,0.5401,0.4088,,,,,0.4468,0.5946,,,,,0.4264,0.6065
0.7808,0.1942,,,,,0.3654,0.7998,,,,,0.5356,0.2609,,,,,0.7808,0.1942,,,,,0.4247,0.6484,,,,,0.5491,0.5021
0.6471,0.377,,,,,0.352,0.689,,,,,0.4958,0.6306,,,,,0.6471,0.377,,,,,0.444,0.6317,,,,,0.4836,0.5398
0.7248,0.3085,,,,,0.3713,0.6336,,,,,0.6341,0.4944,,,,,0.7248,0.3085,,,,,0.6438,0.4109,,,,,0.4099,0.6231
0.6352,0.4031,,,,,0.5783,0.4411,,,,,0.542,0.9335,,,,,0.6352,0.4031,,,,,0.4134,0.6385,,,,,0.3694,0.7173
0.5094,0.3961,,,,,0.2658,0.7679,,,,,0.6717,0.3058,,,,,0.5094,0.3961,,,,,0.6132,0.464,,,,,0.5722,0.4972
0.598,0.3991,,,,,0.6791,0.2079,,,,,0.8072,0.0841,,,,,0.598,0.3991,,,,,0.594,0.5572,,,,,0.5081,0.5291
0.6633,0.3224,,,,,0.2632,0.8265,,,,,0.7886,0.0692,,,,,0.6633,0.3224,,,,,0.3703,0.6308,,,,,0.4299,0.576
0.6473,0.4328,,,,,0.2112,0.6527,,,,,0.5211,0.4128,,,,,0.6473,0.4328,,,,,0.5227,0.4705,,,,,0.3443,0.7294
0.4657,0.5418,,,,,0.1808,0.7171,,,,,0.1303,0.5728,,,,,0.4657,0.5418,,,,,0.6089,0.3709,,,,,0.6188,0.5442
0.5342,0.4978,,,,,0.6166,0.3821,,,,,0.912,0.1223,,,,,0.5342,0.4978,,,,,0.6007,0.4442,,,,,0.4754,0.5835
0.5433,0.5522,,,,,0.6061,0.3031,,,,,0.4813,0.6291,,,,,0.5433,0.5522,,,,,0.409,0.6355,,,,,0.4797,0.5685
0.5546,0.4379,,,,,0.7496,0.285,,,,,0.5969,0.5887,,,,,0.5546,0.4379,,,,,0.37,0.593,,,,,0.6309,0.4257
0.679,0.369,,,,,0.2491,0.7677,,,,,0.7318,0.4034,,,,,0.679,0.369,,,,,0.4228,0.5954,,,,,0.3686,0.5903
0.4485,0.6155,,,,,0.3768,0.6205,,,,,0.3778,0.8287,,,,,0.4485,0.6155,,,,,0.6314,0.4959,,,,,0.5221,0.5149
0.5308,0.4655,,,,,0.7795,0.3486,,,,,0.2587,0.8743,,,,,0.5308,0.4655,,,,,0.5969,0.4075,,,,,0.5624,0.5597
0.4819,0.4932,,,,,0.7172,0.3155,,,,,0.3531,0.7156,,,,,0.4819,0.4932,,,,,0.342,0.6554,,,,,0.3995,0.6395
0.4579,0.6036,,,,,0.2024,0.7453,,,,,0.7131,0.4211,,,,,0.4579,0.6036,,,,,0.6248,0.4826,,,,,0.5973,0.3398
0.6916,0.341,,,,,0.5291,0.5209,,,,,0.4053,0.1554,,,,,0.6916,0.341,,,,,0.4506,0.6024,,,,,0.5386,0.5828
0.4818,0.5169,,,,,0.3605,0.6395,,,,,0.399,0.2264,,,,,0.4818,0.5169,,,,,0.5495,0.5271,,,,,0.4767,0.6128
0.5303,0.6342,,,,,0.6134,0.3673,,,,,0.7966,0.0584,,,,,0.5303,0.6342,,,,,0.4047,0.5792,,,,,0.502,0.5216
0.5561,0.4997,,,,,0.5033,0.5205,,,,,0.3604,0.9243,,,,,0.5561,0.4997,,,,,0.4156,0.6394,,,,,0.512,0.4739
0.6864,0.2171,,,,,0.3972,0.6202,,,,,0.4773,0.4693,,,,,0.6864,0.2171,,,,,0.4186,0.6744,,,,,0.4397,0.5488
,,,,,,0.2697,0.7572,,,,,0.1979,0.4768,,,,,,,,,,,0.6337,0.4484,,,,,0.5174,0.4499
,,,,,,,,,,,,0.4851,0.3027,,,,,,,,,,,0.3944,0.6176,,,,,0.3902,0.6112
,,,,,,,,,,,,0.6705,0.2888,,,,,,,,,,,,,,,,,0.4963,0.5861
,,,,,,,,,,,,0.2526,0.893
,,,,,,,,,,,,0.1414,0.4735
,,,,,,,,,,,,0.6957,0.2319
,,,,,,,,,,,,0.1433,0.5434
,,,,,,,,,,,,0.6571,0.1017
,,,,,,,,,,,,0.2242,0.6418
,,,,,,,,,,,,0.7894,0.0636
,,,,,,,,,,,,0.4297,0.4144
,,,,,,,,,,,,0.5307,0.6227
,,,,,,,,,,,,0.1892,0.8851
,,,,,,,,,,,,0.737,0.3979
,,,,,,,,,,,,0.2678,0.4514
,,,,,,,,,,,,0.4062,0.3466
,,,,,,,,,,,,0.6379,0.3582
,,,,,,,,,,,,0.1656,0.9358
,,,,,,,,,,,,0.7009,0.0836
,,,,,,,,,,,,0.8835,0.1737
,,,,,,,,,,,,0.3885,0.426
,,,,,,,,,,,,0.5873,0.4901
,,,,,,,,,,,,0.2669,0.6104
,,,,,,,,,,,,0.2363,0.9187
,,,,,,,,,,,,0.9031,0.2209
,,,,,,,,,,,,0.8653,0.2099
,,,,,,,,,,,,0.3604,0.895
,,,,,,,,,,,,0.7127,0.1351
,,,,,,,,,,,,0.2276,0.6809
,,,,,,,,,,,,0.1186,0.6701
,,,,,,,,,,,,0.1114,0.8776
,,,,,,,,,,,,0.4471,0.6415
,,,,,,,,,,,,0.7116,0.3983
,,,,,,,,,,,,0.3956,0.5645
,,,,,,,,,,,,0.2526,0.8585
,,,,,,,,,,,,0.457,0.5522
,,,,,,,,,,,,0.1547,0.8796
,,,,,,,,,,,,0.2011,0.4504
,,,,,,,,,,,,0.6734,0.4618
,,,,,,,,,,,,0.8261,0.0658
,,,,,,,,,,,,0.3711,0.7514
,,,,,,,,,,,,0.1493,0.9246
,,,,,,,,,,,,0.3954,0.6192
,,,,,,,,,,,,0.3039,0.8898
,,,,,,,,,,,,0.7742,0.2268
,,,,,,,,,,,,0.5662,0.7406
,,,,,,,,,,,,0.282,0.8891
,,,,,,,,,,,,0.3442,0.5713
