sample_index,a_z_m_per_s2
864,0.00023419783353186788
865,-0.00007557004489361222
866,0.00009623407657769444
867,0.00004582119794579781
868,-0.00003968668078929184
869,0.00033308144037243496
870,0.00005705956143098865
871,0.00002719368238637864
872,0.0000450428032386154
873,0.00007998892398770885
874,0.00021349104463366873
875,-0.00018939583482349497
876,0.00007993728561622791
877,0.0002581614059528471
878,-0.00009896447381362722
879,0.0000800196463168147
880,0.0003644047663441829
881,0.000048215886268487525
882,0.00005124700608973823
883,-0.0000652378741920549
884,0.0001880042454231181
885,0.0002795863649352672
886,-0.00021349251565559767
887,-0.000024213396349466627
888,0.00033889672285367046
889,0.00020795084195382354
890,-0.00020906103904899757
891,-0.00010018192015478301
892,0.0002852501986364775
893,-0.00020170968267520624
894,0.0001552584359101756
895,-0.000304789445607367
896,0.00012655967277217612
897,-0.0005487139089511853
898,-0.0005051589907774413
899,-0.0005810421727065818
900,0.0003082721452614029
901,-0.0005687377368734769
902,-0.0005039772191112116
903,0.00005002549854820921
904,-0.00031285038389520516
905,-0.00020939726644144432
906,-0.0000237701490904983
907,-0.00012781503184235745
908,-0.00023474191469701156
909,-0.00020510079765445084
910,-0.0003091686807146653
911,-0.00006335256387764491
912,-0.00013636544714338
913,0.00012280566948813965
914,-0.00010484321398307608
915,0.00022032190244298264
916,0.0002203270187663257
917,0.000024861134986963493
918,0.0001085482511049054
919,-0.0000654666328798384
920,0.00014834548303274187
921,-0.00006701940115734365
922,-0.00024444128545008504
923,-0.00007412216984547225
924,-0.0002722360543434957
925,0.00015374206105585471
926,-0.000011730823647411069
927,-0.00024686070845328297
928,0.00023969640663824864
929,0.000414268521627194
930,-0.000023457363486437187
931,0.00011592975129736522
932,0.0005195848659786108
933,-0.000028054019442690092
934,0.0002742650950334722
935,-0.0001316587905928923
936,0.0002631753236782262
937,0.000026504437846837673
938,-0.00008754644808704786
939,-0.0003004323341234204
940,0.0002432527797377299
941,0.00022728889349641279
942,0.0002709110071526385
943,0.0001303061207064166
944,-0.0002128157658422428
945,-0.00016338765249332958
946,-0.00001873053924683415
947,0.00023528157389725356
948,0.0005511126869389433
949,0.00047784179987824535
950,0.00004815591271516942
951,0.00004933302544972537
952,0.00029845413808192315
953,-0.00011972974938822737
954,0.00009964336303928381
955,0.00021541247536446665
956,-0.000259185412412669
957,-0.00013116630029211328
958,-0.0001691051882738561
959,-0.0002882370763578878
960,-0.0002905319645441982
961,-0.000052175852832777605
962,-0.00012042074122361595
963,-0.00004446062971670344
964,-0.00016907451831203014
965,-0.00004807940700958611
966,-0.00015105329580936144
967,0.00020380481528865378
968,-0.0004227040737155305
969,-0.00006439596282190464
970,-0.00024386085203045838
971,-0.000143366741341182
972,0.000029285369245934598
973,-0.000277646520269099
974,0.00017297659011372745
975,0.00038832970039442353
976,0.00007946581057299926
977,0.00016883792064946478
978,-0.0003499469693761702
979,-0.000113600859503896
980,-0.00020809874973370235
981,-0.0002884376400655796
982,-0.0005154158304995178
983,-0.0002316004210355069
984,-0.00041564331167353707
985,-0.0002054712024135985
986,-0.00023665409325568138
987,0.000044035015800224296
988,0.00014792312475412869
989,0.00004402223360604131
990,-0.00023728165764402788
991,0.0002326364510039313
992,0.00033975255954992833
993,-0.0002511683320060266
994,0.00007841877633607639
995,0.0004307638845762471
996,-0.00012852200728550472
997,0.00029485410075083106
998,0.00003290220868526429
999,-0.0002533606834821952
1000,0.0001984574242484624
1001,0.00032377353187724707
1002,0.00032377863940416887
1003,-0.0002765882531707628
1004,0.0002318768541524624
1005,0.0002757449613738542
1006,-0.00008272093150657738
1007,0.000057023175511177436
1008,0.00041252828242712846
1009,0.00038057438924128553
1010,0.00004667549595365871
1011,-0.000023970397435742088
1012,-0.0001701142909269073
1013,0.00006309481548017327
1014,0.0000882809217855094
1015,0.00021119702798911102
1016,0.000550912134090988
1017,-0.0002070607599088499
1018,0.0001659983459896073
1019,-0.00013278154821363063
1020,-0.000034108442518553735
1021,0.0005312626630748479
1022,7.1067685665841774e-6
1023,0.0002843788739566648
1024,-0.00012833402075490015
1025,-0.00014223091556810101
1026,0.00029425418951707237
1027,0.0008440252945006297
1028,0.00018301139938258079
1029,0.0006427345041629355
1030,0.00027070160884170387
1031,-0.00027058328658110435
1032,-0.00019970418210547933
1033,0.0000555369222685891
1034,0.00009484802654111037
1035,-0.00019083286928790538
1036,0.00011159723478155158
1037,-0.0002099286612505089
1038,0.0001580044426159233
1039,-0.0003600984536191422
1040,1.3065004430450403e-7
1041,0.0002880777536062735
1042,-0.00027267114293322563
1043,-0.00024355503957418308
1044,-0.00020508093631658867
1045,0.00007086316683956734
1046,-0.0005703191401057053
1047,-0.0006376375271523967
1048,-0.00015698752430049677
1049,0.00007088357845000403
1050,-0.0005386414189008844
1051,-0.00010997221635315193
1052,0.00042177588609321084
1053,-0.00025343101156178574
1054,0.00022156809068186794
1055,0.00023561019282418178
1056,-0.000021440705134834377
1057,0.0002825533968048292
1058,-0.0000409385013568173
1059,-0.0002636953996197644
1060,-0.00003315629798400206
1061,-0.000028438196449520267
1062,-0.00012922309501630963
1063,-0.0004965103936843598
1064,-0.00040129889245366123
1065,0.00003340020867579599
1066,-0.0002466866902959782
1067,-0.00004321458936897406
1068,-0.000018710488543181728
1069,0.00008479861218140883
1070,-0.00035104028719519303
1071,-0.00017196818667297676
1072,0.0004996199137480669
1073,-0.0002519109859320518
1074,0.0003022711142866766
1075,0.000060686214404262365
1076,-0.00005853468557928492
1077,0.0002704844143360444
1078,0.00022903851415026055
1079,-0.0002947483861366268
1080,0.0003119947134753924
1081,0.0000968188129863276
1082,0.0005473079123961889
1083,0.00028339001170498595
1084,0.00009082611091272889
1085,0.0005991912100194271
1086,-0.00008679069097490907
1087,-0.00008678559207026996
1088,0.00020605250673335414
1089,0.0004867416054359732
1090,0.00015681870403759686
1091,-0.0002070071974617647
1092,-0.00006281909906210193
1093,0.00020314199923659494
1094,0.000040226097434336076
1095,-0.000321410804468869
1096,0.00009935229352698975
1097,0.000170633391421922
1098,-0.00023455351078406227
1099,0.00003960358690904668
1100,-0.00011587531549874132
1101,-0.00018108321800741644
1102,0.00003012687938303113
1103,-0.0005056976233273889
1104,-0.00001786792613866627
