project_code,legacy_id,obs_id,sci_prod_locator,pi,coIs,instrument_name,vla_configuration,obs_band,obs_start,obs_stop,proj_start,proj_stop,num_antennas,num_scans,dataproduct_type,data_rights,access_estsize,obs_release_date,cal_status,eb_id,distance_from_query,mjd_start,mjd_stop
AW576,AW576,AW576_1_52305.62538_52305.66525.exp,uid://VLA/execblock/41f21d7a-aa8e-448b-a99a-4453d59a2510,J. Winn,,VLA,A,"[""X""]",2002-01-31T15:00:32.996Z,2002-01-31T15:57:57.997Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,18,visibility,PUBLIC,14004224,2004-01-05T18:41:13.001Z,Do Not Calibrate,221960,5.048531e-06,52305.625382,52305.665255
AW576,AW576,AW576_1_52309.59390_52309.63354.exp,uid://VLA/execblock/38163494-8678-4858-84bc-d24ee9b23b48,J. Winn,,VLA,A,"[""X""]",2002-02-04T14:15:13.003Z,2002-02-04T15:12:18.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12673024,2004-01-05T18:41:13.001Z,Do Not Calibrate,219575,5.048531e-06,52309.5939,52309.633542
AW576,AW576,AW576_1_52313.62503_52313.66421.exp,uid://VLA/execblock/f125065e-e527-4aa4-9cad-2297b7a49be6,J. Winn,,VLA,A,"[""X""]",2002-02-08T15:00:02.998Z,2002-02-08T15:56:28.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12992512,2004-01-05T18:41:13.001Z,Do Not Calibrate,226643,5.048531e-06,52313.625035,52313.664213
AW576,AW576,AW576_1_52316.63672_52316.67671.exp,uid://VLA/execblock/1f0c8846-198c-4cfd-9e85-2efd6e90530a,J. Winn,,VLA,A,"[""X""]",2002-02-11T15:16:52.996Z,2002-02-11T16:14:28.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13312000,2004-01-05T18:41:13.001Z,Do Not Calibrate,226197,5.048531e-06,52316.636724,52316.676713
AW576,AW576,AW576_1_52321.68615_52321.72544.exp,uid://VLA/execblock/e2199109-c41b-47a6-a220-ee2d3c96830d,J. Winn,,VLA,A,"[""X""]",2002-02-16T16:28:02.997Z,2002-02-16T17:24:37.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13471744,2004-01-05T18:41:13.001Z,Do Not Calibrate,217234,5.048531e-06,52321.686146,52321.72544
AW576,AW576,AW576_1_52323.69957_52323.74072.exp,uid://VLA/execblock/6a3c3376-6d6a-49f0-80d0-c1e384ad38c5,J. Winn,,VLA,A,"[""X""]",2002-02-18T16:47:23.003Z,2002-02-18T17:46:38Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14376960,2004-01-05T18:41:13.001Z,Do Not Calibrate,225671,5.048531e-06,52323.699572,52323.740718
AW576,AW576,AW576_1_52326.67087_52326.71178.exp,uid://VLA/execblock/60031e73-be5e-4fdb-98be-5c4ffff0f79e,J. Winn,,VLA,A,"[""X""]",2002-02-21T16:06:03.003Z,2002-02-21T17:04:57.999Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14217216,2004-01-05T18:41:13.001Z,Do Not Calibrate,226881,5.048531e-06,52326.670868,52326.711782
AW576,AW576,AW576_1_52331.65941_52331.69818.exp,uid://VLA/execblock/eb3b5147-d8f2-4527-a1ad-cfb7b7f05b34,J. Winn,,VLA,A,"[""X""]",2002-02-26T15:49:32.998Z,2002-02-26T16:45:23.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13285376,2004-01-05T18:41:13.001Z,Do Not Calibrate,225207,5.048531e-06,52331.65941,52331.698183
AW576,AW576,AW576_1_52334.54622_52334.58615.exp,uid://VLA/execblock/0bafb2c2-2d75-4290-a270-cae5ea01a541,J. Winn,,VLA,A,"[""X""]",2002-03-01T13:06:33.001Z,2002-03-01T14:04:02.997Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13551616,2004-01-05T18:41:13.001Z,Do Not Calibrate,216799,5.048531e-06,52334.546215,52334.586146
AW576,AW576,AW576_1_52337.62145_52337.68175.exp,uid://VLA/execblock/984fcaec-7d55-4b7d-bcd1-8649076c305e,J. Winn,,VLA,A,"[""X""]",2002-03-04T14:54:53.003Z,2002-03-04T16:21:43.001Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,28,visibility,PUBLIC,19675136,2004-01-05T18:41:13.001Z,Do Not Calibrate,225135,5.048531e-06,52337.621447,52337.681748
AW576,AW576,AW576_1_52340.55131_52340.59054.exp,uid://VLA/execblock/749803dc-6eec-472c-8952-799fc585914d,J. Winn,,VLA,A,"[""X""]",2002-03-07T13:13:53.002Z,2002-03-07T14:10:23.001Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12912640,2004-01-05T18:41:13.001Z,Do Not Calibrate,226730,5.048531e-06,52340.551308,52340.590544
AW576,AW576,AW576_1_52344.62145_52344.66265.exp,uid://VLA/execblock/abee3d7e-91a0-42f9-88cc-ca90a11e3d0d,J. Winn,,VLA,A,"[""X""]",2002-03-11T14:54:53.003Z,2002-03-11T15:54:13.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14297088,2004-01-05T18:41:13.001Z,Do Not Calibrate,224186,5.048531e-06,52344.621447,52344.66265
AW576,AW576,AW576_1_52347.53209_52347.57139.exp,uid://VLA/execblock/c96d58ab-0bb9-4f85-9d44-359ef69fb313,J. Winn,,VLA,A,"[""X""]",2002-03-14T12:46:12.999Z,2002-03-14T13:42:48Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12091392,2004-01-05T18:41:13.001Z,Do Not Calibrate,220767,5.048531e-06,52347.532095,52347.571389
AW576,AW576,AW576_1_52354.59656_52354.63534.exp,uid://VLA/execblock/720a79ea-e073-4dbf-8dad-aff2b13023d1,J. Winn,,VLA,A,"[""X""]",2002-03-21T14:19:03Z,2002-03-21T15:14:52.995Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13285376,2004-01-05T18:41:13.001Z,Do Not Calibrate,219450,5.048531e-06,52354.596563,52354.635336
AW576,AW576,AW576_1_52357.54656_52357.58568.exp,uid://VLA/execblock/f319a541-285b-4712-8a4e-2e67e2f36d44,J. Winn,,VLA,A,"[""X""]",2002-03-24T13:07:02.999Z,2002-03-24T14:03:23.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13551616,2004-01-05T18:41:13.001Z,Do Not Calibrate,219334,5.048531e-06,52357.546562,52357.585683
AW576,AW576,AW576_1_52360.49668_52360.53591.exp,uid://VLA/execblock/d2683dca-348d-47af-b656-51f0f45503d5,J. Winn,,VLA,A,"[""X""]",2002-03-27T11:55:12.996Z,2002-03-27T12:51:43.004Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13019136,2004-01-05T18:41:13.001Z,Do Not Calibrate,220671,5.048531e-06,52360.496678,52360.535914
AW576,AW576,AW576_1_52363.55027_52363.59008.exp,uid://VLA/execblock/86aeb976-09d4-4497-b7fc-d0ae4196d132,J. Winn,,VLA,A,"[""X""]",2002-03-30T13:12:22.999Z,2002-03-30T14:09:42.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14084096,2004-01-05T18:41:13.001Z,Do Not Calibrate,224807,5.048531e-06,52363.550266,52363.590081
AW576,AW576,AW576_1_52368.53707_52368.57642.exp,uid://VLA/execblock/afa8ed6b-65e7-4bcc-8894-b8e401cdeff0,J. Winn,,VLA,A,"[""X""]",2002-04-04T12:53:23.003Z,2002-04-04T13:50:02.999Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13604864,2004-01-05T18:41:13.001Z,Do Not Calibrate,216198,5.048531e-06,52368.537072,52368.576424
AW576,AW576,AW576_1_52371.50744_52371.54737.exp,uid://VLA/execblock/459aff68-3742-4af8-9d12-d91ded3d6c8d,J. Winn,,VLA,A,"[""X""]",2002-04-07T12:10:42.997Z,2002-04-07T13:08:13.001Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13924352,2004-01-05T18:41:13.001Z,Do Not Calibrate,215817,5.048531e-06,52371.507442,52371.547373
AW576,AW576,AW576_1_52375.47619_52375.51566.exp,uid://VLA/execblock/c224f473-4da9-4110-8dbd-e88ae05e826a,J. Winn,,VLA,A,"[""X""]",2002-04-11T11:25:42.997Z,2002-04-11T12:22:32.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13072384,2004-01-05T18:41:13.001Z,Do Not Calibrate,216913,5.048531e-06,52375.476192,52375.51566
AW576,AW576,AW576_1_52378.40686_52378.44517.exp,uid://VLA/execblock/747ed509-f04c-4011-b92a-91254659df35,J. Winn,,VLA,A,"[""X""]",2002-04-14T09:45:52.997Z,2002-04-14T10:41:02.999Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12113920,2004-01-05T18:41:13.001Z,Do Not Calibrate,217930,5.048531e-06,52378.406863,52378.445174
AW576,AW576,AW576_1_52380.50628_52380.54367.exp,uid://VLA/execblock/52b37133-8bc1-44d7-850a-50f94fdcb96a,J. Winn,,VLA,A,"[""X""]",2002-04-16T12:09:02.998Z,2002-04-16T13:02:53.001Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12726272,2004-01-05T18:41:13.001Z,Do Not Calibrate,223998,5.048531e-06,52380.506285,52380.543669
AW576,AW576,AW576_1_52385.38777_52385.42608.exp,uid://VLA/execblock/27ea65aa-5dee-4a5b-ae67-91b9a486bd9d,J. Winn,,VLA,A,"[""X""]",2002-04-21T09:18:22.999Z,2002-04-21T10:13:33Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12113920,2004-01-05T18:41:13.001Z,Do Not Calibrate,218440,5.048531e-06,52385.387766,52385.426076
AW576,AW576,AW576_1_52387.46300_52387.50374.exp,uid://VLA/execblock/24d3d801-b796-4dca-96e0-cf3b5d9a5a61,J. Winn,,VLA,A,"[""X""]",2002-04-23T11:06:43.001Z,2002-04-23T12:05:22.997Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14403584,2004-01-05T18:41:13.001Z,Do Not Calibrate,225479,5.048531e-06,52387.462998,52387.503738
AW576,AW576,AW576_1_52391.45179_52391.53443.exp,uid://VLA/execblock/c3badf52-a09b-47b7-aadf-5198f419f6a5,J. Winn,,VLA,A,"[""X"",""KU"",""L"",""C""]",2002-04-27T10:50:34.664Z,2002-04-27T12:49:34.665Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,60,visibility,PUBLIC,46804992,2004-01-05T18:41:13.001Z,Do Not Calibrate,216226,5.048531e-06,52391.45179,52391.534429
AW576,AW576,AW576_1_52394.52793_52394.56774.exp,uid://VLA/execblock/c2023db8-f1ff-4f2c-96de-4fc48e3b76da,J. Winn,,VLA,A,"[""X""]",2002-04-30T12:40:12.996Z,2002-04-30T13:37:33.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13764608,2004-01-05T18:41:13.001Z,Do Not Calibrate,215046,5.048531e-06,52394.527928,52394.567743
AW576,AW576,AW576_1_52397.51994_52397.55953.exp,uid://VLA/execblock/41078b92-2eec-4000-8763-d8b36b3c675f,J. Winn,,VLA,A,"[""X""]",2002-05-03T12:28:42.997Z,2002-05-03T13:25:43.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13764608,2004-01-05T18:41:13.001Z,Do Not Calibrate,223885,5.048531e-06,52397.519942,52397.559525
AW576,AW576,AW576_1_52399.49355_52399.53325.exp,uid://VLA/execblock/346a2bb5-83a9-44f3-a649-6121607019a4,J. Winn,,VLA,A,"[""X""]",2002-05-05T11:50:42.996Z,2002-05-05T12:47:52.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13817856,2004-01-05T18:41:13.001Z,Do Not Calibrate,226741,5.048531e-06,52399.493553,52399.533252
AW576,AW576,AW576_1_52401.44691_52401.48626.exp,uid://VLA/execblock/80e4302d-113a-4085-836d-a7b3dd502a42,J. Winn,,VLA,A->BnA,"[""X""]",2002-05-07T10:43:32.998Z,2002-05-07T11:40:13.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13658112,2004-01-05T18:41:13.001Z,Do Not Calibrate,223341,5.048531e-06,52401.44691,52401.486262
AW576,AW576,AW576_1_52406.32781_52406.36878.exp,uid://VLA/execblock/4441274a-45ce-4691-b2e3-81b7d408313c,J. Winn,,VLA,A->BnA,"[""X""]",2002-05-12T07:52:02.999Z,2002-05-12T08:51:02.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13232128,2004-01-05T18:41:13.001Z,Do Not Calibrate,214165,5.048531e-06,52406.327812,52406.368785
AW576,AW576,AW576_1_52408.51010_52408.55027.exp,uid://VLA/execblock/bfdd79a0-987e-4d04-afc2-71dbf26bec11,J. Winn,,VLA,A->BnA,"[""X""]",2002-05-14T12:14:33.002Z,2002-05-14T13:12:22.999Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14137344,2004-01-05T18:41:13.001Z,Do Not Calibrate,217922,5.048531e-06,52408.510104,52408.550266
AW576,AW576,AW576_1_52410.38291_52410.42017.exp,uid://VLA/execblock/487b0345-1417-4239-bd81-01607db029b3,J. Winn,,VLA,BnA,"[""X""]",2002-05-16T09:11:23Z,2002-05-16T10:05:02.999Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,11954176,2004-01-05T18:41:13.001Z,Do Not Calibrate,226809,5.048531e-06,52410.382905,52410.420174
AW576,AW576,AW576_1_52412.43534_52412.47700.exp,uid://VLA/execblock/1b825b44-c303-48e1-8d9f-9dfe49a76cf2,J. Winn,,VLA,BnA,"[""X""]",2002-05-18T10:26:52.995Z,2002-05-18T11:26:52.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14669824,2004-01-05T18:41:13.001Z,Do Not Calibrate,214853,5.048531e-06,52412.435336,52412.477002
AW576,AW576,AW576_1_52417.42353_52417.48416.exp,uid://VLA/execblock/2b747338-a75e-45dd-a470-9c4eba12dc83,J. Winn,,VLA,BnA,"[""X"",""Q""]",2002-05-23T10:09:53Z,2002-05-23T11:37:11.337Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,22,visibility,PUBLIC,28221440,2004-01-05T18:41:13.001Z,Do Not Calibrate,221934,5.048531e-06,52417.42353,52417.484159
AW576,AW576,AW576_1_52420.39679_52420.43441.exp,uid://VLA/execblock/e5d4f14c-d0a2-45cc-a7e5-c8193a4cf18c,J. Winn,,VLA,BnA,"[""X""]",2002-05-26T09:31:23.001Z,2002-05-26T10:25:32.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12859392,2004-01-05T18:41:13.001Z,Do Not Calibrate,225877,5.048531e-06,52420.396794,52420.43441
AW576,AW576,AW576_1_52424.42538_52424.46508.exp,uid://VLA/execblock/cb647f17-ec30-496d-83a8-0821e5147cd8,J. Winn,,VLA,BnA,"[""X""]",2002-05-30T10:12:32.996Z,2002-05-30T11:09:42.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13711360,2004-01-05T18:41:13.001Z,Do Not Calibrate,215837,5.048531e-06,52424.425382,52424.465081
AW576,AW576,AW576_1_52428.39390_52428.43337.exp,uid://VLA/execblock/15130e25-d63e-4595-8097-d01a683b49a5,J. Winn,,VLA,BnA->B,"[""X""]",2002-06-03T09:27:13.003Z,2002-06-03T10:24:03.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13658112,2004-01-05T18:41:13.001Z,Do Not Calibrate,226048,5.048531e-06,52428.3939,52428.433368
AW576,AW576,AW576_1_52431.30281_52431.34205.exp,uid://VLA/execblock/263f8849-1ec4-453b-861e-63903c512f0a,J. Winn,,VLA,BnA->B,"[""X""]",2002-06-06T07:16:02.999Z,2002-06-06T08:12:32.999Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12965888,2004-01-05T18:41:13.001Z,Do Not Calibrate,218665,5.048531e-06,52431.302812,52431.342049
AW576,AW576,AW576_1_52432.30003_52432.33927.exp,uid://VLA/execblock/02a4555e-14b4-4322-beb6-7e819ada75c2,J. Winn,,VLA,B,"[""X""]",2002-06-07T07:12:02.998Z,2002-06-07T08:08:32.997Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12965888,2004-01-05T18:41:13.001Z,Do Not Calibrate,222461,5.048531e-06,52432.300035,52432.339271
AW576,AW576,AW576_1_52436.45802_52436.51543.exp,uid://VLA/execblock/59961f0b-ad14-44ef-a982-2bbc3c52b7ab,J. Winn,,VLA,B,"[""X""]",2002-06-11T10:59:32.997Z,2002-06-11T12:22:12.996Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,28,visibility,PUBLIC,20260864,2004-01-05T18:41:13.001Z,Do Not Calibrate,214712,5.048531e-06,52436.458021,52436.515428
AW576,AW576,AW576_1_52439.49147_52439.52793.exp,uid://VLA/execblock/4be1e0f4-ac3c-42a3-a42a-0bd309fc0be4,J. Winn,,VLA,B,"[""X""]",2002-06-14T11:47:42.999Z,2002-06-14T12:40:12.996Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,19,visibility,PUBLIC,11821056,2004-01-05T18:41:13.001Z,Do Not Calibrate,224738,5.048531e-06,52439.49147,52439.527928
AW576,AW576,AW576_1_52442.41763_52442.47816.exp,uid://VLA/execblock/57226181-ef9d-44fc-a20f-3e6464b1f028,J. Winn,,VLA,B,"[""X""]",2002-06-17T10:01:22.998Z,2002-06-17T11:28:32.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,30,visibility,PUBLIC,21964800,2004-01-05T18:41:13.001Z,Do Not Calibrate,217367,5.048531e-06,52442.417627,52442.47816
AW576,AW576,AW576_1_52443.39610_52443.43400.exp,uid://VLA/execblock/c43d0151-24e1-4712-9aef-80922a5c1fd4,J. Winn,,VLA,B,"[""X""]",2002-06-18T09:30:22.996Z,2002-06-18T10:24:57.997Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12886016,2004-01-05T18:41:13.001Z,Do Not Calibrate,220357,5.048531e-06,52443.396099,52443.434005
AW576,AW576,AW576_1_52448.35837_52448.42029.exp,uid://VLA/execblock/dc4cd618-a9cd-4d25-a6bd-cf5dcba21fcf,J. Winn,,VLA,B,"[""X""]",2002-06-23T08:36:03.003Z,2002-06-23T10:05:13.004Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,29,visibility,PUBLIC,22657024,2004-01-05T18:41:13.001Z,Do Not Calibrate,220981,5.048531e-06,52448.358368,52448.420289
AW576,AW576,AW576_1_52451.37446_52451.43291.exp,uid://VLA/execblock/1320b653-e44b-48c8-bdde-a695ab391686,J. Winn,,VLA,B,"[""X""]",2002-06-26T08:59:12.998Z,2002-06-26T10:23:23Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,29,visibility,PUBLIC,20606976,2004-01-05T18:41:13.001Z,Do Not Calibrate,215100,5.048531e-06,52451.374456,52451.432905
AW576,AW576,AW576_1_52456.44089_52456.48157.exp,uid://VLA/execblock/45226543-933c-4bef-94c6-669b468823f8,J. Winn,,VLA,B,"[""X""]",2002-07-01T10:34:52.999Z,2002-07-01T11:33:28.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,19,visibility,PUBLIC,13764608,2004-01-05T18:41:13.001Z,Do Not Calibrate,222499,5.048531e-06,52456.440891,52456.481574
AW576,AW576,AW576_1_52461.22168_52461.26010.exp,uid://VLA/execblock/23c2bb45-27a5-4211-9a2e-c76cb1b075ff,J. Winn,,VLA,B,"[""X""]",2002-07-06T05:19:12.996Z,2002-07-06T06:14:33.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,12646400,2004-01-05T18:41:13.001Z,Do Not Calibrate,226333,5.048531e-06,52461.221678,52461.260104
AW576,AW576,AW576_1_52464.25432_52464.29344.exp,uid://VLA/execblock/6812a5c2-09e8-4ef2-bd8b-cb63166be194,J. Winn,,VLA,B,"[""X""]",2002-07-09T06:06:12.997Z,2002-07-09T07:02:33Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13711360,2004-01-05T18:41:13.001Z,Do Not Calibrate,215795,5.048531e-06,52464.254317,52464.293437
AW576,AW576,AW576_1_52467.32828_52467.36850.exp,uid://VLA/execblock/a7856a69-8d15-4a2b-8286-e9ef1beb8739,J. Winn,,VLA,B,"[""X""]",2002-07-12T07:52:43.003Z,2002-07-12T08:50:38.002Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14004224,2004-01-05T18:41:13.001Z,Do Not Calibrate,216732,5.048531e-06,52467.328275,52467.368495
AW576,AW576,AW576_1_52471.29541_52471.33672.exp,uid://VLA/execblock/7eb79f25-a8c9-467e-af3d-31000cbbf06b,J. Winn,,VLA,B,"[""X""]",2002-07-16T07:05:23Z,2002-07-16T08:04:52.996Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14510080,2004-01-05T18:41:13.001Z,Do Not Calibrate,217621,5.048531e-06,52471.295405,52471.336724
AW576,AW576,AW576_1_52475.22561_52475.26352.exp,uid://VLA/execblock/6690fdd4-b251-427c-a30b-4d1e00f1efdb,J. Winn,,VLA,B,"[""X""]",2002-07-20T05:24:52.997Z,2002-07-20T06:19:27.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13152256,2004-01-05T18:41:13.001Z,Do Not Calibrate,224338,5.048531e-06,52475.225613,52475.263518
AW576,AW576,AW576_1_52480.27087_52480.31207.exp,uid://VLA/execblock/9c5fd054-f3e0-4521-ae99-a2acf61ba526,J. Winn,,VLA,B,"[""X""]",2002-07-25T06:30:03.003Z,2002-07-25T07:29:23.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,14456832,2004-01-05T18:41:13.001Z,Do Not Calibrate,215301,5.048531e-06,52480.270868,52480.312072
AW576,AW576,AW576_1_52487.27411_52487.31387.exp,uid://VLA/execblock/fbaf2997-fca2-4ccc-baf5-e238a4ad70b2,J. Winn,,VLA,B,"[""X""]",2002-08-01T06:34:43Z,2002-08-01T07:31:57.996Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,20,visibility,PUBLIC,13737984,2004-01-05T18:41:13.001Z,Do Not Calibrate,218624,5.048531e-06,52487.274109,52487.313866
AX4,AX4,AX4_1_50857.52788_50857.58818.exp,uid://VLA/execblock/8ae4ccd1-5f73-438c-a6da-1f100bd75e2a,E. Xanthopoulos,,VLA,D->A,"[""X""]",1998-02-13T12:40:08.996Z,1998-02-13T14:06:59.002Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,6565888,1999-10-16T11:29:18.997Z,Do Not Calibrate,206128,5.048531e-06,50857.527882,50857.588183
AX4,AX4,AX4_1_50860.51920_50860.57997.exp,uid://VLA/execblock/7c396e23-698c-4c4e-9aca-56d5b0adbd63,E. Xanthopoulos,,VLA,D->A,"[""X""]",1998-02-16T12:27:39Z,1998-02-16T13:55:09.001Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,12300288,1999-10-16T11:29:18.997Z,Do Not Calibrate,203925,5.048531e-06,50860.519201,50860.579965
AX4,AX4,AX4_1_50862.53378_50862.59501.exp,uid://VLA/execblock/4e1093f8-826e-499d-aa3d-14d676722c22,E. Xanthopoulos,,VLA,D->A,"[""X""]",1998-02-18T12:48:38.998Z,1998-02-18T14:16:49.002Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,12140544,1999-10-16T11:29:18.997Z,Do Not Calibrate,213315,5.048531e-06,50862.533785,50862.595012
AX4,AX4,AX4_1_50865.50612_50865.56619.exp,uid://VLA/execblock/d7b102ec-7e1c-4818-85c1-e70dd0f84a4b,E. Xanthopoulos,,VLA,A,"[""X""]",1998-02-21T12:08:49.001Z,1998-02-21T13:35:18.997Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,12113920,1999-10-16T11:29:18.997Z,Do Not Calibrate,213360,5.048531e-06,50865.506123,50865.566192
AX4,AX4,AX4_1_50867.56203_50867.62337.exp,uid://VLA/execblock/141c1bff-cde5-49d0-96fc-363bdeafa8fd,E. Xanthopoulos,,VLA,A,"[""X""]",1998-02-23T13:29:19.003Z,1998-02-23T14:57:39.003Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,11526144,1999-10-16T11:29:18.997Z,Do Not Calibrate,212079,5.048531e-06,50867.562025,50867.623368
AX4,AX4,AX4_1_50870.57510_50870.61515.exp,uid://VLA/execblock/6b0f6fd5-758d-458b-a67e-f39e06ca9d82,E. Xanthopoulos,,VLA,A,"[""X""]",1998-02-26T13:48:09.002Z,1998-02-26T14:45:49.003Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,17,visibility,PUBLIC,7667712,1999-10-16T11:29:18.997Z,Do Not Calibrate,205931,5.048531e-06,50870.575104,50870.61515
AX4,AX4,AX4_1_50873.44304_50873.50184.exp,uid://VLA/execblock/2003675a-356d-4966-9747-b4ae3040a6a9,E. Xanthopoulos,,VLA,A,"[""X""]",1998-03-01T10:37:59.001Z,1998-03-01T12:02:39.001Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,12087296,1999-10-16T11:29:18.997Z,Do Not Calibrate,209135,5.048531e-06,50873.443044,50873.50184
AX4,AX4,AX4_1_50878.51434_50878.57198.exp,uid://VLA/execblock/d9960f94-83a3-4d1e-89a7-d3da743e3b57,E. Xanthopoulos,,VLA,A,"[""X""]",1998-03-06T12:20:39.001Z,1998-03-06T13:43:39.002Z,1998-02-13T12:40:08.996Z,1998-10-16T11:29:18.997Z,0,25,visibility,PUBLIC,10536960,1999-10-16T11:29:18.997Z,Do Not Calibrate,212889,5.048531e-06,50878.51434,50878.571979
