project_code,legacy_id,obs_id,sci_prod_locator,pi,coIs,instrument_name,vla_configuration,obs_band,obs_start,obs_stop,proj_start,proj_stop,num_antennas,num_scans,dataproduct_type,data_rights,access_estsize,obs_release_date,cal_status,eb_id,distance_from_query,mjd_start,mjd_stop
AF310,AF310,AF310_1_50402.85654_50402.89572.exp,uid://VLA/execblock/5c6abf74-d178-48ff-9742-eb1107ef0a53,C. Fassnacht,,VLA,A,"[""X""]",1996-11-15T20:33:25.004Z,1996-11-15T21:29:50Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15095808,1998-05-26T11:54:25.001Z,Do Not Calibrate,208380,5.048531e-06,50402.856539,50402.895718
AF310,AF310,AF310_1_50405.78455_50405.82512.exp,uid://VLA/execblock/9660268d-89a2-416d-a9f5-18a8ef1ce9a9,C. Fassnacht,,VLA,A,"[""X""]",1996-11-18T18:49:44.999Z,1996-11-18T19:48:09.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,14155776,1998-05-26T11:54:25.001Z,Do Not Calibrate,207432,5.048531e-06,50405.784549,50405.825116
AF310,AF310,AF310_1_50410.83235_50410.87384.exp,uid://VLA/execblock/f97addb2-daf4-4639-b85b-c05f8cddc9ab,C. Fassnacht,,VLA,A,"[""X""]",1996-11-23T19:58:34.996Z,1996-11-23T20:58:20Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,16267264,1998-05-26T11:54:25.001Z,Do Not Calibrate,213773,5.048531e-06,50410.832349,50410.873843
AF310,AF310,AF310_1_50414.98860_50415.02917.exp,uid://VLA/execblock/26586ae3-807d-4c7a-9b98-4b209d865953,C. Fassnacht,,VLA,A,"[""X""]",1996-11-27T23:43:34.996Z,1996-11-28T00:42:00.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15468544,1998-05-26T11:54:25.001Z,Do Not Calibrate,208245,5.048531e-06,50414.988599,50415.029167
AF310,AF310,AF310_1_50418.68640_50418.72731.exp,uid://VLA/execblock/031b5545-8a95-440c-b730-41b05264edfe,C. Fassnacht,,VLA,A,"[""X""]",1996-12-01T16:28:25.003Z,1996-12-01T17:27:19.998Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15282176,1998-05-26T11:54:25.001Z,Do Not Calibrate,209362,5.048531e-06,50418.6864,50418.727315
AF310,AF310,AF310_1_50422.71649_50422.73715.exp,uid://VLA/execblock/9552e326-c3c0-4a85-84d4-ad9df719afad,C. Fassnacht,,VLA,A,"[""X""]",1996-12-05T17:11:45.003Z,1996-12-05T17:41:30.001Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,9,visibility,PUBLIC,7161856,1998-05-26T11:54:25.001Z,Do Not Calibrate,210860,5.048531e-06,50422.716493,50422.737153
AF310,AF310,AF310_1_50424.71094_50424.73171.exp,uid://VLA/execblock/293425c9-fbac-4a50-8163-237e855e8dff,C. Fassnacht,,VLA,A,"[""X""]",1996-12-07T17:03:45Z,1996-12-07T17:33:40.003Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,7,visibility,PUBLIC,7268352,1998-05-26T11:54:25.001Z,Do Not Calibrate,209609,5.048531e-06,50424.710938,50424.731713
AF310,AF310,AF310_1_50427.78594_50427.82749.exp,uid://VLA/execblock/d3877572-aed6-4437-ae1d-2c71a5e64f2b,C. Fassnacht,,VLA,A,"[""X""]",1996-12-10T18:51:45Z,1996-12-10T19:51:34.997Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,16240640,1998-05-26T11:54:25.001Z,Do Not Calibrate,205942,5.048531e-06,50427.785937,50427.827488
AF310,AF310,AF310_1_50432.77390_50432.83449.exp,uid://VLA/execblock/641e77bb-8519-4e6b-9f7f-f97f0008c2c9,C. Fassnacht,,VLA,A,"[""X""]",1996-12-15T18:34:25.003Z,1996-12-15T20:01:39.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,25,visibility,PUBLIC,23615488,1998-05-26T11:54:25.001Z,Do Not Calibrate,213627,5.048531e-06,50432.7739,50432.834491
AF310,AF310,AF310_1_50437.79942_50437.81725.exp,uid://VLA/execblock/ee3be2e3-a328-4ce8-95b0-4e2f49458295,C. Fassnacht,,VLA,A,"[""X""]",1996-12-20T19:11:10Z,1996-12-20T19:36:50.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,7,visibility,PUBLIC,3381248,1998-05-26T11:54:25.001Z,Do Not Calibrate,206399,5.048531e-06,50437.799421,50437.817245
AF310,AF310,AF310_1_50440.77309_50440.83351.exp,uid://VLA/execblock/9a1614b7-b2c6-4428-a882-cd6788c76031,C. Fassnacht,,VLA,A,"[""X""]",1996-12-23T18:33:15.001Z,1996-12-23T20:00:14.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,25,visibility,PUBLIC,23855104,1998-05-26T11:54:25.001Z,Do Not Calibrate,206586,5.048531e-06,50440.77309,50440.833507
AF310,AF310,AF310_1_50446.65087_50446.69248.exp,uid://VLA/execblock/9cc667ae-09b3-4121-9358-01869cf58306,C. Fassnacht,,VLA,A,"[""X""]",1996-12-29T15:37:15.003Z,1996-12-29T16:37:10.004Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,14622720,1998-05-26T11:54:25.001Z,Do Not Calibrate,209296,5.048531e-06,50446.650868,50446.692477
AF310,AF310,AF310_1_50451.69936_50451.74109.exp,uid://VLA/execblock/4b5d7b1c-3dc7-4f9c-bf90-4414a3310d86,C. Fassnacht,,VLA,A,"[""X""]",1997-01-03T16:47:04.997Z,1997-01-03T17:47:10.003Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,16134144,1998-05-26T11:54:25.001Z,Do Not Calibrate,207670,5.048531e-06,50451.699363,50451.741088
AF310,AF310,AF310_1_50455.77182_50455.83409.exp,uid://VLA/execblock/929d76ef-fcc3-4502-b72b-c569ffbc52f3,C. Fassnacht,,VLA,A,"[""X""]",1997-01-07T18:31:24.997Z,1997-01-07T20:01:04.995Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,25,visibility,PUBLIC,24467456,1998-05-26T11:54:25.001Z,Do Not Calibrate,205247,5.048531e-06,50455.771817,50455.834086
AF310,AF310,AF310_1_50459.65712_50459.69850.exp,uid://VLA/execblock/d62a0591-3f0f-4bf2-ab2a-cda1d9b79fa7,C. Fassnacht,,VLA,A,"[""X""]",1997-01-11T15:46:15.003Z,1997-01-11T16:45:50.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15894528,1998-05-26T11:54:25.001Z,Do Not Calibrate,207781,5.048531e-06,50459.657118,50459.698495
AF310,AF310,AF310_1_50464.64334_50464.68484.exp,uid://VLA/execblock/f4dd51fa-acc4-47d1-8366-51fc6a4c7e48,C. Fassnacht,,VLA,A->BnA,"[""X""]",1997-01-16T15:26:24.999Z,1997-01-16T16:26:10.003Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,16001024,1998-05-26T11:54:25.001Z,Do Not Calibrate,203197,5.048531e-06,50464.643345,50464.684838
AF310,AF310,AF310_1_50468.61163_50468.65313.exp,uid://VLA/execblock/2c6ad793-7dff-40cc-993b-d9651d44bf1c,C. Fassnacht,,VLA,A->BnA,"[""X""]",1997-01-20T14:40:44.996Z,1997-01-20T15:40:30Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15788032,1998-05-26T11:54:25.001Z,Do Not Calibrate,205601,5.048531e-06,50468.611632,50468.653125
AF310,AF310,AF310_1_50474.53293_50474.57442.exp,uid://VLA/execblock/0e4806b4-5d48-4ca1-b0f1-335728a4647f,C. Fassnacht,,VLA,BnA,"[""X""]",1997-01-26T12:47:24.996Z,1997-01-26T13:47:10Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15575040,1998-05-26T11:54:25.001Z,Do Not Calibrate,210227,5.048531e-06,50474.532928,50474.574421
AF310,AF310,AF310_1_50478.48050_50478.52199.exp,uid://VLA/execblock/1fa9f729-1a31-41a3-b4da-8f700eac533c,C. Fassnacht,,VLA,BnA,"[""X""]",1997-01-30T11:31:55.001Z,1997-01-30T12:31:39.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,14696448,1998-05-26T11:54:25.001Z,Do Not Calibrate,208404,5.048531e-06,50478.480498,50478.521991
AF310,AF310,AF310_1_50481.76568_50481.80463.exp,uid://VLA/execblock/9deb8ef1-2169-4636-b4d9-72d1cd8cf5ac,C. Fassnacht,,VLA,BnA,"[""X""]",1997-02-02T18:22:35.002Z,1997-02-02T19:18:39.997Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,16,visibility,PUBLIC,14589952,1998-05-26T11:54:25.001Z,Do Not Calibrate,202420,5.048531e-06,50481.765683,50481.80463
AF310,AF310,AF310_1_50487.70758_50487.74664.exp,uid://VLA/execblock/541a9505-83ae-4ddf-958f-6e4672c0ae3d,C. Fassnacht,,VLA,BnA,"[""X""]",1997-02-08T16:58:54.998Z,1997-02-08T17:55:09.998Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,14856192,1998-05-26T11:54:25.001Z,Do Not Calibrate,203431,5.048531e-06,50487.707581,50487.746643
AF310,AF310,AF310_1_50492.54797_50492.58756.exp,uid://VLA/execblock/8b15b6b3-af07-45ec-b918-665d99c339e1,C. Fassnacht,,VLA,B,"[""X""]",1997-02-13T13:09:04.996Z,1997-02-13T14:06:05.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,14589952,1998-05-26T11:54:25.001Z,Do Not Calibrate,209306,5.048531e-06,50492.547974,50492.587558
AF310,AF310,AF310_1_50497.63791_50497.67778.exp,uid://VLA/execblock/0496e9f5-d28c-44f1-ac0a-2bcb836e8ae2,C. Fassnacht,,VLA,B,"[""X""]",1997-02-18T15:18:35Z,1997-02-18T16:16:00.001Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15362048,1998-05-26T11:54:25.001Z,Do Not Calibrate,207605,5.048531e-06,50497.637905,50497.677778
AF310,AF310,AF310_1_50502.62425_50502.66412.exp,uid://VLA/execblock/26f66a9f-7151-45cb-9bb3-534238c1eb09,C. Fassnacht,,VLA,B,"[""X""]",1997-02-23T14:58:55.001Z,1997-02-23T15:56:20.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15362048,1998-05-26T11:54:25.001Z,Do Not Calibrate,209887,5.048531e-06,50502.624248,50502.66412
AF310,AF310,AF310_1_50507.61047_50507.65058.exp,uid://VLA/execblock/9a3da76b-7934-4549-b5ac-cba71ff444af,C. Fassnacht,,VLA,B,"[""X""]",1997-02-28T14:39:04.996Z,1997-02-28T15:36:49.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15468544,1998-05-26T11:54:25.001Z,Do Not Calibrate,204217,5.048531e-06,50507.610474,50507.650579
AF310,AF310,AF310_1_50510.60226_50510.64236.exp,uid://VLA/execblock/93ecb2d7-7437-4c32-ab0b-5ac0edc0e08d,C. Fassnacht,,VLA,B,"[""X""]",1997-03-03T14:27:14.996Z,1997-03-03T15:24:59.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15468544,1998-05-26T11:54:25.001Z,Do Not Calibrate,208336,5.048531e-06,50510.602257,50510.642361
AF310,AF310,AF310_1_50515.50145_50515.54560.exp,uid://VLA/execblock/fd8569d5-2ab7-4637-9336-93a6e23383d4,C. Fassnacht,,VLA,B,"[""X""]",1997-03-08T12:02:05.003Z,1997-03-08T13:05:40.004Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,16666624,1998-05-26T11:54:25.001Z,Do Not Calibrate,204974,5.048531e-06,50515.501447,50515.545602
AF310,AF310,AF310_1_50521.58108_50521.63316.exp,uid://VLA/execblock/6aec8f53-53bc-4d5e-ad0f-4543526462a7,C. Fassnacht,,VLA,B,"[""X""]",1997-03-14T13:56:45Z,1997-03-14T15:11:44.998Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,21,visibility,PUBLIC,20393984,1998-05-26T11:54:25.001Z,Do Not Calibrate,211701,5.048531e-06,50521.581076,50521.63316
AF310,AF310,AF310_1_50523.56823_50523.59647.exp,uid://VLA/execblock/1206be3b-9a2b-4b46-b582-089fb8afc58c,C. Fassnacht,,VLA,B,"[""X""]",1997-03-16T13:38:15.002Z,1997-03-16T14:18:54.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,13,visibility,PUBLIC,10596352,1998-05-26T11:54:25.001Z,Do Not Calibrate,209497,5.048531e-06,50523.568229,50523.59647
AF310,AF310,AF310_1_50528.55330_50528.59317.exp,uid://VLA/execblock/b5a07d80-8372-4326-8782-605170077f55,C. Fassnacht,,VLA,B,"[""X""]",1997-03-21T13:16:44.999Z,1997-03-21T14:14:10Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15521792,1998-05-26T11:54:25.001Z,Do Not Calibrate,208717,5.048531e-06,50528.553299,50528.593171
AF310,AF310,AF310_1_50532.68617_50532.72766.exp,uid://VLA/execblock/f385af54-951f-4300-8211-a99f1d8a896d,C. Fassnacht,,VLA,B,"[""X""]",1997-03-25T16:28:05.001Z,1997-03-25T17:27:49.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15734784,1998-05-26T11:54:25.001Z,Do Not Calibrate,205445,5.048531e-06,50532.686169,50532.727662
AF310,AF310,AF310_1_50537.56898_50537.63090.exp,uid://VLA/execblock/f5d884be-320f-4762-9ede-600ef0783f13,C. Fassnacht,,VLA,B,"[""X""]",1997-03-30T13:39:20.001Z,1997-03-30T15:08:30.001Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,27,visibility,PUBLIC,24174592,1998-05-26T11:54:25.001Z,Do Not Calibrate,206721,5.048531e-06,50537.568981,50537.630903
AF310,AF310,AF310_1_50539.50110_50539.54236.exp,uid://VLA/execblock/49695e3f-a87f-43f9-8588-8792f2082b3f,C. Fassnacht,,VLA,B,"[""X""]",1997-04-01T12:01:34.996Z,1997-04-01T13:00:59.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,16107520,1998-05-26T11:54:25.001Z,Do Not Calibrate,209428,5.048531e-06,50539.501099,50539.542361
AF310,AF310,AF310_1_50543.51233_50543.55220.exp,uid://VLA/execblock/ad64c0d5-b129-4b9e-ab59-6e180e93f800,C. Fassnacht,,VLA,B,"[""X""]",1997-04-05T12:17:45Z,1997-04-05T13:15:10.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15521792,1998-05-26T11:54:25.001Z,Do Not Calibrate,202653,5.048531e-06,50543.512326,50543.552199
AF310,AF310,AF310_1_50545.50677_50545.54676.exp,uid://VLA/execblock/382c8f91-55c4-4eba-85f1-d2cf772377c2,C. Fassnacht,,VLA,B,"[""X""]",1997-04-07T12:09:44.997Z,1997-04-07T13:07:20.003Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15575040,1998-05-26T11:54:25.001Z,Do Not Calibrate,211531,5.048531e-06,50545.506771,50545.546759
AF310,AF310,AF310_1_50549.49566_50549.53588.exp,uid://VLA/execblock/c8741a55-4e38-4323-ab9d-aaa30397fd09,C. Fassnacht,,VLA,B,"[""X""]",1997-04-11T11:53:44.998Z,1997-04-11T12:51:39.997Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15681536,1998-05-26T11:54:25.001Z,Do Not Calibrate,205523,5.048531e-06,50549.49566,50549.53588
AF310,AF310,AF310_1_50553.48478_50553.52488.exp,uid://VLA/execblock/57166b42-36a8-4887-b43f-79f04e49be4f,C. Fassnacht,,VLA,B,"[""X""]",1997-04-15T11:38:05Z,1997-04-15T12:35:50.003Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15628288,1998-05-26T11:54:25.001Z,Do Not Calibrate,212660,5.048531e-06,50553.48478,50553.524884
AF310,AF310,AF310_1_50557.34334_50557.38935.exp,uid://VLA/execblock/b293d22f-fc82-45c5-a490-bd7656848fa0,C. Fassnacht,,VLA,B,"[""X""]",1997-04-19T08:14:24.999Z,1997-04-19T09:20:40.004Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,17068032,1998-05-26T11:54:25.001Z,Do Not Calibrate,203272,5.048531e-06,50557.343345,50557.389352
AF310,AF310,AF310_1_50560.46557_50560.50584.exp,uid://VLA/execblock/b790ee3f-fbfe-47fb-813e-eedbea527f92,C. Fassnacht,,VLA,B,"[""X""]",1997-04-22T11:10:24.997Z,1997-04-22T12:08:24.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15708160,1998-05-26T11:54:25.001Z,Do Not Calibrate,211100,5.048531e-06,50560.465567,50560.505845
AF310,AF310,AF310_1_50564.45480_50564.49491.exp,uid://VLA/execblock/672445ed-7c92-43fd-9e52-bf1ade9eccec,C. Fassnacht,,VLA,B,"[""X""]",1997-04-26T10:54:54.996Z,1997-04-26T11:52:39.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,18,visibility,PUBLIC,14260224,1998-05-26T11:54:25.001Z,Do Not Calibrate,211524,5.048531e-06,50564.454803,50564.494907
AF310,AF310,AF310_1_50571.43594_50571.47581.exp,uid://VLA/execblock/7ae517ff-bb64-4e3f-9f48-b337b2b51f78,C. Fassnacht,,VLA,B,"[""X""]",1997-05-03T10:27:45Z,1997-05-03T11:25:10.001Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15521792,1998-05-26T11:54:25.001Z,Do Not Calibrate,206800,5.048531e-06,50571.435937,50571.47581
AF310,AF310,AF310_1_50576.42228_50576.48293.exp,uid://VLA/execblock/7cb97dc5-fff9-4d8a-aa38-2ec7ceeeb4df,C. Fassnacht,,VLA,B,"[""X""]",1997-05-08T10:08:05Z,1997-05-08T11:35:24.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,27,visibility,PUBLIC,23588864,1998-05-26T11:54:25.001Z,Do Not Calibrate,206867,5.048531e-06,50576.42228,50576.482928
AF310,AF310,AF310_1_50581.40851_50581.44855.exp,uid://VLA/execblock/9863cde6-d365-4b7c-8be3-2474b2e94526,C. Fassnacht,,VLA,B,"[""X""]",1997-05-13T09:48:14.996Z,1997-05-13T10:45:54.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15601664,1998-05-26T11:54:25.001Z,Do Not Calibrate,210884,5.048531e-06,50581.408507,50581.448553
AF310,AF310,AF310_1_50585.33455_50585.37529.exp,uid://VLA/execblock/99d9c397-8663-46f5-865c-8acb2071f397,C. Fassnacht,,VLA,B,"[""X""]",1997-05-17T08:01:44.999Z,1997-05-17T09:00:25.004Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,16187392,1998-05-26T11:54:25.001Z,Do Not Calibrate,205421,5.048531e-06,50585.334549,50585.375289
AF310,AF310,AF310_1_50589.38675_50589.42668.exp,uid://VLA/execblock/1ce042ae-c49d-4eee-bf87-bc7336915931,C. Fassnacht,,VLA,B,"[""X""]",1997-05-21T09:16:55.001Z,1997-05-21T10:14:24.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,16293888,1998-05-26T11:54:25.001Z,Do Not Calibrate,205845,5.048531e-06,50589.386748,50589.426678
AF310,AF310,AF310_1_50591.38142_50591.42124.exp,uid://VLA/execblock/c552dd63-0ac5-4a65-995a-444db896e4c2,C. Fassnacht,,VLA,B,"[""X""]",1997-05-23T09:09:14.999Z,1997-05-23T10:06:34.997Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,16240640,1998-05-26T11:54:25.001Z,Do Not Calibrate,209089,5.048531e-06,50591.381424,50591.421238
AF310,AF310,AF310_1_50594.45689_50594.49612.exp,uid://VLA/execblock/d6811f27-2670-4aa4-8e5c-8a4ec69e774e,C. Fassnacht,,VLA,B,"[""X""]",1997-05-26T10:57:55.002Z,1997-05-26T11:54:25.001Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,17,visibility,PUBLIC,15415296,1998-05-26T11:54:25.001Z,Do Not Calibrate,212742,5.048531e-06,50594.456887,50594.496123
AF340,AF340,AF340_1_50975.14432_50975.20381.exp,uid://VLA/execblock/bf9c4c66-f5ff-46e4-9e83-63684abc46ad,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-11T03:27:48.997Z,1998-06-11T04:53:29.002Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,28,visibility,PUBLIC,11741184,1999-10-19T01:20:49.001Z,Do Not Calibrate,208289,5.048531e-06,50975.144317,50975.203808
AF340,AF340,AF340_1_50978.25983_50978.29953.exp,uid://VLA/execblock/79cb9cdc-6321-4901-862f-b93fec26e135,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-14T06:14:09Z,1998-06-14T07:11:19.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,7667712,1999-10-19T01:20:49.001Z,Do Not Calibrate,203820,5.048531e-06,50978.259826,50978.299525
AF340,AF340,AF340_1_50981.16828_50981.22811.exp,uid://VLA/execblock/23efbf3c-4ade-4d2c-9aaa-5c676f04dad7,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-17T04:02:19.003Z,1998-06-17T05:28:28.997Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,28,visibility,PUBLIC,11608064,1999-10-19T01:20:49.001Z,Do Not Calibrate,207665,5.048531e-06,50981.168275,50981.228113
AF340,AF340,AF340_1_50982.12441_50982.17777.exp,uid://VLA/execblock/b54f4cb2-e129-402b-a6af-6f2caf07cd12,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-18T02:59:08.998Z,1998-06-18T04:15:58.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,27,visibility,PUBLIC,10409984,1999-10-19T01:20:49.001Z,Do Not Calibrate,210806,5.048531e-06,50982.12441,50982.177766
AF340,AF340,AF340_1_50984.13969_50984.17904.exp,uid://VLA/execblock/32338ea3-ae12-4447-a3e4-31977b908680,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-20T03:21:08.999Z,1998-06-20T04:17:49.004Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,17,visibility,PUBLIC,6389760,1999-10-19T01:20:49.001Z,Do Not Calibrate,202768,5.048531e-06,50984.139687,50984.179039
AF340,AF340,AF340_1_50987.11133_50987.17105.exp,uid://VLA/execblock/7503ec58-7b93-49c0-9adb-a10ed9525950,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-23T02:40:18.998Z,1998-06-23T04:06:18.996Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,28,visibility,PUBLIC,11661312,1999-10-19T01:20:49.001Z,Do Not Calibrate,213433,5.048531e-06,50987.111331,50987.171053
AF340,AF340,AF340_1_50991.22545_50991.26388.exp,uid://VLA/execblock/99b194ac-0361-4aa1-960d-3b7036e1b9c0,C. Fassnacht,,VLA,BnA,"[""X""]",1998-06-27T05:24:39Z,1998-06-27T06:19:58.998Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,6782976,1999-10-19T01:20:49.001Z,Do Not Calibrate,209566,5.048531e-06,50991.225451,50991.263877
AF340,AF340,AF340_1_50996.14628_50996.16723.exp,uid://VLA/execblock/b38e2e70-d621-4671-a0da-7a7c5b2834d3,C. Fassnacht,,VLA,B,"[""X""]",1998-07-02T03:30:38.998Z,1998-07-02T04:00:49Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,12,visibility,PUBLIC,4153344,1999-10-19T01:20:49.001Z,Do Not Calibrate,205772,5.048531e-06,50996.146285,50996.167234
AF340,AF340,AF340_1_50997.16584_50997.22649.exp,uid://VLA/execblock/7c7cb33a-c6d6-46bd-b7fc-b2ca772b7d88,C. Fassnacht,,VLA,B,"[""X""]",1998-07-03T03:58:48.999Z,1998-07-03T05:26:09.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,28,visibility,PUBLIC,11687936,1999-10-19T01:20:49.001Z,Do Not Calibrate,211151,5.048531e-06,50997.165845,50997.226493
AF340,AF340,AF340_1_51001.95138_51002.00508.exp,uid://VLA/execblock/c6fa0cb4-debe-4fcb-901c-57647bc1edec,C. Fassnacht,,VLA,B,"[""X""]",1998-07-07T22:49:58.998Z,1998-07-08T00:07:18.998Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,11048960,1999-10-19T01:20:49.001Z,Do Not Calibrate,205873,5.048531e-06,51001.951377,51002.005081
AF340,AF340,AF340_1_51003.12580_51003.16874.exp,uid://VLA/execblock/efebd788-bc7c-4dd4-b6c3-88144def1657,C. Fassnacht,,VLA,B,"[""X""]",1998-07-09T03:01:08.999Z,1998-07-09T04:02:58.997Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,8333312,1999-10-19T01:20:49.001Z,Do Not Calibrate,205510,5.048531e-06,51003.125799,51003.168738
AF340,AF340,AF340_1_51009.23679_51009.27719.exp,uid://VLA/execblock/e07a6272-da14-420b-958c-a92946ed58f2,C. Fassnacht,,VLA,B,"[""X""]",1998-07-15T05:40:59.001Z,1998-07-15T06:39:09Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7800832,1999-10-19T01:20:49.001Z,Do Not Calibrate,213566,5.048531e-06,51009.236794,51009.277188
AF340,AF340,AF340_1_51012.22927_51012.26897.exp,uid://VLA/execblock/ea7c3ae5-420e-4493-b62d-eb6fc2f463fb,C. Fassnacht,,VLA,B,"[""X""]",1998-07-18T05:30:08.997Z,1998-07-18T06:27:18.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7641088,1999-10-19T01:20:49.001Z,Do Not Calibrate,211600,5.048531e-06,51012.229271,51012.26897
AF340,AF340,AF340_1_51016.21862_51016.25821.exp,uid://VLA/execblock/5939bbde-cfa0-4c63-ba90-3645aecc3b70,C. Fassnacht,,VLA,B,"[""X""]",1998-07-22T05:14:49.001Z,1998-07-22T06:11:48.998Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7587840,1999-10-19T01:20:49.001Z,Do Not Calibrate,202484,5.048531e-06,51016.218623,51016.258206
