run,period,condition,observable,h,in_i4_grid,n_games,N_anchored,alphabet_K,I_plugin_nats,I_MM_nats,I_MM_clamped_june29_nats,H_R_cond_MM_nats,T_vs_targetperm_nats,T_boot_sd_nats,T_ratio_h_over_h_plus_8,I_MM_own_targetperm_floor_nats,T_vs_own_floor_nats,T_own_ratio_h_over_h_plus_8
power,2016-01,REAL,fromto,8,1,120000,2887248,1792,1.038612,0.954291,0.954291,5.295574,0.818871,0.001326,1.304973,0.135604,0.818687,1.305116
power,2016-01,REAL,fromto,12,1,120000,2887248,1792,0.942331,0.851410,0.851410,5.575694,0.708335,0.001091,1.265985,0.142873,0.708538,1.266014
power,2016-01,REAL,fromto,16,1,120000,2887248,1792,0.872286,0.776229,0.776229,5.802378,0.627500,0.001486,1.249539,0.148938,0.627291,1.249713
power,2016-01,REAL,fromto,20,0,120000,2887248,1792,0.814630,0.714498,0.714498,5.985566,0.559513,0.001186,1.237848,0.154838,0.559661,1.239591
power,2016-01,REAL,fromto,24,1,120000,2887248,1792,0.765102,0.661470,0.661470,6.130884,0.502186,0.001143,1.230173,0.159522,0.501948,1.228727
power,2016-01,REAL,fromto,28,0,120000,2887248,1792,0.721580,0.615254,0.615254,6.245908,0.452004,0.001013,1.221264,0.163766,0.451488,1.220696
power,2016-01,REAL,fromto,32,1,120000,2887248,1792,0.683160,0.574760,0.574760,6.334941,0.408223,0.001065,1.217186,0.166250,0.408510,1.219274
power,2016-01,REAL,fromto,36,0,120000,2887248,1792,0.648820,0.538749,0.538749,6.404031,0.370112,0.001100,1.218339,0.168888,0.369861,1.215747
power,2016-01,REAL,fromto,40,1,120000,2887248,1792,0.616749,0.505477,0.505477,6.457536,0.335383,0.001077,1.215437,0.170433,0.335044,1.211867
power,2016-01,REAL,fromto,44,0,120000,2887248,1792,0.587446,0.475295,0.475295,6.496917,0.303784,0.001036,1.209507,0.171070,0.304225,1.212807
power,2016-01,REAL,fromto,48,1,120000,2887248,1792,0.560354,0.447836,0.447836,6.524321,0.275936,0.001040,1.205534,0.171367,0.276469,1.207015
power,2016-01,REAL,fromto,52,0,120000,2887248,1792,0.535240,0.422701,0.422701,6.541667,0.251163,0.001092,1.200472,0.171857,0.250844,1.202135
power,2016-01,REAL,fromto,56,0,120000,2887248,1792,0.512561,0.400169,0.400169,6.550728,0.228891,0.000993,1.194311,0.171117,0.229052,1.194959
power,2016-01,REAL,fromto,60,0,120000,2887248,1792,0.491109,0.379168,0.379168,6.552556,0.209221,0.001038,1.194003,0.170503,0.208665,1.191994
power,2016-01,REAL,fromto,64,1,120000,2887248,1792,0.472062,0.360773,0.360773,6.547157,0.191651,0.001200,1.196746,0.169091,0.191682,1.194734
power,2016-01,REAL,fromto,68,0,120000,2887248,1792,0.453576,0.343059,0.343059,6.538766,0.175226,0.001015,1.193084,0.168004,0.175056,1.193814
power,2016-01,REAL,fromto,72,0,120000,2887248,1792,0.436243,0.326633,0.326633,6.526592,0.160144,0.000906,1.194955,0.166194,0.160439,1.197951
power,2016-01,REAL,fromto,76,0,120000,2887248,1792,0.419778,0.311117,0.311117,6.511350,0.146868,0.000908,1.199776,0.164481,0.146636,1.193549
power,2016-01,REAL,fromto,80,1,120000,2887248,1792,0.404212,0.296522,0.296522,6.495266,0.134016,0.000977,1.200908,0.162594,0.133928,1.195964
power,2016-01,REAL,fromto,84,0,120000,2887248,1792,0.389988,0.283391,0.283391,6.477382,0.122413,0.001044,1.208215,0.160534,0.122857,1.213815
power,2016-01,REAL,fromto,88,0,120000,2887248,1792,0.376454,0.270757,0.270757,6.461320,0.111596,0.000923,1.218029,0.158774,0.111983,1.220637
power,2016-01,REAL,fromto,92,0,120000,2887248,1792,0.363551,0.258554,0.258554,6.452727,0.101317,0.000997,,0.157338,0.101216,
power,2016-01,REAL,fromto,96,1,120000,2887248,1792,0.353240,0.248058,0.248058,6.461963,0.091620,0.000894,,0.156316,0.091742,
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,8,1,120000,2887248,1792,0.394080,0.224898,0.224898,6.586348,0.089477,,1.170492,0.211197,0.013701,0.980668
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,12,1,120000,2887248,1792,0.394768,0.225564,0.225564,6.586617,0.082489,,1.177493,0.211272,0.014292,1.077859
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,16,1,120000,2887248,1792,0.394379,0.225173,0.225173,6.586845,0.076444,,1.157115,0.211202,0.013971,0.992807
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,20,0,120000,2887248,1792,0.394260,0.225040,0.225040,6.587012,0.070054,,1.136968,0.211780,0.013259,0.936148
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,24,1,120000,2887248,1792,0.394556,0.225349,0.225349,6.586793,0.066064,,1.109701,0.211277,0.014072,0.971302
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,28,0,120000,2887248,1792,0.394094,0.224865,0.224865,6.587365,0.061615,,1.089964,0.210701,0.014164,1.044766
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,32,1,120000,2887248,1792,0.395184,0.226070,0.226070,6.585832,0.059533,,1.071591,0.211582,0.014488,1.018707
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,36,0,120000,2887248,1792,0.394378,0.225166,0.225166,6.587207,0.056529,,1.056540,0.211609,0.013557,0.991989
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,40,1,120000,2887248,1792,0.394865,0.225650,0.225650,6.586538,0.055556,,1.041000,0.211429,0.014222,0.997092
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,44,0,120000,2887248,1792,0.394280,0.225015,0.225015,6.587596,0.053504,,0.998142,0.211349,0.013666,1.011098
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,48,1,120000,2887248,1792,0.394496,0.225268,0.225268,6.587229,0.053368,,0.980371,0.211005,0.014263,0.927430
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,52,0,120000,2887248,1792,0.394391,0.225142,0.225142,6.587191,0.053604,,0.968600,0.211625,0.013516,0.979445
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,56,0,120000,2887248,1792,0.394933,0.225714,0.225714,6.586398,0.054437,,0.971281,0.210335,0.015379,1.124682
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,60,0,120000,2887248,1792,0.394385,0.225289,0.225289,6.586358,0.055342,,0.967836,0.211489,0.013800,1.010282
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,64,1,120000,2887248,1792,0.394374,0.225168,0.225168,6.586260,0.056046,,0.951748,0.211493,0.013674,0.974019
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,68,0,120000,2887248,1792,0.394253,0.225014,0.225014,6.586786,0.057181,,0.932907,0.211354,0.013660,0.926994
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,72,0,120000,2887248,1792,0.394505,0.225377,0.225377,6.585672,0.058888,,0.939937,0.211338,0.014039,0.993467
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,76,0,120000,2887248,1792,0.394534,0.225542,0.225542,6.585025,0.061293,,0.947840,0.210807,0.014735,1.025821
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,80,1,120000,2887248,1792,0.394415,0.225156,0.225156,6.586251,0.062651,,0.952662,0.211025,0.014131,1.036621
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,84,0,120000,2887248,1792,0.394744,0.225644,0.225644,6.585886,0.064666,,0.946048,0.211280,0.014365,1.009205
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,88,0,120000,2887248,1792,0.394095,0.224925,0.224925,6.586634,0.065764,,0.948162,0.211293,0.013632,0.916201
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,92,0,120000,2887248,1792,0.394727,0.225590,0.225590,6.586341,0.068354,,,0.211357,0.014233,
power,2016-01,WITHIN_GAME_SCRAMBLE,fromto,96,1,120000,2887248,1792,0.394930,0.225797,0.225797,6.585810,0.069359,,,0.210918,0.014879,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,8,1,120000,2887248,1792,0.226986,0.135421,0.135421,6.114445,0.000000,,,0.135421,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,12,1,120000,2887248,1792,0.240641,0.143075,0.143075,6.284029,0.000000,,,0.143075,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,16,1,120000,2887248,1792,0.251612,0.148729,0.148729,6.429878,0.000000,,,0.148729,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,20,0,120000,2887248,1792,0.262356,0.154985,0.154985,6.545079,0.000000,,,0.154985,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,24,1,120000,2887248,1792,0.270335,0.159285,0.159285,6.633070,0.000000,,,0.159285,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,28,0,120000,2887248,1792,0.277165,0.163250,0.163250,6.697913,0.000000,,,0.163250,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,32,1,120000,2887248,1792,0.282611,0.166537,0.166537,6.743164,0.000000,,,0.166537,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,36,0,120000,2887248,1792,0.286338,0.168637,0.168637,6.774143,0.000000,,,0.168637,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,40,1,120000,2887248,1792,0.288740,0.170094,0.170094,6.792919,0.000000,,,0.170094,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,44,0,120000,2887248,1792,0.290700,0.171511,0.171511,6.800701,0.000000,,,0.171511,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,48,1,120000,2887248,1792,0.291180,0.171900,0.171900,6.800257,0.000000,,,0.171900,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,52,0,120000,2887248,1792,0.290546,0.171538,0.171538,6.792830,0.000000,,,0.171538,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,56,0,120000,2887248,1792,0.289853,0.171278,0.171278,6.779619,0.000000,,,0.171278,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,60,0,120000,2887248,1792,0.287695,0.169948,0.169948,6.761777,0.000000,,,0.169948,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,64,1,120000,2887248,1792,0.285842,0.169122,0.169122,6.738808,0.000000,,,0.169122,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,68,0,120000,2887248,1792,0.283517,0.167833,0.167833,6.713992,0.000000,,,0.167833,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,72,0,120000,2887248,1792,0.280866,0.166489,0.166489,6.686735,0.000000,,,0.166489,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,76,0,120000,2887248,1792,0.277372,0.164249,0.164249,6.658218,0.000000,,,0.164249,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,80,1,120000,2887248,1792,0.274180,0.162506,0.162506,6.629282,0.000000,,,0.162506,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,84,0,120000,2887248,1792,0.271194,0.160978,0.160978,6.599795,0.000000,,,0.160978,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,88,0,120000,2887248,1792,0.268137,0.159161,0.159161,6.572915,0.000000,,,0.159161,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,92,0,120000,2887248,1792,0.265136,0.157237,0.157237,6.554044,0.000000,,,0.157237,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,96,1,120000,2887248,1792,0.264249,0.156438,0.156438,6.553583,0.000000,,,0.156438,0.000000,
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,8,1,120000,2887248,1792,0.522977,0.358379,0.358379,6.454498,0.222958,,1.065823,0.211574,0.146805,1.001736
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,12,1,120000,2887248,1792,0.522639,0.358087,0.358087,6.454430,0.215011,,1.056507,0.211767,0.146319,0.992275
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,16,1,120000,2887248,1792,0.522607,0.357918,0.357918,6.454736,0.209189,,1.050783,0.211367,0.146551,0.996192
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,20,0,120000,2887248,1792,0.523152,0.358497,0.358497,6.453766,0.203511,,1.045842,0.211038,0.147458,1.006275
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,24,1,120000,2887248,1792,0.522943,0.358364,0.358364,6.453923,0.199079,,1.039737,0.211253,0.147111,1.004088
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,28,0,120000,2887248,1792,0.522325,0.357841,0.357841,6.453602,0.194591,,1.025255,0.211302,0.146539,0.996079
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,32,1,120000,2887248,1792,0.522585,0.358007,0.358007,6.453617,0.191471,,1.017518,0.211495,0.146512,0.998101
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,36,0,120000,2887248,1792,0.523057,0.358435,0.358435,6.453390,0.189798,,1.019427,0.211319,0.147116,1.005989
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,40,1,120000,2887248,1792,0.522899,0.358268,0.358268,6.453868,0.188174,,1.009394,0.211477,0.146791,1.002541
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,44,0,120000,2887248,1792,0.522338,0.357692,0.357692,6.454431,0.186181,,0.998606,0.211452,0.146240,0.998292
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,48,1,120000,2887248,1792,0.522990,0.358323,0.358323,6.453472,0.186423,,0.995387,0.211904,0.146419,0.994424
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,52,0,120000,2887248,1792,0.522521,0.357978,0.357978,6.454025,0.186441,,0.989254,0.211488,0.146490,0.997052
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,56,0,120000,2887248,1792,0.523137,0.358565,0.358565,6.453522,0.187287,,0.988909,0.211325,0.147240,0.998985
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,60,0,120000,2887248,1792,0.522984,0.358414,0.358414,6.453677,0.188466,,0.993047,0.211490,0.146923,1.005077
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,64,1,120000,2887248,1792,0.523093,0.358509,0.358509,6.453407,0.189387,,0.990424,0.211119,0.147390,1.007305
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,68,0,120000,2887248,1792,0.522311,0.357619,0.357619,6.454369,0.189786,,0.976479,0.211438,0.146181,0.992841
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,72,0,120000,2887248,1792,0.522348,0.357708,0.357708,6.454050,0.191218,,0.977849,0.211387,0.146321,0.997142
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,76,0,120000,2887248,1792,0.523145,0.358606,0.358606,6.453010,0.194357,,0.983347,0.211371,0.147235,0.999942
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,80,1,120000,2887248,1792,0.522678,0.358056,0.358056,6.454565,0.195550,,0.982407,0.211315,0.146740,1.002041
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,84,0,120000,2887248,1792,0.523200,0.358627,0.358627,6.453265,0.197648,,0.978835,0.211383,0.147244,0.998640
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,88,0,120000,2887248,1792,0.522792,0.358213,0.358213,6.453711,0.199052,,0.983677,0.211772,0.146441,0.995629
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,92,0,120000,2887248,1792,0.523743,0.359159,0.359159,6.452823,0.201922,,,0.211715,0.147444,
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,96,1,120000,2887248,1792,0.523471,0.358792,0.358792,6.453373,0.202355,,,0.211708,0.147084,
power,2016-01,REAL,san_canon,8,1,120000,2887248,781,0.328143,0.293351,0.293351,5.051241,0.266055,0.001072,1.575071,0.027475,0.265876,1.576498
power,2016-01,REAL,san_canon,12,1,120000,2887248,781,0.269317,0.232906,0.232906,5.272275,0.205059,0.000935,1.434088,0.027779,0.205128,1.436654
power,2016-01,REAL,san_canon,16,1,120000,2887248,781,0.234516,0.197010,0.197010,5.446430,0.168917,0.000911,1.365089,0.028361,0.168650,1.361985
power,2016-01,REAL,san_canon,20,0,120000,2887248,781,0.209979,0.171686,0.171686,5.581448,0.142989,0.000909,1.317449,0.028904,0.142782,1.307964
power,2016-01,REAL,san_canon,24,1,120000,2887248,781,0.191749,0.152867,0.152867,5.682978,0.123740,0.000890,1.277104,0.029040,0.123827,1.277960
power,2016-01,REAL,san_canon,28,0,120000,2887248,781,0.177597,0.138309,0.138309,5.758331,0.108535,0.000844,1.247008,0.029146,0.109163,1.252376
power,2016-01,REAL,san_canon,32,1,120000,2887248,781,0.166195,0.126703,0.126703,5.812197,0.096891,0.000764,1.228266,0.029809,0.096894,1.223553
power,2016-01,REAL,san_canon,36,0,120000,2887248,781,0.156792,0.117140,0.117140,5.849997,0.087036,0.000780,1.221561,0.029975,0.087165,1.225582
power,2016-01,REAL,san_canon,40,1,120000,2887248,781,0.148989,0.109307,0.109307,5.875007,0.078885,0.000690,1.235944,0.030117,0.079191,1.239918
power,2016-01,REAL,san_canon,44,0,120000,2887248,781,0.141292,0.101584,0.101584,5.889800,0.071250,0.000637,1.249780,0.030462,0.071121,1.241591
power,2016-01,REAL,san_canon,48,1,120000,2887248,781,0.133902,0.094332,0.094332,5.895128,0.063825,0.000675,1.250593,0.030464,0.063868,1.255672
power,2016-01,REAL,san_canon,52,0,120000,2887248,781,0.127474,0.088077,0.088077,5.893765,0.057010,0.000646,1.256781,0.030794,0.057282,1.259379
power,2016-01,REAL,san_canon,56,0,120000,2887248,781,0.121070,0.081829,0.081829,5.887412,0.051036,0.000530,1.266733,0.030966,0.050863,1.273803
power,2016-01,REAL,san_canon,60,0,120000,2887248,781,0.115350,0.076364,0.076364,5.876532,0.045362,0.000548,1.265276,0.030880,0.045485,1.267890
power,2016-01,REAL,san_canon,64,1,120000,2887248,781,0.109614,0.070776,0.070776,5.864330,0.040290,0.000508,1.262733,0.030845,0.039930,1.244606
power,2016-01,REAL,san_canon,68,0,120000,2887248,781,0.105229,0.066659,0.066659,5.849772,0.035851,0.000487,1.246865,0.030784,0.035874,1.250294
power,2016-01,REAL,san_canon,72,0,120000,2887248,781,0.101043,0.062705,0.062705,5.835152,0.031907,0.000588,1.242468,0.030623,0.032083,1.254091
power,2016-01,REAL,san_canon,76,0,120000,2887248,781,0.097472,0.059455,0.059455,5.819447,0.028753,0.000564,1.200245,0.030763,0.028693,1.209353
power,2016-01,REAL,san_canon,80,1,120000,2887248,781,0.094072,0.056377,0.056377,5.803348,0.025680,0.000583,1.185413,0.030795,0.025582,1.173057
power,2016-01,REAL,san_canon,84,0,120000,2887248,781,0.091733,0.054479,0.054479,5.784014,0.023956,0.000553,1.175731,0.030753,0.023726,1.174305
power,2016-01,REAL,san_canon,88,0,120000,2887248,781,0.089028,0.052280,0.052280,5.765118,0.021663,0.000493,1.145346,0.030472,0.021808,1.154534
power,2016-01,REAL,san_canon,92,0,120000,2887248,781,0.086690,0.050455,0.050455,5.748991,0.020376,0.000491,,0.030251,0.020204,
power,2016-01,REAL,san_canon,96,1,120000,2887248,781,0.085210,0.048923,0.048923,5.754386,0.018914,0.000487,,0.030033,0.018889,
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,8,1,120000,2887248,781,0.109468,0.049760,0.049760,5.911972,0.022464,,1.039443,0.029997,0.019763,1.019582
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,12,1,120000,2887248,781,0.109465,0.049763,0.049763,5.912486,0.021916,,1.045497,0.030082,0.019681,1.017568
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,16,1,120000,2887248,781,0.109406,0.049706,0.049706,5.911715,0.021612,,1.042232,0.030323,0.019383,0.963990
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,20,0,120000,2887248,781,0.109375,0.049659,0.049659,5.912014,0.020962,,1.053401,0.030318,0.019341,1.002789
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,24,1,120000,2887248,781,0.109565,0.049863,0.049863,5.912034,0.020736,,1.041872,0.029756,0.020107,1.045005
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,28,0,120000,2887248,781,0.109393,0.049673,0.049673,5.912166,0.019900,,1.009103,0.030386,0.019288,0.988893
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,32,1,120000,2887248,781,0.109412,0.049714,0.049714,5.911956,0.019903,,1.037796,0.030473,0.019241,0.983684
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,36,0,120000,2887248,781,0.109460,0.049824,0.049824,5.911570,0.019720,,1.033080,0.030320,0.019504,1.026456
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,40,1,120000,2887248,781,0.109328,0.049601,0.049601,5.911609,0.019178,,0.985613,0.030040,0.019560,0.987601
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,44,0,120000,2887248,781,0.109164,0.049422,0.049422,5.911933,0.019089,,1.023541,0.030421,0.019001,0.973907
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,48,1,120000,2887248,781,0.109649,0.049964,0.049964,5.911638,0.019458,,1.025493,0.030159,0.019806,1.029847
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,52,0,120000,2887248,781,0.109356,0.049716,0.049716,5.911851,0.018650,,0.982527,0.030206,0.019511,0.988433
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,56,0,120000,2887248,781,0.109490,0.049767,0.049767,5.911730,0.018974,,0.982548,0.030535,0.019232,0.980544
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,60,0,120000,2887248,781,0.109631,0.049984,0.049984,5.910771,0.018981,,1.016297,0.030245,0.019739,1.025769
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,64,1,120000,2887248,781,0.109530,0.049797,0.049797,5.911283,0.019311,,1.000801,0.030184,0.019613,0.987440
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,68,0,120000,2887248,781,0.109248,0.049484,0.049484,5.911950,0.018677,,0.981508,0.030241,0.019243,0.980273
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,72,0,120000,2887248,781,0.109746,0.050094,0.050094,5.910943,0.019296,,1.014390,0.030231,0.019863,1.031087
power,2016-01,WITHIN_GAME_SCRAMBLE,san_canon,76,0,120000,2887248,781,0.109396,0.049731,0.049731,5.911059,0.019029,,0.982705,0.030101,0.019630,1.010510
