SWIFTJ0640.4-2554     ESO490-26                 100.0487  -25.8954  0.0248                108.2
SWIFTJ0641.3+3257     2MASXJ06411806+3249313    100.3252   32.8254  0.0470                208.5
SWIFTJ0645.9+5303     UGC3533                   101.6108   53.0758  0.0359                158.0
SWIFTJ0651.9+7426     Mrk6                      103.0511   74.4271  0.0188                 81.7
SWIFTJ0654.6+0700     2MASSJ06543417+0703210    103.6424    7.0558  0.024                 104.7
SWIFTJ0655.8+3957     UGC3601                   103.9564   40.0002  0.0171                 74.2
SWIFTJ0656.4-4921     LEDA478026                104.0498  -49.3306  0.0410                181.1
SWIFTJ0659.3+2406     2MASXJ06591070+2401400    104.7945   24.0278  0.0912                417.3
SWIFTJ0701.3-3235     2MASXJ07011026-3234534    105.2927  -32.5814  0.0438                193.9
SWIFTJ0707.1+6433     VIIZw118                  106.8047   64.5997  0.0797                361.8
SWIFTJ0709.0-4642     LEDA511628                107.1803  -46.7137  0.0469                208.0
SWIFTJ0709.4-3559     2MASXJ07091407-3601216    107.3087  -36.0227  0.1108                513.7
SWIFTJ0710.3+5908     2MASXJ07103005+5908202    107.6253   59.1390  0.1250                584.9 BZB
SWIFTJ0714.2+3518     UGC3752                   108.5161   35.2793  0.0157                 68.1
SWIFTJ0714.3+4541     Mrk376                    108.5628   45.6988  0.0560                250.0
SWIFTJ0718.1+4403     LEDA20607                 109.5024   44.0909  0.0614                275.2
SWIFTJ0725.7-0055     PKS0723-008               111.4610   -0.9157  0.1280                600.1 BZU
SWIFTJ0725.8+3000     Z147-20                   111.4057   29.9541  0.0188                 81.7
SWIFTJ0726.5+3659     2MASXJ07263532+3700028    111.6472   37.0008  0.1900                925.6
SWIFTJ0726.6-3552     LEDA96373                 111.6098  -35.9060  0.0294                128.8
SWIFTJ0727.4-2408     1RXSJ072720.8-240629      111.8377  -24.1089  0.1230                574.8
SWIFTJ0733.2+4558     SDSSJ073309.19+455506.2   113.2883   45.9184  0.1414                668.7
SWIFTJ0733.9+5156   a 2MASXJ07332681+5153560    113.3617   51.8989  0.506   0.444 0.529
SWIFTJ0736.9+5846     Mrk9                      114.2374   58.7704  0.0399                176.1
SWIFTJ0739.7-3142     LEDA86063                 114.9362  -31.7174  0.0258                112.7
SWIFTJ0741.4-5447   a 2MASXJ07410919-5447461    115.2884  -54.7961  0.713   0.564 0.714
SWIFTJ0742.3+8024     3C184.1                   115.7553   80.4406  0.1182                550.7
SWIFTJ0742.5+4948     Mrk79                     115.6367   49.8097  0.0222                 96.7
SWIFTJ0743.0+6513     Mrk78                     115.6739   65.1771  0.0371                163.4
SWIFTJ0743.3-2546     LEDA86073                 115.8114  -25.7639  0.0230                100.2
SWIFTJ0744.0+2914     UGC3995B                  116.0380   29.2474  0.0160                 69.4
SWIFTJ0746.3+2548     B20743+25                 116.6078   25.8173  2.9793              25211.6 BZQ
SWIFTJ0747.5+6057     Mrk10                     116.8714   60.9335  0.0293                128.3
SWIFTJ0747.6-7326     LEDA255906                116.9098  -73.4314  0.0367                161.6
SWIFTJ0752.2+1937     HS0749+1943               118.0743   19.5951  0.1172                545.7
SWIFTJ0753.1+4559     LEDA2272950               118.1842   45.9493  0.0518                230.6
SWIFTJ0756.3-4137     2MASXJ07561963-4137420    119.0817  -41.6284  0.0210                 91.4
SWIFTJ0759.8-3844     2MASSJ07594181-3843560    119.9242  -38.7322  0.0400                176.5
