#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
"             7.00          7.20        -34.06        -31.33    6972249.83"
"             7.20          7.40        -34.06        -31.33    9711843.67"
"             7.40          7.60        -34.06        -31.33   12650848.88"
"             7.60          7.80        -34.06        -31.33   17633537.06"
"             7.80          8.00        -34.06        -31.33   20831983.61"
"             8.00          8.20        -34.06        -31.33   26651812.82"
"             8.20          8.40        -34.06        -31.33   34304389.64"
"             8.40          8.60        -34.06        -31.33   45536878.49"
"             8.60          8.80        -34.06        -31.33   20255268.36"
"             8.80          9.00        -34.06        -31.33          0.00"
"             9.00          9.20        -34.06        -31.33          0.00"
"             9.20          9.40        -34.06        -31.33          0.00"
"             9.40          9.60        -34.06        -31.33          0.00"
"             9.60          9.80        -34.06        -31.33          0.00"
"             9.80         10.00        -34.06        -31.33          0.00"
"             2.00          2.20        -31.33        -28.69          0.00"
"             2.20          2.40        -31.33        -28.69          0.00"
"             2.40          2.60        -31.33        -28.69          0.00"
"             2.60          2.80        -31.33        -28.69          0.00"
"             2.80          3.00        -31.33        -28.69          0.00"
"             3.00          3.20        -31.33        -28.69          0.00"
"             3.20          3.40        -31.33        -28.69          0.00"
"             3.40          3.60        -31.33        -28.69          0.00"
"             3.60          3.80        -31.33        -28.69          0.00"
"             3.80          4.00        -31.33        -28.69          0.00"
"             4.00          4.20        -31.33        -28.69          0.00"
"             4.20          4.40        -31.33        -28.69          0.00"
"             4.40          4.60        -31.33        -28.69        141.03"
"             4.60          4.80        -31.33        -28.69       1212.66"
"             4.80          5.00        -31.33        -28.69       3995.77"
"             5.00          5.20        -31.33        -28.69      24747.84"
"             5.20          5.40        -31.33        -28.69      80711.39"
"             5.40          5.60        -31.33        -28.69     244702.72"
"             5.60          5.80        -31.33        -28.69     530039.38"
"             5.80          6.00        -31.33        -28.69    1004886.83"
"             6.00          6.20        -31.33        -28.69    1775202.20"
"             6.20          6.40        -31.33        -28.69    2192007.71"
"             6.40          6.60        -31.33        -28.69    3571328.41"
"             6.60          6.80        -31.33        -28.69    4569620.96"
"             6.80          7.00        -31.33        -28.69    5962032.36"
"             7.00          7.20        -31.33        -28.69    8369362.81"
"             7.20          7.40        -31.33        -28.69   11131174.01"
"             7.40          7.60        -31.33        -28.69   14145481.57"
"             7.60          7.80        -31.33        -28.69   18141865.70"
"             7.80          8.00        -31.33        -28.69   23680414.55"
"             8.00          8.20        -31.33        -28.69   29126281.98"
"             8.20          8.40        -31.33        -28.69   37279255.93"
"             8.40          8.60        -31.33        -28.69   48591873.85"
"             8.60          8.80        -31.33        -28.69   22193132.56"
"             8.80          9.00        -31.33        -28.69          0.00"
"             9.00          9.20        -31.33        -28.69          0.00"
"             9.20          9.40        -31.33        -28.69          0.00"
"             9.40          9.60        -31.33        -28.69          0.00"
"             9.60          9.80        -31.33        -28.69          0.00"
"             9.80         10.00        -31.33        -28.69          0.00"
"             2.00          2.20        -28.69        -26.10          0.00"
"             2.20          2.40        -28.69        -26.10          0.00"
"             2.40          2.60        -28.69        -26.10          0.00"
"             2.60          2.80        -28.69        -26.10          0.00"
"             2.80          3.00        -28.69        -26.10          0.00"
