Title: The Magnificent Five Images of Supernova Refsdal: Time Delay and 
       Magnification Measurements 
Authors: Kelly P.L., Rodney S., Treu T., Birrer S., Bonvin V., Dessart L., 
    Foley R.J., Filippenko A.V., Gilman D., Jha S., Hjorth J., Mandel K., 
    Millon M., Pierel J., Thorp S., Zitrin A., Broadhurst T., Chen W., 
    Diego J.M., Dressler A., Graur O., Jauzac M., Malkan M.A., McCully C., 
    Oguri M., Postman M., Schmidt K.B., Sharon K., Tucker B.E., 
    von der Linden A., Wambsganss J.
Table: Photometry of SN Refsdal
================================================================================
Byte-by-byte Description of file: apjac4ccbt3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  2 A2     ---    Obj       Image of SN Refsdal (see Table 2)
   4-  8 A5     ---    Filt      WFC3-IR Filter                  
  10- 27 F18.12 d      MJD       [56598.13/57756.91] Modified Julian date (1)
  29- 51 F23.20 uJy    Flux      [-0.06/0.8] Flux in Filt
  53- 73 F21.19 uJy  e_Flux      [0.0/0.67] Uncertainty in Flux
--------------------------------------------------------------------------------
Note (1): Modified Julian Date (JD-2,400,000.5) at the beginning of the 
    observation.
--------------------------------------------------------------------------------
SX F125W 57029.548951928511 -0.00794404567947920755 0.0091344569352400807 
SX F125W 57033.945248052325 -0.00430214719447569345 0.1322333311911074449 
SX F125W 57036.594864176543  0.00174657115887796649 0.3833952590130591531 
SX F125W 57044.685270599315  0.00648103918938253316 0.6691903515341652842 
SX F125W 57049.193906267908  0.00193658325374771638 0.4666623109267993286 
SX F125W 57062.372987960654 -0.03280396142493797323 0.3451862688933464152 
SX F125W 57076.390694578346  0.00325083357659681051 0.0161928986385732714 
SX F125W 57090.387036769069 -0.00572723790599880683 0.0173663961978776198 
SX F125W 57104.242818526378  0.00679772601416544879 0.0272735167124839376 
SX F125W 57118.130669490136 -0.01174428757687417599 0.0214440367368709146 
SX F125W 57132.085464156291 -0.00083442646310278299 0.0257856479175516996 
SX F125W 57149.056512503244  0.02894996940773029992 0.0363283263609867832 
SX F125W 57188.170248067712  0.02894996940773029992 0.0182192491044954191 
SX F125W 57216.204106971025  0.02214120267489763996 0.0199494161405755904 
SX F125W 57223.958835445745  0.01865764760228558541 0.0199895484884752700 
SX F125W 57325.824200712188  0.03417530201664838174 0.0208719110320443532 
SX F125W 57340.936845776698  0.05808515728775839881 0.0189582826367748203 
SX F125W 57367.044768851294  0.10463812053084679821 0.0200005599725896002 
SX F125W 57402.111965255841  0.10764664536628448799 0.0179507673081929151 
SX F125W 57426.214646378248  0.14390728680392816941 0.0181122759264526305 
SX F125W 57430.593242844931  0.15245783107306684623 0.0156732519571286151 
SX F125W 57444.575488693976  0.12268926954347289526 0.0181823580592560992 
SX F125W 57459.026370733773  0.09402911190061917501 0.0198866310718831679 
SX F125W 57472.527640200904  0.17145904056004168670 0.0183940104376031748 
SX F125W 57493.261177060514  0.14422397362871108850 0.0164348185190597608 
SX F125W 57507.527543144228  0.12268926954347289526 0.0160054573570346977 
SX F125W 57521.274963125972  0.13504005571000651797 0.0178403503387724802 
SX F125W 57524.567683663947  0.15577079708269891967 0.0101627245135547991 
SX F125W 57527.183034773734  0.16037500169263971261 0.0184359361557003068 
SX F125W 57532.018017400980  0.18095964530352906530 0.0223904200372690779 
SX F125W 57534.269505173703  0.16512530406438336028 0.0209238256010598062 
SX F125W 57536.473002199404  0.11723807943414717159 0.0155125881584184007 
SX F125W 57537.056063999997  0.13804858054544424939 0.0384210860914987740 
SX F125W 57538.310400669616  0.15182445742350100804 0.0198957007712872828 
SX F125W 57541.092618012975  0.15404126519698138620 0.0174587054724800426 
SX F125W 57545.067273960231  0.14232385268001357392 0.0184124673059605434 
SX F125W 57547.053566929528  0.16829217231221255124 0.0195597752770413358 
SX F125W 57548.997002499600  0.16195843581655428034 0.0210598340919435807 
SX F125W 57550.038984936844  0.12316429978064732942 0.0199536823700334244 
SX F125W 57551.660093594459  0.14913261941284625123 0.0178305963942029209 
SX F125W 57553.724177484117  0.14944930623762911481 0.0191428399522181290 
SX F125W 57555.902541015123  0.17937621117961458084 0.0207534604768967977 
SX F125W 57557.491419893297  0.13345662158609197800 0.0176619859301593053 
SX F125W 57566.203515603418  0.16037500169263971261 0.0209229821456819315 
SX F125W 57569.250415824063  0.13884029760740151938 0.0219969357652833424 
SX F125W 57573.224702226573  0.11825565399651212506 0.0200469552293649558 
SX F125W 57577.714605486530  0.13013140992587135525 0.0200041801804258061 
SX F125W 57580.178616621757  0.12949803627630551706 0.0196431928248745578 
SX F125W 57583.093636236736  0.10400474688128097389 0.0203572702447122125 
SX F125W 57586.012565356476  0.12902300603913122168 0.0201206871666639517 
SX F125W 57589.187359286087  0.13899864101979300668 0.0219960419343224398 
SX F125W 57592.034757157271  0.11445541209911712366 0.0213424488420485454 
SX F125W 57691.198495578945  0.00146155301657334381 0.0208211277463340519 
SX F125W 57720.811387930997  0.02720819187142426224 0.0156379807456563553 
SX F125W 57727.036712487650  0.01406568864293332964 0.0183677430708212401 
SX F125W 57756.901528436276  0.00879285301029781100 0.0180413255110281057 
SX F160W 56598.144334938544  0.01892910017526920619 0.0110997860787126010 
SX F160W 56990.910512398419  0.02924916699965652775 0.0238412945609214957 
SX F160W 56992.966949487825 -0.01971381671160332694 0.0231158690253724271 
SX F160W 56994.029144838700 -0.00262837274678431529 0.0249371730248714764 
SX F160W 56996.747485442349  0.01220958999850146019 0.0229704194187798048 
SX F160W 56999.857659900721 -0.01549226027469994410 0.0161747886712094689 
SX F160W 57002.887388145937  0.00590288249470920581 0.0100189747992789832 
SX F160W 57006.995607290868  0.00172898880129033301 0.0097299729668584266 
SX F160W 57011.902975274701 -0.00824707579561741698 0.0094907646282377019 
SX F160W 57015.077198566592 -0.00522691962620483626 0.0090695625479638737 
SX F160W 57015.990557997560 -0.00146373684091449189 0.0134300480089703557 
SX F160W 57017.785945948141 -0.00109546749547413842 0.0093723646717365616 
SX F160W 57018.955540006529 -0.00836265736962165870 0.0274181305949612736 
SX F160W 57020.587239382927  0.00019949018490596996 0.0104061600327336936 
SX F160W 57021.266613292239 -0.00032323134768799319 0.0410312151976008344 
SX F160W 57023.787932193212  0.00446277450307053496 0.0093790691015936088 
SX F160W 57025.835538433756 -0.01031447241072684130 0.0081889442001161702 
SX F160W 57026.575555850737 -0.00710040170401882165 0.0143054310447114502 
SX F160W 57027.831894395240 -0.00159636606434558279 0.0102844299225205160 
SX F160W 57033.960257050516  0.02661181658897976421 0.2663468937254712676 
SX F160W 57036.616954597295 -0.02086049080320192053 0.6492228863859567101 
SX F160W 57044.704779754284  0.02557980990654104211 0.5250460482545274976 
SX F160W 57049.215395495230  0.00370126823883991027 0.2749158304904217864 
SX F160W 57062.398568860714 -0.03462057990238501942 0.3627609777349701248 
SX F160W 57076.402582125382 -0.01971381671160332347 0.0370133526096081134 
SX F160W 57090.409349544163  0.04312392350799948426 0.0249388906826029447 
SX F160W 57104.310202863744  0.02156645058594596626 0.5912672446687999850 
SX F160W 57118.225044304076  0.09071089830934102316 0.0303798629487522752 
SX F160W 57132.107172052507  0.00287566289288892444 0.0311304759379236497 
SX F160W 57149.074185459918  0.01394106787681533011 0.0471462454323562097 
SX F160W 57168.297950019602 -0.00205503570098501936 0.0297590566428828154 
SX F160W 57188.183942156807  0.01504187500474998308 0.0267554357624113989 
SX F160W 57208.091912666685  0.02890516477217695140 0.0294450112777617685 
SX F160W 57216.220160378703  0.01169358665728209221 0.0243607755759886399 
SX F160W 57224.002369105387  0.05619600815222344087 0.0292522377584924220 
SX F160W 57325.839770771061  0.03773455527748610649 0.0251944870412410642 
SX F160W 57340.952736307125  0.11307104309551356536 0.0236614908606829696 
SX F160W 57367.060687255995  0.11364438014131285348 0.0211577429241991896 
SX F160W 57402.158424820271  0.13967388202060088132 0.0220746883549442358 
SX F160W 57426.229857395097  0.14426057838699529734 0.0217552223327652609 
SX F160W 57432.752259152534  0.18210082340974881321 0.0214433559771380310 
SX F160W 57444.601841549200  0.16834073431056567616 0.0237097018523627356 
SX F160W 57459.093120352307  0.17636745295175582093 0.0270549741981614550 
SX F160W 57472.543589121233  0.17866080113495302895 0.0215193886149561107 
SX F160W 57493.307113893628  0.21994106843250227357 0.0238471651724534821 
SX F160W 57507.574958778423  0.18439417159294596571 0.0238683440509181478 
SX F160W 57521.297898406199  0.19815426069212910276 0.0220300014293563599 
SX F160W 57524.545267605230  0.20503430524172061578 0.0168193512286769035 
SX F160W 57527.198630099578  0.15802066748617837888 0.0254064315840546485 
SX F160W 57541.137508096937  0.20159428296692483151 0.0267749866390944481 
SX F160W 57545.111722311063  0.20503430524172061578 0.0265983332809257220 
SX F160W 57547.093001849513  0.20732765342491782379 0.0233019056894177706 
SX F160W 57549.044702799896  0.18095414931815018145 0.0249572646861588449 
SX F160W 57550.103168899666  0.16948740840216425241 0.0237397205592502214 
SX F160W 57551.707557364978  0.20044760887532625526 0.0223830200266460534 
SX F160W 57553.777668554394  0.19012754205093890247 0.0247715714030591096 
SX F160W 57555.950341722077  0.16146068976097410763 0.0233257784303390302 
SX F160W 57557.528033427800  0.18668751977614317372 0.0242680964389660365 
SX F160W 57566.218745324244  0.18210082340974881321 0.0259132134464049729 
SX F160W 57569.265163467775  0.20388763115012203953 0.0255382809266568936 
SX F160W 57573.241064714552  0.14999394884498823410 0.0236233738574489587 
SX F160W 57577.738925284139  0.21191434979131218430 0.0254391481629867057 
SX F160W 57583.119543438581  0.15802066748617837888 0.0278679631063758725 
SX F160W 57586.054575124959  0.17407410476855861292 0.0280890992946830724 
SX F160W 57589.202743863134  0.23026113525688962635 0.0263503353246351442 
SX F160W 57691.213712939483  0.07018543206972624460 0.0277859994697081322 
SX F160W 57727.069452952972  0.05424666219650582655 0.0251705753432982758 
