sample,galaxy,n_rings,dlnB_locked_minus_MOND,dlnB_alt_ML_convention,dlnL_sum_at_joint_sigma,lnZ_gate,lnZ_mond,sigma_int_gate_dex,sigma_int_mond_dex,morph_type_T,class_dwarf_or_spiral,class_HSB_LSB,distance_Mpc,e_distance_Mpc,distance_method_code,inclination_deg,e_inclination_deg,Vflat_kms,e_Vflat_kms,Mbar_Msun,Mstar_Msun,Mgas_Msun,gas_fraction,central_SB_disk_Lsun_pc2,SB_eff_Lsun_pc2,mean_Sigma_bar_Msun_pc2,Rdisk_kpc,Reff_kpc,RHI_kpc,R_min_kpc,R_max_kpc,R_min_over_Rd,R_max_over_Rd,gbar_median,gobs_median,quality_flag,abs_Vmag,abs_Bmag,metallicity_12logOH,y_star_fit
sparc,NGC6195,23,0.02991252206685502,,0.03697189742230522,17.058913408005765,17.02900088593891,0.10036568273484586,0.10048015460077878,3.0,spiral_T<8,HSB,127.8,12.8,1,62.0,5.0,251.7,9.3,223344310000.0,195538000000.0,27806310000.0,0.12449974660200656,174.11,686.8,53.56815363258169,13.94,9.52,40.89,1.33,36.43,0.09540889526542325,2.6133428981348636,1.3136245501710467e-10,1.5764001365388817e-10,1,,,,
sparc,NGC6503,31,0.5278512205666459,,-0.1235811631669812,66.54178955139659,66.01393833082994,0.018577745636507582,0.019351032672581193,6.0,spiral_T<8,HSB,6.26,0.31,2,74.0,2.0,116.3,2.4,8742020000.0,6422500000.0,2319520000.0000005,0.2653299809426197,398.87,774.16,5.038789300527699,2.16,1.62,14.05,0.76,23.5,0.35185185185185186,10.87962962962963,8.376762563881368e-12,3.723152708434269e-11,1,,,,
sparc,NGC6674,15,-0.005533171488755428,,0.00812966462984617,10.003416326616897,10.008949498105652,0.10201332005117011,0.10198686383025753,3.0,spiral_T<8,HSB,51.2,10.2,1,54.0,6.0,241.3,4.9,150106450000.0,107327000000.0,42779450000.00001,0.28499408253276265,1370.35,560.83,9.112811489391937,6.04,7.75,50.02,2.5,72.41,0.4139072847682119,11.988410596026489,1.4145391267498065e-11,5.0597973422292664e-11,1,,,,
sparc,NGC6789,4,-1.2814986531726156,,-5.280547425521292,-4.590809542484921,-3.3093108893123055,0.4912428852894292,0.3735493459642891,11.0,dwarf_irregular_T>=8,HSB,3.52,0.18,2,43.0,7.0,0.0,0.0,72610000.0,50000000.0,22610000.0,0.3113896157554056,319.76,59.27,45.84899987265432,0.31,0.52,0.97,0.1,0.71,0.32258064516129037,2.290322580645161,1.8951020608043172e-11,1.1758014315589988e-10,2,,,,
sparc,NGC6946,58,0.6787275100242738,,0.24873287422261614,67.01859382306272,66.33986631303844,0.0616152699235267,0.0625888005176612,6.0,spiral_T<8,HSB,5.52,1.66,2,38.0,2.0,158.9,10.9,40627600000.0,33086500000.0,7541100000.0,0.1856151975504337,2232.7,571.26,31.074987341216296,2.44,4.2,21.25,0.19,20.4,0.0778688524590164,8.360655737704917,5.552179623272472e-11,9.214738657058326e-11,1,,,,
sparc,NGC7331,36,0.057649289608939114,,0.06611040211751329,37.850345384030135,37.792696094421196,0.07547333535376835,0.0755868785970011,3.0,spiral_T<8,HSB,14.7,1.5,3,75.0,2.0,239.0,5.4,140034610000.0,125315500000.0,14719110000.0,0.10511051517906894,1806.47,2470.76,33.809053735684444,5.02,3.99,27.01,2.67,36.31,0.5318725099601594,7.2330677290836665,6.54640318788671e-11,1.0041934497753171e-10,1,,,,
sparc,NGC7793,46,-3.3732475383776546,,-0.9294584912562059,48.81121182983961,52.18445936821726,0.0096229411548081,0.008941252397564084,7.0,spiral_T<8,HSB,3.61,0.18,2,47.0,9.0,0.0,0.0,4670130000.0,3525000000.0,1145130000.0,0.24520302432694593,1068.64,233.79,24.00101633700599,1.21,2.19,7.35,0.11,7.87,0.09090909090909091,6.5041322314049586,6.776065496367103e-11,1.1449264155082327e-10,1,,,,
sparc,NGC7814,18,-0.0014405571302660292,,0.016576933628090984,14.209175383993003,14.210615941123269,0.0962657293332104,0.09625186907660145,2.0,spiral_T<8,HSB,14.4,0.66,2,90.0,1.0,218.9,7.0,38687600000.0,37264500000.0,1423100000.0000002,0.036784396033871326,2635.3,2709.13,32.286236943817244,2.54,2.08,12.15,0.63,19.53,0.24803149606299213,7.6889763779527565,6.845065820935012e-11,1.5779373579158814e-10,1,,,,
sparc,UGC00128,22,-0.03444599489438005,,0.0093908381263067,17.118983851473438,17.153429846367818,0.09343118487804224,0.09324245065556934,8.0,dwarf_irregular_T>=8,LSB,64.5,9.7,1,57.0,10.0,129.3,2.8,15893230000.000002,6010000000.0,9883230000.000002,0.621851568246354,88.89,20.36,1.7510774628076782,5.95,9.63,31.27,1.25,53.75,0.21008403361344538,9.033613445378151,3.518831898367923e-12,1.9926070438101796e-11,1,,,,
sparc,UGC00191,9,-1.9785296198852835,,-1.0584641106938197,4.038508741187921,6.0170383610732046,0.11703282700707093,0.08884946476713032,9.0,dwarf_irregular_T>=8,HSB,17.1,5.1,1,45.0,5.0,0.0,0.0,2788190000.0,1002000000.0,1786190000.0000002,0.640627073477776,207.41,50.21,8.910691538977588,1.58,2.5,10.03,0.62,9.98,0.3924050632911392,6.3164556962025316,1.2591791803030949e-11,4.673046923477672e-11,1,,,,
sparc,UGC00634,4,0.011721237970592213,,0.009982050810505072,6.588009181589728,6.5762879436191355,0.029231469305769513,0.02924266892136284,9.0,dwarf_irregular_T>=8,HSB,30.9,7.7,1,37.0,8.0,0.0,0.0,6366290000.0,1494500000.0,4871790000.0,0.7652478916291906,126.13,26.11,6.247541067205876,2.45,4.26,16.78,4.51,18.01,1.8408163265306121,7.351020408163265,6.0062678835762324e-12,3.115638425875047e-11,2,,,,
sparc,UGC00731,12,-0.9655926463869435,,-2.3843583916810447,-2.2351337963242344,-1.2695411499372908,0.24449642525699647,0.22492816957428843,10.0,dwarf_irregular_T>=8,LSB,12.5,3.75,1,57.0,3.0,73.3,2.3,2564810000.0,161500000.0,2403310000.0,0.9370323727683532,82.57,25.63,6.8589213738860675,2.3,1.4,11.57,0.91,10.91,0.3956521739130435,4.743478260869566,2.9801496475101575e-12,2.4226995431769746e-11,1,,,,
sparc,UGC00891,5,0.5510575568681013,,0.4517113315380389,1.1197981897736855,0.5687406329055842,0.12657987085448544,0.14309014793166655,9.0,dwarf_irregular_T>=8,HSB,10.2,3.1,1,60.0,5.0,0.0,0.0,756240000.0,187000000.0,569240000.0,0.7527240029620227,113.98,19.09,4.407790001256679,1.43,1.76,6.23,1.48,7.39,1.034965034965035,5.1678321678321675,5.142605490311984e-12,1.9739414792497852e-11,2,,,,
sparc,UGC01230,11,0.06355728149565065,,0.06153735491392903,0.6653533232256166,0.6017960417299659,0.15386814747714825,0.15345674711044205,9.0,dwarf_irregular_T>=8,LSB,53.7,10.7,1,22.0,10.0,103.7,6.1,12361900000.0,3810000000.0,8551900000.0,0.6917949506143878,69.32,28.63,2.94712303797909,4.34,6.45,26.29,0.78,36.54,0.17972350230414746,8.419354838709678,7.511499528240411e-12,2.9015598144603242e-11,1,,,,
sparc,UGC01281,23,1.342237296019018,,1.0937023430786756,24.195531883175192,22.853294587156174,0.008858387124459598,0.008905908279334851,8.0,dwarf_irregular_T>=8,HSB,5.27,0.24,2,90.0,1.0,55.2,3.5,567520000.0,176500000.0,391020000.0,0.6889977445728784,135.78,13.83,7.254879563014803,1.63,2.01,5.26,0.38,4.99,0.23312883435582823,3.0613496932515343,4.145944041784108e-12,2.2313396728465254e-11,1,,,,
sparc,UGC02023,5,0.4333481591621541,,0.37434329222989843,-0.6242796693276379,-1.057627828489792,0.05925392289637676,0.06686194848761141,10.0,dwarf_irregular_T>=8,HSB,10.4,3.1,1,19.0,10.0,0.0,0.0,1288410000.0,654000000.0,634410000.0,0.4923976063520153,121.57,27.59,28.70255875101885,1.55,2.73,6.5,0.76,3.78,0.49032258064516127,2.4387096774193546,9.623150769921903e-12,2.0183630520902493e-11,2,,,,
sparc,UGC02259,8,-0.6196559962146551,,-1.5565283326168369,-1.8921916795190994,-1.2725356833044443,0.24843395405097352,0.22960283603460804,8.0,dwarf_irregular_T>=8,HSB,10.5,3.1,1,41.0,3.0,86.2,2.9,1519520000.0,862500000.0,657020000.0,0.43238654311887964,172.52,47.08,7.2997458217978,1.62,2.4,7.28,1.02,8.14,0.6296296296296297,5.0246913580246915,8.982324283589667e-12,4.959761591103309e-11,2,,,,
sparc,UGC02487,17,-0.0004482280724906751,,-0.024740479542206373,2.543623017068759,2.5440712451412497,0.18396952032774772,0.1839646781531781,0.0,spiral_T<8,HSB,69.1,10.4,1,36.0,5.0,332.0,3.5,268868290000.0,244977500000.0,23890790000.000004,0.08885685255036957,1150.35,818.14,13.246273221037226,7.89,9.63,40.2,9.93,80.38,1.258555133079848,10.187579214195184,2.6850066527467924e-11,1.0684008279030123e-10,1,,,,
sparc,UGC02885,19,-0.11160357460199677,,0.006980950092015159,24.00215110070573,24.113754675307728,0.053594040269645656,0.053176852479310165,5.0,spiral_T<8,HSB,80.6,8.06,1,64.0,4.0,289.5,12.0,255062250000.0,201762500000.0,53299750000.00001,0.20896761476855163,470.79,421.53,14.798293086061696,11.4,12.2,74.24,1.7,74.07,0.14912280701754385,6.497368421052631,2.390837550690099e-11,6.566465832019926e-11,1,,,,
sparc,UGC02916,43,0.03586812180265042,,0.017679363316309205,34.02069796134251,33.98482983953986,0.09185919348930953,0.09216899028671185,2.0,spiral_T<8,HSB,65.4,9.8,1,50.0,5.0,182.7,6.9,93029590000.0,62076500000.0,30953090000.0,0.3327230615549311,520.99,2425.66,20.507090169407697,6.15,2.8,34.24,0.37,38.0,0.060162601626016256,6.178861788617886,1.5279510516908693e-10,2.027131565014422e-10,2,,,,
sparc,UGC02953,115,-0.2707600865009141,,-0.09429250581482318,90.8972062182481,91.16796630474902,0.09288486851423716,0.0927484244321399,2.0,spiral_T<8,HSB,16.5,4.95,1,50.0,4.0,264.9,6.0,139970740000.0,129758999999.99998,10211740000.0,0.07295624785580186,4215.31,1544.65,11.446096806856671,3.55,5.03,24.0,0.09,62.39,0.02535211267605634,17.574647887323945,2.9925065415173455e-10,4.769355125813223e-10,2,,,,
sparc,UGC03205,48,-0.23307171552880845,,-0.10151361293606359,38.89080141495776,39.123873130486565,0.09543310207450224,0.09501071794126796,2.0,spiral_T<8,HSB,50.0,10.0,1,67.0,4.0,219.6,8.6,69691410000.0,56821000000.0,12870410000.0,0.1846771359626674,3915.89,587.26,13.836977698305622,3.19,5.35,28.6,0.28,40.04,0.08777429467084641,12.551724137931034,1.1874017392060307e-10,2.1031532237344431e-10,1,,,,
sparc,UGC03546,30,0.30439548007336015,,0.09638957028216738,34.0914880723622,33.78709259228884,0.035495703883198414,0.03626815319562372,1.0,spiral_T<8,HSB,28.7,7.2,1,55.0,5.0,196.9,7.4,54225750000.0,50668000000.0,3557750000.0,0.0656099731216258,922.21,2403.42,20.20217198753722,3.79,2.58,18.37,0.63,29.23,0.1662269129287599,7.712401055408971,2.621834466134422e-10,2.685106101925727e-10,1,,,,
sparc,UGC03580,47,1.2850770169863042,,3.3628989724284004,-2.2287482768737092,-3.5138252938600134,0.2299522258785175,0.23686848426499935,1.0,spiral_T<8,HSB,20.7,5.2,1,63.0,4.0,126.2,3.2,12445100000.0,6633000000.0,5812100000.0,0.4670191480984484,302.57,614.94,5.409946040560674,2.43,1.84,19.97,0.11,27.06,0.04526748971193415,11.1358024691358,9.461351053486697e-11,9.844851110126054e-11,2,,,,
sparc,UGC04278,25,0.39962439295916674,,0.383054663444841,11.045038141502227,10.64541374854306,0.11292707749888183,0.1135796655706297,7.0,spiral_T<8,HSB,9.51,2.85,1,90.0,3.0,91.4,4.8,2137780000.0000002,653500000.0,1484280000.0000002,0.6943090495747926,377.42,34.11,15.2041064455121,2.21,2.46,8.9,0.14,6.69,0.06334841628959277,3.0271493212669687,5.6457585195523496e-12,3.1037850673209733e-11,1,,,,
sparc,UGC04325,8,-0.7660914113154296,,-2.4367235552249085,-2.99148541350483,-2.2253940021894003,0.28567318701713734,0.259393183083197,9.0,dwarf_irregular_T>=8,HSB,9.6,2.88,1,41.0,3.0,90.9,2.7,1914740000.0,1012999999.9999999,901740000.0000001,0.47094644703719574,213.22,41.0,19.504567364785423,1.86,2.79,6.61,0.7,5.59,0.3763440860215053,3.005376344086021,1.4001438679912533e-11,7.717555120575666e-11,1,,,,
sparc,UGC04483,8,4.40319213990721,,4.1932379732205325,3.0860728948773524,-1.3171192450298572,0.09569030669287804,0.19694368571352627,10.0,dwarf_irregular_T>=8,LSB,3.34,0.31,2,58.0,3.0,0.0,0.0,49060000.0,6500000.0,42560000.0,0.8675091724419078,82.57,29.71,10.666131422837765,0.18,0.26,1.46,0.08,1.21,0.4444444444444445,6.722222222222222,6.423100684275769e-12,1.866034472590561e-11,2,,,,
sparc,UGC04499,9,0.8326341042188101,,0.5622900538602746,5.797866993181925,4.965232888963115,0.0875321666706773,0.09391390278504372,8.0,dwarf_irregular_T>=8,HSB,12.5,3.75,1,50.0,3.0,72.8,2.4,2239000000.0,776000000.0,1463000000.0000002,0.6534167038856633,127.3,33.79,10.651177287999046,1.73,2.69,8.67,0.91,8.18,0.5260115606936416,4.728323699421965,9.566019057371544e-12,2.963891864061451e-11,1,,,,
sparc,UGC05005,11,0.20170648685714232,,0.18226158000363235,1.4842246126516196,1.2825181257944773,0.06312627582317012,0.06421735995657475,10.0,dwarf_irregular_T>=8,LSB,53.7,10.7,1,41.0,10.0,98.9,7.2,6163690000.0,2049999999.9999998,4113690000.0,0.6674070240391713,65.59,25.63,2.3969291642590056,3.2,5.02,21.61,0.78,28.61,0.24375,8.940624999999999,5.258847787035273e-12,1.7003559187751887e-11,1,,,,
sparc,UGC05253,73,-0.06405351048837815,,0.10079346611446527,138.31732653958252,138.3813800500709,0.024556500859345756,0.024541127162601397,2.0,spiral_T<8,HSB,22.9,5.72,1,37.0,4.0,213.7,7.1,107597680000.0,85791000000.0,21806680000.000004,0.20266868207567304,189.16,1488.78,12.060396724726692,8.07,4.28,36.64,0.13,53.29,0.0161090458488228,6.603469640644361,3.6275887467733566e-10,4.249912354328064e-10,2,,,,
sparc,UGC05414,6,1.3362752077858688,,1.1160367759151457,2.168407864326658,0.8321326565407892,0.11734590949054709,0.1499553593291977,10.0,dwarf_irregular_T>=8,HSB,9.4,2.82,1,55.0,3.0,0.0,0.0,1324920000.0,561500000.0,763420000.0,0.5762008272197566,127.3,32.87,24.966412370435172,1.47,2.33,6.65,0.68,4.11,0.46258503401360546,2.795918367346939,1.0700797179454585e-11,3.014913559363434e-11,1,,,,
sparc,UGC05716,12,-1.261687327955105,,-0.5163758183149444,10.952952601889457,12.214639929844562,0.07498351719066734,0.0691438139040181,9.0,dwarf_irregular_T>=8,LSB,21.3,5.3,1,54.0,10.0,73.1,1.2,1749020000.0000002,294000000.0,1455020000.0000002,0.8319058672856801,90.54,27.59,3.638358620081662,1.14,1.84,10.64,1.03,12.37,0.9035087719298247,10.850877192982457,3.7298603062659406e-12,2.3677940321698653e-11,2,,,,
sparc,UGC05721,23,-2.0206397403928937,,-5.122570299817445,-4.1361827878715784,-2.1155430474786847,0.25240255075416274,0.23107227692046545,7.0,spiral_T<8,HSB,6.18,1.85,1,61.0,5.0,79.7,6.6,1012960000.0000001,265500000.0,747460000.0000001,0.7378968567366925,913.76,233.79,7.097781575710199,0.38,0.6,6.74,0.09,6.74,0.23684210526315788,17.736842105263158,1.6172491417194482e-11,9.803357350569204e-11,1,,,,
sparc,UGC05750,11,0.33724461079080004,,0.2971086601692525,-1.0319450341843754,-1.3691896449751755,0.08262801815154444,0.08597428897329457,8.0,dwarf_irregular_T>=8,HSB,58.7,11.7,1,64.0,10.0,0.0,0.0,3129670000.0,1668000000.0,1461670000.0,0.46703646071311034,124.98,6.87,1.9079907521564847,3.46,8.8,16.79,0.31,22.85,0.08959537572254335,6.604046242774567,3.702489385343274e-12,1.5062571633403817e-11,1,,,,
sparc,UGC05764,10,-2.352088084393987,,-7.664242281939879,-4.294540382454585,-1.9424522980605978,0.308899911555787,0.2433793023892394,10.0,dwarf_irregular_T>=8,LSB,7.47,2.24,1,60.0,10.0,0.0,0.0,259290000.0,42500000.0,216790000.0,0.8360908635118979,33.79,9.31,6.298233447437127,1.17,1.2,3.51,0.36,3.62,0.3076923076923077,3.094017094017094,4.8933057788530185e-12,4.245588734880176e-11,2,,,,
sparc,UGC05829,11,-0.16664115890355546,,-0.1478383273045458,5.092089205119123,5.258730364022679,0.0781425059147893,0.07782808212566977,10.0,dwarf_irregular_T>=8,LSB,8.64,2.59,1,34.0,10.0,0.0,0.0,1642590000.0,282000000.0,1360590000.0,0.8283199094113565,63.22,10.59,10.95022913888998,1.99,2.91,7.87,0.63,6.91,0.3165829145728643,3.472361809045226,4.495819208178302e-12,1.9839535231455077e-11,2,,,,
sparc,UGC05918,8,-0.8140700230067095,,-0.4515563303298481,5.9934784416752604,6.80754846468197,0.025627696030680887,0.022820724722698946,10.0,dwarf_irregular_T>=8,LSB,7.66,2.3,1,46.0,5.0,0.0,0.0,511510000.0,116500000.0,395010000.0,0.7722429669019178,24.94,5.36,8.185298813663595,1.66,2.63,5.9,0.56,4.46,0.3373493975903615,2.6867469879518073,2.801126662313354e-12,1.7464140388630324e-11,2,,,,
sparc,UGC05986,15,0.1363344408779268,,0.151527520966506,4.585824935777143,4.449490494899216,0.153789136760061,0.15461393568052376,9.0,dwarf_irregular_T>=8,HSB,8.63,2.59,1,90.0,3.0,113.0,4.1,5894610000.0,2347500000.0,3547110000.0,0.6017548234743265,1725.16,76.71,21.189756055723773,1.67,3.12,16.53,0.63,9.41,0.37724550898203596,5.634730538922156,2.027219807626201e-11,6.943937280057862e-11,2,,,,
sparc,UGC05999,5,0.07976418793219864,,0.048720677854184324,2.130736128544042,2.050971940611843,0.08813126747612006,0.09011413077444025,10.0,dwarf_irregular_T>=8,LSB,47.7,9.5,1,22.0,10.0,0.0,0.0,4381260000.0,1692000000.0,2689260000.0,0.6138097259692418,51.62,22.95,5.300873668096332,3.22,4.83,15.26,3.48,16.22,1.0807453416149067,5.037267080745341,5.5253638523180695e-12,2.2270826597365304e-11,2,,,,
sparc,UGC06399,9,-0.20614098298784356,,0.06784163137111418,10.161593216991102,10.367734199978946,0.021742815052639797,0.01990091128878906,9.0,dwarf_irregular_T>=8,HSB,18.0,2.5,4,75.0,2.0,85.0,3.8,2044420000.0,1148000000.0,896420000.0000001,0.43847154694240914,311.05,30.82,10.56041376951382,2.05,3.45,8.8,0.87,7.85,0.42439024390243907,3.829268292682927,8.723604526115276e-12,3.9754304290584085e-11,1,,,,
sparc,UGC06446,17,-1.34076437564487,,-1.4242504217950005,4.485143652916456,5.825908028561326,0.14985030339782418,0.13811616707400534,7.0,spiral_T<8,LSB,12.0,3.6,1,51.0,3.0,82.2,4.3,2328070000.0,494000000.0,1834070000.0,0.7878070676569003,86.46,37.05,7.094868822575526,1.49,2.06,10.33,0.58,10.22,0.38926174496644295,6.859060402684564,6.165601587109054e-12,4.0454839962214256e-11,1,,,,
sparc,UGC06614,13,0.009002339163949102,,0.01188313514331174,5.990752220805108,5.981749881641159,0.11829705921991174,0.11838734062689614,1.0,spiral_T<8,HSB,88.7,8.87,1,36.0,10.0,199.8,16.0,91286040000.0,62175000000.0,29111040000.000004,0.31889914383404083,540.54,1461.61,6.965044988495433,5.1,3.68,60.63,3.23,64.59,0.6333333333333334,12.664705882352942,4.3565369566426206e-11,6.225750873554416e-11,1,,,,
sparc,UGC06628,7,0.0851695120567193,,0.2903198177098626,-7.019363041335286,-7.104532553392005,0.4853469023393769,0.49086814931985023,9.0,dwarf_irregular_T>=8,HSB,15.1,4.53,1,20.0,10.0,41.8,6.4,3864500000.0,1869500000.0,1995000000.0,0.5162375469012809,103.0,34.74,20.80131349813835,2.82,4.14,10.47,1.1,7.69,0.39007092198581567,2.7269503546099294,9.45755438888922e-12,1.2652770093248436e-11,2,,,,
sparc,UGC06667,9,-0.5312779964609149,,-2.1118410473883165,-5.140783663175613,-4.609505666714698,0.34852305219265334,0.3290005299306717,6.0,spiral_T<8,HSB,18.0,2.5,4,89.0,1.0,83.8,3.1,1774470000.0,698500000.0,1075970000.0,0.6063613360609084,614.94,18.06,9.165992027855914,5.15,3.5,8.59,0.87,7.85,0.16893203883495145,1.524271844660194,3.69178280222836e-12,3.8051963905209286e-11,1,,,,
sparc,UGC06786,45,-0.12150973978671331,,-0.14854261666627266,18.856316957586507,18.97782669737322,0.14432237483169014,0.143969300509878,0.0,spiral_T<8,HSB,29.3,7.32,1,64.0,3.0,219.4,7.8,43393400000.0,36703500000.0,6689900000.000001,0.15416860628574855,1078.52,992.73,11.913505633399707,3.6,3.42,20.31,0.16,34.05,0.044444444444444446,9.458333333333332,1.3279379785426437e-10,2.590516925017353e-10,1,,,,
sparc,UGC06787,71,0.018982963818032772,,0.03368080003930138,42.89030177016931,42.871318806351276,0.12458460380161133,0.12461010834587817,2.0,spiral_T<8,HSB,21.3,5.32,1,66.0,3.0,248.1,4.8,55817900000.0,49128000000.0,6689900000.000001,0.11985223378163637,429.37,1891.6,12.846098977517332,5.37,2.88,26.44,0.12,37.19,0.022346368715083796,6.925512104283054,1.6122382696285934e-10,2.706748720686848e-10,2,,,,
sparc,UGC06818,8,0.5437832424997491,,0.776362805419493,-1.9082850732071983,-2.4520683157069474,0.20373181136444374,0.22303450297903835,9.0,dwarf_irregular_T>=8,HSB,18.0,2.5,4,75.0,3.0,71.2,4.0,2229070000.0,794000000.0,1435070000.0,0.6437976375797978,286.31,56.08,14.563407073745337,1.39,2.12,6.96,0.87,6.98,0.6258992805755396,5.02158273381295,8.148599517992236e-12,2.2788830050980297e-11,2,,,,
sparc,UGC06917,11,-0.12555732512324447,,0.006917711585760045,14.320870373313117,14.446427698436361,0.03531311725825823,0.03397751213134294,9.0,dwarf_irregular_T>=8,HSB,18.0,2.5,4,56.0,2.0,108.7,3.5,6106590000.0,3416000000.0,2690590000.0000005,0.4406043307312265,261.11,53.07,17.731910318844985,2.76,4.52,12.67,1.74,10.47,0.6304347826086957,3.793478260869566,1.3283869972914116e-11,5.304057756864754e-11,1,,,,
sparc,UGC06923,6,0.7418015623798908,,0.33639177659528363,6.444161408832525,5.702359846452635,0.016629064318234694,0.018812264503096213,10.0,dwarf_irregular_T>=8,HSB,18.0,2.5,4,65.0,2.0,79.6,2.5,2520970000.0,1445000000.0,1075970000.0,0.4268079350408771,347.4,166.28,30.138275711073206,1.44,1.66,6.75,0.93,5.16,0.6458333333333334,3.5833333333333335,2.1111305003874827e-11,5.103955160444038e-11,2,,,,
sparc,UGC06930,10,-0.016645665057476222,,0.02741856135423537,10.175252346012803,10.191898011070279,0.031005460050720884,0.0305859481423664,7.0,spiral_T<8,HSB,18.0,2.5,4,32.0,5.0,107.2,5.1,8771210000.0,4466000000.0,4305210000.000001,0.49083421785591735,189.16,73.93,10.119763693103668,3.94,4.38,16.76,1.74,16.61,0.4416243654822335,4.215736040609137,1.1155590722819382e-11,3.743316714824346e-11,1,,,,
sparc,UGC06983,17,-0.1880497389078819,,-0.06795571804714506,12.168283707002942,12.356333445910824,0.09328166043077427,0.09177343485065129,6.0,spiral_T<8,HSB,18.0,2.5,4,49.0,1.0,109.0,5.8,6595110000.0,2649000000.0,3946110000.0000005,0.5983387691789827,121.57,53.56,8.538469946887282,3.21,3.95,16.07,1.74,15.68,0.5420560747663551,4.8847352024922115,8.865910281886272e-12,4.334913948632921e-11,1,,,,
sparc,UGC07089,12,0.5380749407996617,,0.715588853140841,0.660259062553687,0.12218412175402538,0.1771417410501054,0.1848886557123964,8.0,dwarf_irregular_T>=8,HSB,18.0,2.5,4,80.0,3.0,0.0,0.0,3407120000.0,1792500000.0,1614620000.0,0.47389584164925214,520.99,37.4,12.925477911063348,2.26,3.9,9.29,0.87,9.16,0.3849557522123894,4.053097345132744,8.725123351759088e-12,2.383031467786005e-11,2,,,,
sparc,UGC07125,13,0.12523445136889855,,0.4704496218075085,-7.105301228098398,-7.230535679467296,0.35927262754964384,0.3626155518631282,9.0,dwarf_irregular_T>=8,HSB,19.8,5.9,1,90.0,3.0,65.2,2.1,7512569999.999999,1356000000.0,6156569999.999999,0.8195025137868931,103.0,28.11,6.853066012177826,3.38,3.92,23.04,1.44,18.68,0.4260355029585799,5.5266272189349115,4.462189336677237e-12,1.2160156217758879e-11,1,,,,
sparc,UGC07151,11,0.7498271764059368,,0.47694187259758647,12.501320492065972,11.751493315660035,0.05083470802685363,0.04797426107544021,6.0,spiral_T<8,HSB,6.87,0.34,2,90.0,3.0,73.5,2.8,1961280000.0,1142000000.0,819280000.0,0.417727198564203,965.67,76.71,20.637845076844464,1.25,2.17,6.39,0.5,5.5,0.4,4.4,1.6553670515152265e-11,4.382657193294463e-11,1,,,,
sparc,UGC07232,4,-1.1430637716625223,,-0.20994387434652534,0.8242977215333969,1.9673614931959191,0.10846260901744449,0.05309627605406988,10.0,dwarf_irregular_T>=8,HSB,2.83,0.17,2,59.0,5.0,0.0,0.0,117680000.0,56500000.0,61180000.00000001,0.5198844323589396,227.42,83.34,55.70896401860274,0.29,0.46,1.54,0.21,0.82,0.7241379310344828,2.8275862068965516,2.157335323745086e-11,5.951197781278182e-11,2,,,,
sparc,UGC07261,7,-1.2519716768466864,,-0.48359950322284284,7.369088465601994,8.62106014244868,0.016631340368929735,0.014097816355321358,8.0,dwarf_irregular_T>=8,HSB,13.1,3.93,1,30.0,10.0,74.7,3.4,2722540000.0,876500000.0,1846040000.0,0.678057989965253,566.02,39.16,19.479272302322993,1.2,2.66,10.1,0.95,6.67,0.7916666666666666,5.558333333333334,1.1755083929604884e-11,4.120433963977641e-11,2,,,,
sparc,UGC07323,10,1.3974142454610448,,0.8817816252597438,5.955322757371611,4.557908511910567,0.085444640863524,0.10255791231502392,8.0,dwarf_irregular_T>=8,HSB,8.0,2.4,1,47.0,3.0,0.0,0.0,3014760000.0,2054500000.0,960260000.0,0.3185195504783134,283.68,61.49,28.3306737187635,2.26,3.26,7.14,0.58,5.82,0.25663716814159293,2.5752212389380533,1.6367525963823505e-11,3.8939299566504736e-11,1,,,,
sparc,UGC07399,10,-0.44672179642186904,,-2.7139145765028165,-5.929550372312576,-5.482828575890707,0.36777633061320214,0.35171142847282005,8.0,dwarf_irregular_T>=8,HSB,8.43,2.53,1,55.0,3.0,103.0,3.3,1568850000.0,578000000.0,990850000.0,0.6315772699748223,135.78,113.98,13.2895599407998,1.64,1.27,7.85,0.61,6.13,0.3719512195121951,3.7378048780487805,1.0282051044764807e-11,8.420619771615405e-11,1,,,,
sparc,UGC07524,31,1.1084826673131651,,0.8827755548465281,32.148138330591784,31.03965566327862,0.06543969891174746,0.06579383793081661,9.0,dwarf_irregular_T>=8,HSB,4.74,0.24,2,46.0,3.0,79.5,3.6,3584070000.0,1218000000.0,2366070000.0,0.6601628874436046,106.86,29.71,9.983232834991208,3.46,3.61,12.11,0.35,10.69,0.10115606936416184,3.0895953757225434,5.832362105594402e-12,2.6827359741280032e-11,1,,,,
sparc,UGC07559,7,1.3299314390536945,,2.547184339819785,-2.790882961349866,-4.12081440040356,0.24897902718262202,0.3069264778022206,10.0,dwarf_irregular_T>=8,LSB,4.97,0.25,2,61.0,3.0,0.0,0.0,279270000.0,54500000.0,224770000.00000003,0.80484835463888,55.06,17.9,13.887797327648803,0.58,0.98,3.76,0.36,2.53,0.6206896551724138,4.362068965517241,4.999035912242932e-12,1.3742104475869826e-11,2,,,,
