element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Al	3	"830.402"	"830.401"	"2d*"	""		"25.041232"	"26.533886"	"2p6.6f"	"2F*"	"5/2"	"2p6.8g"	"2G"	"7/2"	6	8		""	"L277"	
Al	3	"830.402"	"830.401"	"2d*"	""		"25.041232"	"26.533886"	"2p6.6f"	"2F*"	"7/2"	"2p6.8g"	"2G"	"7/2"	8	8		""	"L277"	
Al	3	"830.402"	"830.401"	"2d*"	""		"25.041232"	"26.533886"	"2p6.6f"	"2F*"	"7/2"	"2p6.8g"	"2G"	"9/2"	8	10		""	"L277"	
Al	3	"832.456"	"832.456"	"2d*"	""		"25.045252"	"26.534222"	"2p6.6g"	"2G"	"9/2"	"2p6.8h"	"2H*"	"11/2"	10	12		""	"L277"	
Al	3	"832.456"	"832.456"	"2d*"	""		"25.045252"	"26.534222"	"2p6.6g"	"2G"	"7/2"	"2p6.8h"	"2H*"	"9/2"	8	10		""	"L277"	
Al	3	"832.456"	"832.456"	"2d*"	""		"25.045252"	"26.534222"	"2p6.6g"	"2G"	"9/2"	"2p6.8h"	"2H*"	"9/2"	10	10		""	"L277"	
Al	2	"835.4318"	"835.432"	"100"	"4.27e+07"	A	"15.062034"	"16.545700"	"3s.4d"	"3D"	"3"	"3s.5f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4575"	
Al	2	"835.923"	"835.920"	"5"	"4.75e+06"	B+	"15.062034"	"16.544833"	"3s.4d"	"3D"	"3"	"3s.5f"	"3F*"	"3"	7	7		"T6298c4,LS"	"L3515"	
Al	2	"835.9492"	"835.949"	"50"	"3.79e+07"	A	"15.062086"	"16.544833"	"3s.4d"	"3D"	"2"	"3s.5f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"836.296"	""	"1.87e+05"	C+	"15.062034"	"16.544168"	"3s.4d"	"3D"	"3"	"3s.5f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"836.3251"	"836.325"	"5"	"6.64e+06"	B+	"15.062086"	"16.544168"	"3s.4d"	"3D"	"2"	"3s.5f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4575"	
Al	2	"836.3469"	"836.348"	"50"	"3.58e+07"	A	"15.0621276"	"16.544168"	"3s.4d"	"3D"	"1"	"3s.5f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	3	""	"849.653"	""	"1.80e+06"	A	"25.041232"	"26.500065"	"2p6.6f"	"2F*"	"7/2"	"2p6.8d"	"2D"	"5/2"	8	6		"c32"	""	
Al	3	""	"849.653"	""	"1.89e+06"	A	"25.041232"	"26.500065"	"2p6.6f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"3/2"	6	4		"c32"	""	
Al	3	""	"849.653"	""	"8.99e+04"	A	"25.041232"	"26.500065"	"2p6.6f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"5/2"	6	6		"c32"	""	
Al	2	"864.0705"	"864.070"	"100"	"3.00e+07"	A+	"11.821968"	"13.256460"	"3s.4s"	"1S"	"0"	"3s.4p"	"1P*"	"1"	1	3		"c47,u24"	"L4575"	
Al	2	"867.106"	"867.11+"	"5"	""		"16.544168"	"17.97363"	"3s.5f"	"3F*"	"2"	"3s.8g"	"3G"	"3"	5	7		""	"L3515c14"	
Al	2	"867.121"	"867.110"	"15hfs"	"5.52e+06"	C+	"16.544168"	"17.97363"	"3s.5f"	"3F*"	"2"	"3s.8g"	"3G"	"3"	5	7		"T6298c4,LS"	"L3515c150"	
Al	2	"867.128"	"867.11+"	"10"	""		"16.544168"	"17.97363"	"3s.5f"	"3F*"	"2"	"3s.8g"	"3G"	"3"	5	7		""	"L3515c14"	
Al	2	""	"867.514"	""	"4.83e+05"	C	"16.544833"	"17.97363"	"3s.5f"	"3F*"	"3"	"3s.8g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"867.514"	""	"5.62e+06"	C+	"16.544833"	"17.97363"	"3s.5f"	"3F*"	"3"	"3s.8g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"868.041"	""	"7.34e+03"	E	"16.545700"	"17.97363"	"3s.5f"	"3F*"	"4"	"3s.8g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"868.041"	""	"3.75e+05"	C	"16.545700"	"17.97363"	"3s.5f"	"3F*"	"4"	"3s.8g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"868.041"	""	"5.99e+06"	B	"16.545700"	"17.97363"	"3s.5f"	"3F*"	"4"	"3s.8g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	3	""	"869.367"	""	"5.66e+06"	A+	"23.541636"	"24.967387"	"2p6.5f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"3/2"	6	4		"c32"	""	
Al	3	"869.398"	"869.394"	"4d*"	"2.69e+05"	A	"23.541636"	"24.967343"	"2p6.5f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"5/2"	6	6		"c32"	"L277"	
Al	3	"869.398"	"869.419"	"4d*"	"5.39e+06"	A+	"23.541676"	"24.967343"	"2p6.5f"	"2F*"	"7/2"	"2p6.6d"	"2D"	"5/2"	8	6		"c32"	"L277"	
