element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Al	2	""	"429.3943"	""	"4.85e+05"	C+	"13.841265"	"16.727874"	"3p2"	"1S"	"0"	"3s.6p"	"1P*"	"1"	1	3		"T6533"	""	
Al	2	"430.7203"	"430.7209"	"5"	""		"15.472500"	"18.350218"	"3s.4d"	"1D"	"2"	"3s.12p"	"1P*"	"1"	5	3		""	"L4575"	
Al	2	"433.20"	"433.2078"	"2"	""		"14.8896243"	"17.750823"	"3s.5s"	"3S"	"1"	"3s.8p"	"3P*"	"2"	3	5		""	"L3471"	
Al	2	"434.6866"	"434.690+"	"2"	""		"15.301941"	"18.15338"	"3s.4f"	"3F*"	"2"	"3s.9g"	"3G"	"3"	5	7		""	"L3471c14"	
Al	2	"434.6897"	"434.6903"	"5hfs"	"4.18e+06"	D	"15.301941"	"18.15338"	"3s.4f"	"3F*"	"2"	"3s.9g"	"3G"	"3"	5	7		"T6298c4,LS"	"L3471c150"	
Al	2	"434.6918"	"434.690+"	"3"	""		"15.301941"	"18.15338"	"3s.4f"	"3F*"	"2"	"3s.9g"	"3G"	"3"	5	7		""	"L3471c14"	
Al	2	""	"434.7275"	""	"4.28e+06"	D	"15.302186"	"18.15338"	"3s.4f"	"3F*"	"3"	"3s.9g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"434.7275"	""	"3.67e+05"	E	"15.302186"	"18.15338"	"3s.4f"	"3F*"	"3"	"3s.9g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"434.7825"	""	"5.58e+03"	E	"15.302546"	"18.15338"	"3s.4f"	"3F*"	"4"	"3s.9g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"434.7825"	""	"2.85e+05"	E	"15.302546"	"18.15338"	"3s.4f"	"3F*"	"4"	"3s.9g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"434.7825"	""	"4.56e+06"	C	"15.302546"	"18.15338"	"3s.4f"	"3F*"	"4"	"3s.9g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	3	"435.7562"	"435.757"	"4d"	"7.40e+06"	A+	"22.122926"	"24.967387"	"2p6.5p"	"2P*"	"1/2"	"2p6.6d"	"2D"	"3/2"	2	4		"c32"	"L277"	
Al	3	""	"436.459"	""	"1.44e+06"	A	"22.127500"	"24.967387"	"2p6.5p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"3/2"	4	4		"c32"	""	
Al	3	"436.4642"	"436.466"	"5d"	"8.67e+06"	A+	"22.127500"	"24.967343"	"2p6.5p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"5/2"	4	6		"c32"	"L277"	
Al	2	"443.282"	"443.2846"	"5"	""		"15.472500"	"18.268659"	"3s.4d"	"1D"	"2"	"3s.10f"	"1F*"	"3"	5	7		""	"L3471"	
Al	2	"444.7803"	"444.7805"	"200"	""		"15.472500"	"18.259255"	"3s.4d"	"1D"	"2"	"3s.11p"	"1P*"	"1"	5	3		""	"L4575"	
Al	3	"447.9892"	"447.989"	"12"	""		"20.781332"	"23.548132"	"2p6.4f"	"2F*"	"5/2"	"2p6.5g"	"2G"	"7/2"	6	8		""	"L277"	
Al	3	"447.9968"	"447.997"	"12"	""		"20.781409"	"23.548155"	"2p6.4f"	"2F*"	"7/2"	"2p6.5g"	"2G"	"9/2"	8	10		""	"L277"	
Al	2	"448.9870"	"448.9870"	"10"	""		"15.6057689"	"18.366415"	"3s.5p"	"1P*"	"1"	"3s.11d"	"1D"	"2"	3	5		""	"L4575"	
Al	3	"451.2564"	"451.257"	"13"	"2.09e+08"	A+	"17.808269"	"20.555032"	"2p6.4p"	"2P*"	"1/2"	"2p6.4d"	"2D"	"3/2"	2	4		"c32"	"L277"	
Al	3	"452.8942"	"452.894"	"11"	"4.15e+07"	A+	"17.818203"	"20.555032"	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"3/2"	4	4		"c32"	"L277"	
Al	3	"452.9194"	"452.919"	"14"	"2.49e+08"	A+	"17.818203"	"20.554884"	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"5/2"	4	6		"c32"	"L277"	
Al	2	"458.5817"	"458.5818"	"500"	"1.00e+07"	C+	"15.062034"	"17.764921"	"3s.4d"	"3D"	"3"	"3s.7f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4575"	
Al	2	"458.8082"	"458.8110"	"5"	"1.12e+06"	D	"15.062034"	"17.763571"	"3s.4d"	"3D"	"3"	"3s.7f"	"3F*"	"3"	7	7		"T6298c4,LS"	"L3471"	
Al	2	"458.8191"	"458.8199"	"400"	"8.91e+06"	C+	"15.062086"	"17.763571"	"3s.4d"	"3D"	"2"	"3s.7f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"458.9591"	""	"4.40e+04"	E	"15.062034"	"17.762699"	"3s.4d"	"3D"	"3"	"3s.7f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"458.9674"	"458.9680"	"200"	"1.56e+06"	D	"15.062086"	"17.762699"	"3s.4d"	"3D"	"2"	"3s.7f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4575"	
Al	2	"458.9742"	"458.9750"	"300"	"8.41e+06"	C	"15.0621276"	"17.762699"	"3s.4d"	"3D"	"1"	"3s.7f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	2	"460.97"	"460.9864"	"7"	""		"15.062034"	"17.750823"	"3s.4d"	"3D"	"3"	"3s.8p"	"3P*"	"2"	7	5		""	"L3471"	
Al	2	""	"461.0650"	""	""		"15.062086"	"17.750416"	"3s.4d"	"3D"	"2"	"3s.8p"	"3P*"	"1"	5	3		""	""	
Al	2	""	"461.1010"	""	""		"15.0621276"	"17.75025"	"3s.4d"	"3D"	"1"	"3s.8p"	"3P*"	"0"	3	1		""	""	
Al	2	"462.97"	"462.9518"	"7"	""		"15.0475561"	"17.724930"	"3s.5s"	"1S"	"0"	"3s.8p"	"1P*"	"1"	1	3		""	"L3471"	
Al	2	"463.15"	"463.158"	"5"	""		"15.585203"	"18.26138"	"3s.5p"	"3P*"	"0"	"3s.10d"	"3D"	"1"	1	3		""	"L3471"	
Al	2	"463.32"	"463.3091"	"5"	""		"15.5859083"	"18.261217"	"3s.5p"	"3P*"	"1"	"3s.10d"	"3D"	"2"	3	5		""	"L3471"	
Al	2	"463.5763"	"463.5760"	"30"	""		"15.5875046"	"18.261273"	"3s.5p"	"3P*"	"2"	"3s.10d"	"3D"	"3"	5	7		""	"L4575"	
Al	2	""	"463.937"	""	"6.66e+06"	C+	"15.301941"	"17.97363"	"3s.4f"	"3F*"	"2"	"3s.8g"	"3G"	"3"	5	7		"T6298c4,LS"	""	
Al	2	""	"463.979"	""	"6.79e+06"	C+	"15.302186"	"17.97363"	"3s.4f"	"3F*"	"3"	"3s.8g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"463.979"	""	"5.82e+05"	D	"15.302186"	"17.97363"	"3s.4f"	"3F*"	"3"	"3s.8g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"464.042"	""	"8.88e+03"	E	"15.302546"	"17.97363"	"3s.4f"	"3F*"	"4"	"3s.8g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"464.042"	""	"4.52e+05"	D	"15.302546"	"17.97363"	"3s.4f"	"3F*"	"4"	"3s.8g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"464.042"	""	"7.24e+06"	C+	"15.302546"	"17.97363"	"3s.4f"	"3F*"	"4"	"3s.8g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	2	"464.7321"	"464.7322"	"10"	""		"15.5875046"	"18.254621"	"3s.5p"	"3P*"	"2"	"3s.11s"	"3S"	"1"	5	3		""	"L4575"	
Al	2	"464.8611"	"464.8609"	"400"	""		"15.472500"	"18.138878"	"3s.4d"	"1D"	"2"	"3s.10p"	"1P*"	"1"	5	3		""	"L4575"	
Al	2	"465.30"	"465.3200"	"2"	""		"15.472500"	"18.136247"	"3s.4d"	"1D"	"2"	"3s.9f"	"1F*"	"3"	5	7		""	"L3471"	
Al	2	"465.505"	"465.5084"	"2"	""		"15.6057689"	"18.268438"	"3s.5p"	"1P*"	"1"	"3s.10d"	"1D"	"2"	3	5		""	"L4575"	
Al	2	"466.3056"	"466.3046"	"1000"	"5.81e+07"	A+	"10.598337"	"13.256460"	"3p2"	"1D"	"2"	"3s.4p"	"1P*"	"1"	5	3		"c47,u24"	"L4575"	
Al	2	"466.6800"	"466.6799"	"400"	""		"15.6057689"	"18.261754"	"3s.5p"	"1P*"	"1"	"3s.11s"	"1S"	"0"	3	1		""	"L4575"	
Al	3	"470.1148"	"470.114"	"5"	"7.67e+06"	A+	"20.781332"	"23.417915"	"2p6.4f"	"2F*"	"5/2"	"2p6.5d"	"2D"	"3/2"	6	4		"c32"	"L277"	
Al	3	""	"470.129"	""	"3.65e+05"	A	"20.781332"	"23.417834"	"2p6.4f"	"2F*"	"5/2"	"2p6.5d"	"2D"	"5/2"	6	6		"c32"	""	
Al	3	"470.1412"	"470.142"	"6"	"7.31e+06"	A+	"20.781409"	"23.417834"	"2p6.4f"	"2F*"	"7/2"	"2p6.5d"	"2D"	"5/2"	8	6		"c32"	"L277"	
Al	2	"489.852"	"489.8431"	"10"	""		"15.585203"	"18.115597"	"3s.5p"	"3P*"	"0"	"3s.10s"	"3S"	"1"	1	3		""	"L3471"	
Al	2	"489.876"	"489.891"	"5"	""		"15.6057689"	"18.13591"	"3s.5p"	"1P*"	"1"	"3s.9d"	"1D"	"2"	3	5		""	"L4575"	
Al	2	"489.964"	"489.9797"	"6"	""		"15.5859083"	"18.115597"	"3s.5p"	"3P*"	"1"	"3s.10s"	"3S"	"1"	3	3		""	"L3471"	
Al	2	"490.277"	"490.2891"	"10"	""		"15.5875046"	"18.115597"	"3s.5p"	"3P*"	"2"	"3s.10s"	"3S"	"1"	5	3		""	"L3471"	
Al	3	""	"490.403"	""	"2.34e+06"	A	"23.417834"	"25.945336"	"2p6.5d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"5/2"	6	6		"c32"	""	
Al	3	"490.410"	"490.403"	"5d*"	"3.51e+07"	A+	"23.417834"	"25.945336"	"2p6.5d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"7/2"	6	8		"c32"	"L277"	
Al	3	"490.410"	"490.419"	"5d*"	"3.27e+07"	A+	"23.417915"	"25.945336"	"2p6.5d"	"2D"	"3/2"	"2p6.7f"	"2F*"	"5/2"	4	6		"c32"	"L277"	
Al	2	"491.898"	"491.914"	"6"	""		"15.6057689"	"18.12551"	"3s.5p"	"1P*"	"1"	"3s.10s"	"1S"	"0"	3	1		""	"L3471"	
Al	2	"496.210"	"496.2141"	"6"	""		"15.472500"	"17.970406"	"3s.4d"	"1D"	"2"	"3s.9p"	"1P*"	"1"	5	3		""	"L3471"	
Al	2	"500.097"	"500.1026"	"6"	""		"15.472500"	"17.950984"	"3s.4d"	"1D"	"2"	"3s.8f"	"1F*"	"3"	5	7		""	"L3471"	
Al	2	"508.502"	"508.5169"	"8"	""		"15.062034"	"17.499508"	"3s.4d"	"3D"	"3"	"3p.3d"	"3F*"	"4"	7	9		""	"L3471"	
Al	2	"509.365"	"509.3826"	"5"	""		"15.062086"	"17.495418"	"3s.4d"	"3D"	"2"	"3p.3d"	"3F*"	"3"	5	7		""	"L3471"	
Al	2	"510.034"	"510.0453"	"3"	""		"15.0621276"	"17.492297"	"3s.4d"	"3D"	"1"	"3p.3d"	"3F*"	"2"	3	5		""	"L3471"	
Al	1	"510.7520"	"510.7517"	"6"	""		"3.1427212"	"5.5695298"	"3s2.4s"	"2S"	"1/2"	"3s2.7p"	"2P*"	"3/2"	2	4		""	"L4737"	
Al	1	"510.7943"	"510.7940"	"4"	""		"3.1427212"	"5.5693288"	"3s2.4s"	"2S"	"1/2"	"3s2.7p"	"2P*"	"1/2"	2	2		""	"L4737"	
Al	2	""	"514.442"	""	"1.17e+07"	C+	"15.301941"	"17.71134"	"3s.4f"	"3F*"	"2"	"3s.7g"	"3G"	"3"	5	7		"T6298c4,LS"	""	
Al	2	""	"514.494"	""	"1.03e+06"	D	"15.302186"	"17.71134"	"3s.4f"	"3F*"	"3"	"3s.7g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"514.494"	""	"1.19e+07"	C+	"15.302186"	"17.71134"	"3s.4f"	"3F*"	"3"	"3s.7g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"514.571"	""	"1.56e+04"	E	"15.302546"	"17.71134"	"3s.4f"	"3F*"	"4"	"3s.7g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"514.571"	""	"7.96e+05"	D	"15.302546"	"17.71134"	"3s.4f"	"3F*"	"4"	"3s.7g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"514.571"	""	"1.27e+07"	C+	"15.302546"	"17.71134"	"3s.4f"	"3F*"	"4"	"3s.7g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	3	"515.101"	"515.097"	"5d*"	""		"23.541636"	"25.947975"	"2p6.5f"	"2F*"	"5/2"	"2p6.7g"	"2G"	"7/2"	6	8		""	"L277"	
Al	3	"515.101"	"515.105"	"5d*"	""		"23.541676"	"25.947975"	"2p6.5f"	"2F*"	"7/2"	"2p6.7g"	"2G"	"9/2"	8	10		""	"L277"	
Al	2	""	"515.823"	""	"1.26e+07"	C+	"15.30839"	"17.71134"	"3s.4f"	"1F*"	"3"	"3s.7g"	"1G"	"4"	7	9		"T6298c4"	""	
Al	3	"516.389"	"516.386"	"5d*"	""		"23.548132"	"25.948462"	"2p6.5g"	"2G"	"7/2"	"2p6.7h"	"2H*"	"9/2"	8	10		""	"L277"	
Al	3	"516.389"	"516.391"	"5d*"	""		"23.548155"	"25.948462"	"2p6.5g"	"2G"	"9/2"	"2p6.7h"	"2H*"	"11/2"	10	12		""	"L277"	
Al	3	"517.060"	"517.059"	"1d*"	""		"23.548132"	"25.945336"	"2p6.5g"	"2G"	"7/2"	"2p6.7f"	"2F*"	"5/2"	8	6		""	"L277"	
Al	3	"517.060"	"517.059"	"1d*"	""		"23.548132"	"25.945336"	"2p6.5g"	"2G"	"7/2"	"2p6.7f"	"2F*"	"7/2"	8	8		""	"L277"	
Al	3	"526.011"	"526.011"	"3d*"	"1.32e+05"	B+	"23.541636"	"25.898046"	"2p6.5f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"5/2"	6	6		"c32"	"L277"	
Al	3	"526.011"	"526.011"	"3d*"	"2.77e+06"	A	"23.541636"	"25.898046"	"2p6.5f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"3/2"	6	4		"c32"	"L277"	
Al	3	""	"526.020"	""	"2.64e+06"	A	"23.541676"	"25.898046"	"2p6.5f"	"2F*"	"7/2"	"2p6.7d"	"2D"	"5/2"	8	6		"c32"	""	
Al	2	"527.642"	"527.6395"	"4"	""		"15.301941"	"17.651077"	"3s.4f"	"3F*"	"2"	"3s.7d"	"3D"	"1"	5	3		""	"L3471"	
Al	2	"527.681"	"527.6902"	"4"	""		"15.302186"	"17.651096"	"3s.4f"	"3F*"	"3"	"3s.7d"	"3D"	"2"	7	5		""	"L3471"	
Al	2	"527.768"	"527.7632"	"4"	""		"15.302546"	"17.651132"	"3s.4f"	"3F*"	"4"	"3s.7d"	"3D"	"3"	9	7		""	"L3471"	
Al	2	"527.862"	"527.868"	"6"	"1.11e+06"	D	"15.585203"	"17.93332"	"3s.5p"	"3P*"	"0"	"3s.8d"	"3D"	"1"	1	3		"T6298c4,LS"	"L3471"	
Al	2	"528.0214"	"528.0216"	"8"	"1.49e+06"	D	"15.5859083"	"17.933345"	"3s.5p"	"3P*"	"1"	"3s.8d"	"3D"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	2	""	"528.027"	""	"8.32e+05"	D	"15.5859083"	"17.93332"	"3s.5p"	"3P*"	"1"	"3s.8d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Al	2	"528.3735"	"528.3733"	"100"	"2.00e+06"	C	"15.5875046"	"17.933378"	"3s.5p"	"3P*"	"2"	"3s.8d"	"3D"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"528.3809"	""	"4.99e+05"	D	"15.5875046"	"17.933345"	"3s.5p"	"3P*"	"2"	"3s.8d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"528.386"	""	"5.53e+04"	E	"15.5875046"	"17.93332"	"3s.5p"	"3P*"	"2"	"3s.8d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	2	"528.5842"	"528.5838"	"30"	"3.28e+06"	C	"15.6057689"	"17.950709"	"3s.5p"	"1P*"	"1"	"3s.8d"	"1D"	"2"	3	5		"T6298c4"	"L4575"	
Al	2	"531.076"	"531.0830"	"4"	""		"15.585203"	"17.919108"	"3s.5p"	"3P*"	"0"	"3s.9s"	"3S"	"1"	1	3		""	"L3471"	
Al	2	"531.232"	"531.2436"	"10"	""		"15.5859083"	"17.919108"	"3s.5p"	"3P*"	"1"	"3s.9s"	"3S"	"1"	3	3		""	"L3471"	
Al	2	"531.6075"	"531.6073"	"15"	""		"15.5875046"	"17.919108"	"3s.5p"	"3P*"	"2"	"3s.9s"	"3S"	"1"	5	3		""	"L4575"	
Al	2	"532.461"	"532.4715"	"8"	""		"15.6057689"	"17.933588"	"3s.5p"	"1P*"	"1"	"3s.9s"	"1S"	"0"	3	1		""	"L3471"	
Al	2	"537.184"	"537.133"	"12*"	""		"15.062034"	"17.36965"	"3s.4d"	"3D"	"3"	"3s.7p"	"3P*"	"2"	7	5		""	"L3471"	
Al	2	"537.184"	"537.254"	"12*"	""		"15.062086"	"17.36918"	"3s.4d"	"3D"	"2"	"3s.7p"	"3P*"	"1"	5	3		""	"L3471"	
Al	2	"538.848"	"538.8682"	"2"	"1.43e+06"	C+	"15.0475561"	"17.347743"	"3s.5s"	"1S"	"0"	"3s.7p"	"1P*"	"1"	1	3		"T6533"	"L3471"	
Al	3	""	"551.853"	""	"1.26e+06"	A	"24.254002"	"26.500065"	"2p6.6p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"	2	4		"c32"	""	
Al	3	""	"552.464"	""	"2.44e+05"	B+	"24.256484"	"26.500065"	"2p6.6p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"	4	4		"c32"	""	
Al	3	""	"552.464"	""	"1.47e+06"	A	"24.256484"	"26.500065"	"2p6.6p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"	4	6		"c32"	""	
Al	1	"555.7063"	"555.7059"	"10"	"2.30e+05"	C	"3.1427212"	"5.3732134"	"3s2.4s"	"2S"	"1/2"	"3s2.6p"	"2P*"	"3/2"	2	4		"u36,LS"	"L4737"	
Al	1	"555.7948"	"555.7944"	"8"	"2.29e+05"	C	"3.1427212"	"5.3728582"	"3s2.4s"	"2S"	"1/2"	"3s2.6p"	"2P*"	"1/2"	2	2		"u36,LS"	"L4737"	
Al	2	"559.3302"	"559.330"	"800"	"9.26e+07"	A	"13.256460"	"15.472500"	"3s.4p"	"1P*"	"1"	"3s.4d"	"1D"	"2"	3	5		"T6533"	"L4575"	
Al	2	"561.3291"	"561.329"	"100"	"3.43e+06"	C+	"15.472500"	"17.680649"	"3s.4d"	"1D"	"2"	"3s.7f"	"1F*"	"3"	5	7		"T6533"	"L4575"	
Al	3	"569.6603"	"569.660"	"17"	"8.77e+07"	A+	"15.642349"	"17.818203"	"2p6.4s"	"2S"	"1/2"	"2p6.4p"	"2P*"	"3/2"	2	4		"c32"	"L277"	
Al	3	"572.2728"	"572.273"	"16"	"8.65e+07"	A+	"15.642349"	"17.808269"	"2p6.4s"	"2S"	"1/2"	"2p6.4p"	"2P*"	"1/2"	2	2		"c32"	"L277"	
Al	2	"585.362"	"585.376"	"100"	"1.28e+07"	B	"15.062034"	"17.17947"	"3s.4d"	"3D"	"3"	"3s.6f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L3471"	
Al	2	"586.153"	"586.177"	"80"	"1.14e+07"	B	"15.062086"	"17.17663"	"3s.4d"	"3D"	"2"	"3s.6f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L3471"	
Al	2	""	"586.162"	""	"1.43e+06"	C+	"15.062034"	"17.17663"	"3s.4d"	"3D"	"3"	"3s.6f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"586.764"	""	"5.61e+04"	D	"15.062034"	"17.17446"	"3s.4d"	"3D"	"3"	"3s.6f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	""	"586.779"	""	"1.99e+06"	C+	"15.062086"	"17.17446"	"3s.4d"	"3D"	"2"	"3s.6f"	"3F*"	"2"	5	5		"T6298c4,LS"	""	
Al	2	"586.781"	"586.790"	"50"	"1.07e+07"	B	"15.0621276"	"17.17446"	"3s.4d"	"3D"	"1"	"3s.6f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L3471"	
Al	2	"597.1980"	"597.197"	"80"	"5.81e+06"	C+	"15.6057689"	"17.681296"	"3s.5p"	"1P*"	"1"	"3s.7d"	"1D"	"2"	3	5		"T6298c4"	"L4575"	
Al	2	"599.970"	"599.987+"	"3"	""		"15.585203"	"17.651077"	"3s.5p"	"3P*"	"0"	"3s.7d"	"3D"	"1"	1	3		""	"L3515c14"	
Al	2	"599.975"	"599.987"	"5hfs"	"2.07e+06"	C	"15.585203"	"17.651077"	"3s.5p"	"3P*"	"0"	"3s.7d"	"3D"	"1"	1	3		"T6298c4,LS"	"L3515c150"	
Al	2	"599.983"	"599.987+"	"2"	""		"15.585203"	"17.651077"	"3s.5p"	"3P*"	"0"	"3s.7d"	"3D"	"1"	1	3		""	"L3515c14"	
Al	2	"600.118"	"600.127"	"2"	""		"16.4624524"	"18.527848"	"3s.6s"	"1S"	"0"	"3s.15p"	"1P*"	"1"	1	3		""	"L3471"	
Al	2	"600.176"	"600.187"	"60"	"2.79e+06"	C	"15.5859083"	"17.651096"	"3s.5p"	"3P*"	"1"	"3s.7d"	"3D"	"2"	3	5		"T6298c4,LS"	"L3515"	
Al	2	"600.188"	"600.192"	"40"	"1.55e+06"	D	"15.5859083"	"17.651077"	"3s.5p"	"3P*"	"1"	"3s.7d"	"3D"	"1"	3	3		"T6298c4,LS"	"L3515"	
Al	2	"600.6410"	"600.641"	"200"	"3.71e+06"	C+	"15.5875046"	"17.651132"	"3s.5p"	"3P*"	"2"	"3s.7d"	"3D"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"600.651"	""	"9.28e+05"	D	"15.5875046"	"17.651096"	"3s.5p"	"3P*"	"2"	"3s.7d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"600.657"	""	"1.03e+05"	E	"15.5875046"	"17.651077"	"3s.5p"	"3P*"	"2"	"3s.7d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	3	"605.521"	"605.519"	"5"	"8.59e+06"	A	"23.417834"	"25.464838"	"2p6.5d"	"2D"	"5/2"	"2p6.7p"	"2P*"	"3/2"	6	4		"c32"	"L277"	
Al	3	""	"605.542"	""	"9.54e+05"	A	"23.417915"	"25.464838"	"2p6.5d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"3/2"	4	4		"c32"	""	
Al	3	"605.984"	"605.984"	"4"	"9.46e+06"	A	"23.417915"	"25.463347"	"2p6.5d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"1/2"	4	2		"c32"	"L277"	
Al	2	"606.1124"	"606.112"	"30"	"8.38e+06"	C	"15.6057689"	"17.650770"	"3s.5p"	"1P*"	"1"	"3s.8s"	"1S"	"0"	3	1		"T6298c4"	"L4575"	
Al	2	"606.632"	"606.636+"	"15"	""		"15.585203"	"17.628438"	"3s.5p"	"3P*"	"0"	"3s.8s"	"3S"	"1"	1	3		""	"L3515c14"	
Al	2	"606.637"	"606.636"	"25hfs"	"8.88e+05"	D	"15.585203"	"17.628438"	"3s.5p"	"3P*"	"0"	"3s.8s"	"3S"	"1"	1	3		"T6298c4,LS"	"L3515c150"	
Al	2	"606.644"	"606.636+"	"10"	""		"15.585203"	"17.628438"	"3s.5p"	"3P*"	"0"	"3s.8s"	"3S"	"1"	1	3		""	"L3515c14"	
Al	2	"606.843"	"606.845+"	"40"	""		"15.5859083"	"17.628438"	"3s.5p"	"3P*"	"1"	"3s.8s"	"3S"	"1"	3	3		""	"L3515c14"	
Al	2	"606.847"	"606.845"	"65hfs"	"2.66e+06"	C	"15.5859083"	"17.628438"	"3s.5p"	"3P*"	"1"	"3s.8s"	"3S"	"1"	3	3		"T6298c4,LS"	"L3515c150"	
Al	2	"606.853"	"606.845+"	"25"	""		"15.5859083"	"17.628438"	"3s.5p"	"3P*"	"1"	"3s.8s"	"3S"	"1"	3	3		""	"L3515c14"	
Al	2	"607.3198"	"607.320"	"50"	"4.43e+06"	C	"15.5875046"	"17.628438"	"3s.5p"	"3P*"	"2"	"3s.8s"	"3S"	"1"	5	3		"T6298c4,LS"	"L4575"	
Al	2	"618.157"	"618.16+"	"50"	""		"15.301941"	"17.30709"	"3s.4f"	"3F*"	"2"	"3s.6g"	"3G"	"3"	5	7		""	"L3515c14"	
Al	2	"618.163"	"618.158"	"110hfs"	"2.41e+07"	B+	"15.301941"	"17.30709"	"3s.4f"	"3F*"	"2"	"3s.6g"	"3G"	"3"	5	7		"T6298c4,LS"	"L3515c150"	
Al	2	"618.168"	"618.16+"	"60"	""		"15.301941"	"17.30709"	"3s.4f"	"3F*"	"2"	"3s.6g"	"3G"	"3"	5	7		""	"L3515c14"	
Al	2	""	"618.233"	""	"2.09e+06"	C+	"15.302186"	"17.30709"	"3s.4f"	"3F*"	"3"	"3s.6g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"618.233"	""	"2.44e+07"	B+	"15.302186"	"17.30709"	"3s.4f"	"3F*"	"3"	"3s.6g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"618.345"	""	"3.21e+04"	D	"15.302546"	"17.30709"	"3s.4f"	"3F*"	"4"	"3s.6g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"618.345"	""	"1.63e+06"	C+	"15.302546"	"17.30709"	"3s.4f"	"3F*"	"4"	"3s.6g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"618.345"	""	"2.61e+07"	B+	"15.302546"	"17.30709"	"3s.4f"	"3F*"	"4"	"3s.6g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	2	""	"620.153"	""	"2.59e+07"	B+	"15.30839"	"17.30709"	"3s.4f"	"1F*"	"3"	"3s.6g"	"1G"	"4"	7	9		"T6298c4"	""	
Al	2	"622.618"	"622.619"	"50"	"6.25e+07"	B+	"13.071347"	"15.0621276"	"3s.4p"	"3P*"	"0"	"3s.4d"	"3D"	"1"	1	3		"T6298c4,LS"	"L4575"	
Al	2	""	"623.162"	""	"4.67e+07"	B+	"13.073080"	"15.0621276"	"3s.4p"	"3P*"	"1"	"3s.4d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Al	2	"623.1745"	"623.175"	"75"	"8.40e+07"	A	"13.073080"	"15.062086"	"3s.4p"	"3P*"	"1"	"3s.4d"	"3D"	"2"	3	5		"T6298c4,LS"	"L4575"	
