element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Mg	2	""	"458.1657"	""	"5.51e+01"	A	"8.863762"	"11.569103"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"3/2"	4	4	E2	"c28"	""	
Mg	2	""	"458.1766"	""	"3.74e-07"	E	"8.863762"	"11.569039"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"5/2"	4	6	M1	"c28"	""	
Mg	2	""	"458.1766"	""	"1.57e+01"	A	"8.863762"	"11.569039"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"5/2"	4	6	E2	"c28"	""	
Mg	3	"458.6200"	"458.6208"	"4"	""		"69.79560"	"72.49826"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	5	5		""	"L1434"	
Mg	3	"459.6916"	"459.6921"	"9"	""		"69.42955"	"72.12591"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"	3	3		""	"L1434"	
Mg	1	"462.1299"	"462.1301"	"3"	""		"2.7115919"	"5.3937259"	"3s.3p"	"3P*"	"1"	"3s.4s"	"1S"	"0"	3	1		""	"L6095"	
Mg	1	""	"463.0015"	""	"2.04e-03"	B+	"2.7166398"	"5.3937259"	"3s.3p"	"3P*"	"2"	"3s.4s"	"1S"	"0"	5	1	M2	"c43"	""	
Mg	2	"463.0878"	"463.0878"	"2"	"2.75e+05"	B	"11.569039"	"14.245626"	"2p6.4d"	"2D"	"5/2"	"2p6.9p"	"2P*"	"3/2"	6	4		"c31"	"L7414"	
Mg	2	""	"463.0990"	""	"3.06e+04"	C	"11.569103"	"14.245626"	"2p6.4d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"3/2"	4	4		"c31"	""	
Mg	2	"463.1405"	"463.1404"	"1"	"3.01e+05"	C+	"11.569103"	"14.245386"	"2p6.4d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"1/2"	4	2		"c31"	"L7414"	
Mg	3	"463.2531"	"463.2537"	"7"	""		"69.42955"	"72.10518"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"0"	3	1		""	"L1434"	
Mg	3	"467.3303"	"467.3315"	"8"	""		"68.03270"	"70.68498"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"0"	3	1		""	"L1434"	
Mg	3	"469.0361"	"469.0351"	"2"	""		"69.69599"	"72.33864"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"	5	3		""	"L1434"	
Mg	1	"470.29909"	"470.29908"	"30"	"2.19e+07"	B+	"4.3458029"	"6.9813495"	"3s.3p"	"1P*"	"1"	"3s.5d"	"1D"	"2"	3	5		"T5539"	"L7428"	
Mg	3	"472.0936"	"472.0917"	"5"	""		"69.96302"	"72.58856"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"	3	3		""	"L1434"	
Mg	3	"472.3204"	"472.3192"	"5"	""		"69.96428"	"72.58856"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"	1	3		""	"L1434"	
Mg	1	"473.00285"	"473.00286"	"10"	"1.34e+06"	C+	"4.3458029"	"6.9662844"	"3s.3p"	"1P*"	"1"	"3s.6s"	"1S"	"0"	3	1		"T5539"	"L7428"	
Mg	2	"473.9588"	"473.9593"	"6"	"8.09e+06"	B+	"11.569039"	"14.184232"	"2p6.4d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"7/2"	6	8		"c31"	"L7414"	
Mg	2	""	"473.9593"	""	"5.39e+05"	B	"11.569039"	"14.184232"	"2p6.4d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"5/2"	6	6		"c31"	""	
Mg	2	"473.9712"	"473.9709"	"5"	"7.55e+06"	B+	"11.569103"	"14.184232"	"2p6.4d"	"2D"	"3/2"	"2p6.8f"	"2F*"	"5/2"	4	6		"c31"	"L7414"	
Mg	3	"480.2601"	"480.2585"	"7"	""		"69.75775"	"72.33864"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"	3	3		""	"L1434"	
Mg	3	"482.1516"	"482.1509"	"6"	""		"70.01779"	"72.58856"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"	3	3		""	"L1434"	
Mg	3	"485.0385"	"485.0376"	"6"	""		"69.69599"	"72.25146"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<3/2>).4d"	"2[5/2]*"	"2"	5	5		""	"L1434"	
Mg	2	"485.1082"	"485.1070"	"7*"	""		"11.629672"	"14.184769"	"2p6.4f"	"2F*"	"5/2"	"2p6.8g"	"2G"	"7/2"	6	8		""	"L7414"	
Mg	2	"485.1082"	"485.1099"	"7*"	""		"11.629687"	"14.184769"	"2p6.4f"	"2F*"	"7/2"	"2p6.8g"	"2G"	"9/2"	8	10		""	"L7414"	
Mg	2	""	"486.8837"	""	"7.10e+03"	C	"11.629672"	"14.175446"	"2p6.4f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"5/2"	6	6		"c31"	""	
Mg	2	"486.8845"	"486.8823"	"2*"	"1.50e+05"	C+	"11.629672"	"14.175453"	"2p6.4f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"3/2"	6	4		"c31"	"L7414"	
Mg	2	"486.8845"	"486.8866"	"2*"	"1.41e+05"	C+	"11.629687"	"14.175446"	"2p6.4f"	"2F*"	"7/2"	"2p6.8d"	"2D"	"5/2"	8	6		"c31"	"L7414"	
Mg	3	"487.8729"	"487.8733"	"4"	""		"69.65416"	"72.19477"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<3/2>).4d"	"2[7/2]*"	"3"	7	7		""	"L1434"	
Mg	3	"488.9040"	"488.9065"	"1"	""		"69.96302"	"72.49826"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	3	5		""	"L1434"	
Mg	3	"491.5349"	"491.5363"	"7"	""		"69.96302"	"72.48470"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"	3	5		""	"L1434"	
Mg	3	"491.6002"	"491.5991"	"10"	""		"69.65416"	"72.17552"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<3/2>).4d"	"2[7/2]*"	"4"	7	9		""	"L1434"	
Mg	2	""	"493.8703"	""	"1.33e+03"	D+	"11.504557"	"14.014317"	"2p6.5s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"3/2"	2	4		"c31"	""	
Mg	2	""	"493.9396"	""	"2.11e+03"	D+	"11.504557"	"14.013965"	"2p6.5s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"1/2"	2	2		"c31"	""	
Mg	3	"496.0409"	"496.0410"	"9"	""		"69.69599"	"72.19477"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<3/2>).4d"	"2[7/2]*"	"3"	5	7		""	"L1434"	
Mg	3	"497.0511"	"497.0497"	"7"	""		"69.75775"	"72.25146"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"2s2.2p5.(2P*<3/2>).4d"	"2[5/2]*"	"2"	3	5		""	"L1434"	
Mg	3	"498.1452"	"498.1469"	"8"	""		"70.00949"	"72.49770"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"3"	5	7		""	"L1434"	
Mg	3	"499.7038"	"499.7032"	"6"	""		"70.01779"	"72.49826"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	3	5		""	"L1434"	
Mg	3	"500.7638"	"500.7645"	"3"	""		"70.00949"	"72.48470"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"	5	5		""	"L1434"	
Mg	3	"502.3668"	"502.3674"	"7"	""		"69.79560"	"72.26291"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).4d"	"2[5/2]*"	"3"	5	7		""	"L1434"	
Mg	2	"506.8937"	"506.8938"	"4"	"3.97e+05"	B	"11.569039"	"14.014317"	"2p6.4d"	"2D"	"5/2"	"2p6.8p"	"2P*"	"3/2"	6	4		"c31"	"L7414"	
Mg	2	""	"506.9072"	""	"4.43e+04"	C+	"11.569103"	"14.014317"	"2p6.4d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"3/2"	4	4		"c31"	""	
Mg	2	"506.9802"	"506.9802"	"3"	"4.35e+05"	B	"11.569103"	"14.013965"	"2p6.4d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"1/2"	4	2		"c31"	"L7414"	
Mg	2	""	"515.7628"	""	"4.37e+05"	D	"12.082895"	"14.486125"	"2p6.5p"	"2P*"	"1/2"	"2p6.10d"	"2D"	"3/2"	2	4		"c59,LS"	""	
Mg	2	""	"516.1302"	""	"8.73e+04"	E	"12.084606"	"14.486125"	"2p6.5p"	"2P*"	"3/2"	"2p6.10d"	"2D"	"3/2"	4	4		"c59,LS"	""	
Mg	2	""	"516.1310"	""	"5.24e+05"	D	"12.084606"	"14.486122"	"2p6.5p"	"2P*"	"3/2"	"2p6.10d"	"2D"	"5/2"	4	6		"c59,LS"	""	
Mg	1	"516.73216"	"516.73213"	"42"	"1.13e+07"	B+	"2.7091049"	"5.1078270"	"3s.3p"	"3P*"	"0"	"3s.4s"	"3S"	"1"	1	3		"c45"	"L7428"	
Mg	1	""	"517.2684"	""	"3.46e-05"	B	"2.7115919"	"5.1078270"	"3s.3p"	"3P*"	"1"	"3s.4s"	"3S"	"1"	3	3	M2	"c43"	""	
Mg	1	"517.26843"	"517.26844"	"44"	"3.37e+07"	B+	"2.7115919"	"5.1078270"	"3s.3p"	"3P*"	"1"	"3s.4s"	"3S"	"1"	3	3		"c45"	"L7428"	
Mg	1	""	"518.3604"	""	"1.02e-04"	B	"2.7166398"	"5.1078270"	"3s.3p"	"3P*"	"2"	"3s.4s"	"3S"	"1"	5	3	M2	"c43"	""	
Mg	1	"518.36042"	"518.36043"	"45"	"5.61e+07"	A	"2.7166398"	"5.1078270"	"3s.3p"	"3P*"	"2"	"3s.4s"	"3S"	"1"	5	3		"c45"	"L7428"	
Mg	3	"522.0329"	"522.0342"	"4"	""		"69.96428"	"72.33864"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"	1	3		""	"L1434"	
Mg	3	"522.4593"	"522.4598"	"6"	""		"69.79560"	"72.16803"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"	5	5		""	"L1434"	
Mg	2	"526.4215"	"526.4220"	"8"	"1.27e+07"	B+	"11.569039"	"13.923608"	"2p6.4d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"7/2"	6	8		"c31"	"L7414"	
Mg	2	""	"526.4220"	""	"8.47e+05"	B	"11.569039"	"13.923608"	"2p6.4d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"5/2"	6	6		"c31"	""	
Mg	2	"526.4368"	"526.4364"	"7"	"1.19e+07"	B+	"11.569103"	"13.923608"	"2p6.4d"	"2D"	"3/2"	"2p6.7f"	"2F*"	"5/2"	4	6		"c31"	"L7414"	
Mg	3	"528.6389"	"528.6401"	"3"	""		"67.67310"	"70.01779"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	5	3		""	"L1434"	
Mg	3	"530.5206"	"530.5197"	"3"	""		"67.67310"	"70.00949"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	5	5		""	"L1434"	
Mg	1	"534.5977"	"534.5976"	"1d*"	""		"5.1078270"	"7.426388"	"3s.4s"	"3S"	"1"	"3s.9p"	"3P*"	"2"	3	5		""	"L6095"	
Mg	1	"534.5977"	"534.5976"	"1d*"	""		"5.1078270"	"7.426388"	"3s.4s"	"3S"	"1"	"3s.9p"	"3P*"	"1"	3	3		""	"L6095"	
Mg	1	"534.5977"	"534.5976"	"1d*"	""		"5.1078270"	"7.426388"	"3s.4s"	"3S"	"1"	"3s.9p"	"3P*"	"0"	3	1		""	"L6095"	
Mg	2	"540.1543"	"540.1521"	"9*"	""		"11.629672"	"13.924391"	"2p6.4f"	"2F*"	"5/2"	"2p6.7g"	"2G"	"7/2"	6	8		""	"L7414"	
Mg	2	"540.1543"	"540.1556"	"9*"	""		"11.629687"	"13.924391"	"2p6.4f"	"2F*"	"7/2"	"2p6.7g"	"2G"	"9/2"	8	10		""	"L7414"	
Mg	2	""	"543.4034"	""	"1.16e+04"	C	"11.629672"	"13.910661"	"2p6.4f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"5/2"	6	6		"c31"	""	
Mg	2	"543.4039"	"543.3999"	"4*"	"2.45e+05"	B	"11.629672"	"13.910676"	"2p6.4f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"3/2"	6	4		"c31"	"L7414"	
Mg	2	"543.4039"	"543.4070"	"4*"	"2.33e+05"	B	"11.629687"	"13.910661"	"2p6.4f"	"2F*"	"7/2"	"2p6.7d"	"2D"	"5/2"	8	6		"c31"	"L7414"	
Mg	2	"545.1259"	"545.1250"	"1"	"1.03e+06"	B	"12.082895"	"14.356681"	"2p6.5p"	"2P*"	"1/2"	"2p6.9d"	"2D"	"3/2"	2	4		"c31"	"L7414"	
Mg	2	""	"545.5355"	""	"2.03e+05"	B	"12.084606"	"14.356681"	"2p6.5p"	"2P*"	"3/2"	"2p6.9d"	"2D"	"3/2"	4	4		"c31"	""	
Mg	2	""	"545.5370"	""	"1.22e+06"	B+	"12.084606"	"14.356675"	"2p6.5p"	"2P*"	"3/2"	"2p6.9d"	"2D"	"5/2"	4	6		"c31"	""	
Mg	2	"546.0019"	"546.0018"	"1"	"1.11e+06"	B+	"12.082895"	"14.353029"	"2p6.5p"	"2P*"	"1/2"	"2p6.10s"	"2S"	"1/2"	2	2		"c31"	"L7414"	
Mg	2	"546.4136"	"546.4136"	"2"	"2.22e+06"	B+	"12.084606"	"14.353029"	"2p6.5p"	"2P*"	"3/2"	"2p6.10s"	"2S"	"1/2"	4	2		"c31"	"L7414"	
Mg	1	"550.9597"	"550.9597"	"2d*"	""		"5.1078270"	"7.357534"	"3s.4s"	"3S"	"1"	"3s.8p"	"3P*"	"2"	3	5		""	"L6095"	
Mg	1	"550.9597"	"550.9597"	"2d*"	""		"5.1078270"	"7.357534"	"3s.4s"	"3S"	"1"	"3s.8p"	"3P*"	"0"	3	1		""	"L6095"	
Mg	1	"550.9597"	"550.9597"	"2d*"	""		"5.1078270"	"7.357534"	"3s.4s"	"3S"	"1"	"3s.8p"	"3P*"	"1"	3	3		""	"L6095"	
Mg	3	"551.3255"	"551.3276"	"1"	""		"67.76128"	"70.00949"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	3	5		""	"L1434"	
Mg	1	"552.84047"	"552.84047"	"40"	"1.39e+07"	B+	"4.3458029"	"6.5878560"	"3s.3p"	"1P*"	"1"	"3s.4d"	"1D"	"2"	3	5		"T5539"	"L7428"	
Mg	3	"562.6406"	"562.6407"	"4"	""		"67.76128"	"69.96428"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	3	1		""	"L1434"	
Mg	1	"571.10880"	"571.10880"	"30"	"3.86e+06"	B	"4.3458029"	"6.5161391"	"3s.3p"	"1P*"	"1"	"3s.5s"	"1S"	"0"	3	1		"T5539"	"L7428"	
Mg	3	"573.4082"	"573.4097"	"1"	""		"69.96428"	"72.12591"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"	1	3		""	"L1434"	
Mg	2	""	"573.977"	""	"5.25e+03"	C	"11.504557"	"13.664049"	"2p6.5s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"	2	4		"c31"	""	
Mg	2	""	"574.122"	""	"3.67e+03"	C	"11.504557"	"13.663503"	"2p6.5s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"1/2"	2	2		"c31"	""	
Mg	1	"578.5312"	"578.5313"	"5"	""		"5.1078270"	"7.2503182"	"3s.4s"	"3S"	"1"	"3s.7p"	"3P*"	"2"	3	5		""	"L6095"	
Mg	1	"578.5560"	"578.5561"	"4"	""		"5.1078270"	"7.2502265"	"3s.4s"	"3S"	"1"	"3s.7p"	"3P*"	"1"	3	3		""	"L6095"	
Mg	3	"583.9820"	"583.9810"	"10"	""		"67.67310"	"69.79560"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	5	5		""	"L6095"	
Mg	2	"591.6429"	"591.6431"	"7"	"6.42e+05"	B	"11.569039"	"13.664049"	"2p6.4d"	"2D"	"5/2"	"2p6.7p"	"2P*"	"3/2"	6	4		"c31"	"L7414"	
Mg	2	""	"591.661"	""	"7.16e+04"	C+	"11.569103"	"13.664049"	"2p6.4d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"3/2"	4	4		"c31"	""	
Mg	2	"591.8158"	"591.8158"	"6"	"7.04e+05"	B	"11.569103"	"13.663503"	"2p6.4d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"1/2"	4	2		"c31"	"L7414"	
Mg	2	"592.3366"	"592.3365"	"3"	"1.40e+06"	B+	"12.082895"	"14.175453"	"2p6.5p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"	2	4		"c31"	"L7414"	
Mg	2	""	"592.821"	""	"2.76e+05"	B	"12.084606"	"14.175453"	"2p6.5p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"	4	4		"c31"	""	
Mg	2	"592.8233"	"592.8233"	"4"	"1.66e+06"	B+	"12.084606"	"14.175446"	"2p6.5p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"	4	6		"c31"	"L7414"	
Mg	2	"593.8629"	"593.8629"	"3"	"1.36e+06"	B	"12.082895"	"14.170075"	"2p6.5p"	"2P*"	"1/2"	"2p6.9s"	"2S"	"1/2"	2	2		"c31"	"L7414"	
Mg	2	"594.3499"	"594.3501"	"4"	"2.71e+06"	B+	"12.084606"	"14.170075"	"2p6.5p"	"2P*"	"3/2"	"2p6.9s"	"2S"	"1/2"	4	2		"c31"	"L7414"	
Mg	3	"594.5873"	"594.5848"	"1"	""		"67.67310"	"69.75775"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	5	3		""	"L1434"	
Mg	3	"598.7370"	"598.7370"	"2"	""		"67.94761"	"70.01779"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"0"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	1	3		""	"L1434"	
Mg	3	"609.2912"	"609.2938"	"4"	""		"67.76128"	"69.79560"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	3	5		""	"L1434"	
Mg	3	"612.7392"	"612.7370"	"6"	""		"67.67310"	"69.69599"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	5	5		""	"L1434"	
Mg	3	"615.0082"	"615.0100"	"4"	""		"67.94761"	"69.96302"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"0"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	1	3		""	"L1434"	
Mg	3	"620.8440"	"620.8460"	"6"	""		"67.76128"	"69.75775"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	3	3		""	"L6095"	
Mg	3	"624.4024"	"624.4018"	"4"	""		"68.03270"	"70.01779"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	3	3		""	"L1434"	
Mg	3	"625.6750"	"625.6757"	"15"	""		"67.67310"	"69.65416"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	5	7		""	"L6095"	
Mg	3	"627.0250"	"627.0257"	"7"	""		"68.03270"	"70.00949"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	3	5		""	"L1434"	
Mg	1	"631.8716"	"631.8717"	"10"	"2.63e+05"	D+	"5.1078270"	"7.0694581"	"3s.4s"	"3S"	"1"	"3s.6p"	"3P*"	"2"	3	5		"T6298c72,LS"	"L6095"	
Mg	1	"631.9236"	"631.9237"	"9"	"2.64e+05"	D	"5.1078270"	"7.0692968"	"3s.4s"	"3S"	"1"	"3s.6p"	"3P*"	"1"	3	3		"T6298c72,LS"	"L6095"	
Mg	1	"631.9493"	"631.9495"	"7"	"2.63e+05"	E	"5.1078270"	"7.0692167"	"3s.4s"	"3S"	"1"	"3s.6p"	"3P*"	"0"	3	1		"T6298c72,LS"	"L6095"	
Mg	2	"634.6737"	"634.6742"	"10"	"2.20e+07"	A	"11.569039"	"13.522008"	"2p6.4d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"	6	8		"c31"	"L7414"	
Mg	2	""	"634.675"	""	"1.47e+06"	A	"11.569039"	"13.522004"	"2p6.4d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"5/2"	6	6		"c31"	""	
Mg	2	"634.6962"	"634.6964"	"9"	"2.05e+07"	A	"11.569103"	"13.522004"	"2p6.4d"	"2D"	"3/2"	"2p6.6f"	"2F*"	"5/2"	4	6		"c31"	"L7414"	
Mg	3	"640.6619"	"640.6637"	"8"	""		"67.76128"	"69.69599"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	3	5		""	"L6095"	
Mg	3	"641.7036"	"641.7000"	"1"	""		"68.03270"	"69.96428"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	3	1		""	"L1434"	
Mg	3	"642.1224"	"642.1204"	"4"	""		"68.03270"	"69.96302"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"1"	3	3		""	"L1434"	
Mg	3	"651.1429"	"651.1416"	"2"	""		"70.68498"	"72.58856"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"	1	3		""	"L1434"	
Mg	2	"654.5973"	"654.5942"	"11*"	""		"11.629672"	"13.523211"	"2p6.4f"	"2F*"	"5/2"	"2p6.6g"	"2G"	"7/2"	6	8		""	"L7414"	
Mg	2	"654.5973"	"654.5994"	"11*"	""		"11.629687"	"13.523211"	"2p6.4f"	"2F*"	"7/2"	"2p6.6g"	"2G"	"9/2"	8	10		""	"L7414"	
Mg	2	"662.0440"	"662.0438"	"5"	"4.61e+05"	B+	"11.629672"	"13.501904"	"2p6.4f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"3/2"	6	4		"c31"	"L7414"	
Mg	2	""	"662.052"	""	"2.19e+04"	B	"11.629672"	"13.501882"	"2p6.4f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"5/2"	6	6		"c31"	""	
Mg	2	"662.0569"	"662.0570"	"6"	"4.37e+05"	B+	"11.629687"	"13.501882"	"2p6.4f"	"2F*"	"7/2"	"2p6.6d"	"2D"	"5/2"	8	6		"c31"	"L7414"	
Mg	1	"663.0834"	"663.0833"	"2"	""		"5.3937259"	"7.263023"	"3s.4s"	"1S"	"0"	"3s.7p"	"1P*"	"1"	1	3		""	"L6095"	
Mg	2	"678.1451"	"678.1445"	"7"	"2.49e+06"	B+	"12.082895"	"13.910676"	"2p6.5p"	"2P*"	"1/2"	"2p6.7d"	"2D"	"3/2"	2	4		"c31"	"L7414"	
Mg	2	""	"678.780"	""	"4.92e+05"	B	"12.084606"	"13.910676"	"2p6.5p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"3/2"	4	4		"c31"	""	
Mg	2	"678.7851"	"678.7855"	"8"	"2.96e+06"	B+	"12.084606"	"13.910661"	"2p6.5p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"5/2"	4	6		"c31"	"L7414"	
Mg	2	"681.2860"	"681.2857"	"7"	"2.11e+06"	B+	"12.082895"	"13.902249"	"2p6.5p"	"2P*"	"1/2"	"2p6.8s"	"2S"	"1/2"	2	2		"c31"	"L7414"	
Mg	2	"681.9270"	"681.9270"	"8"	"4.21e+06"	B+	"12.084606"	"13.902249"	"2p6.5p"	"2P*"	"3/2"	"2p6.8s"	"2S"	"1/2"	4	2		"c31"	"L7414"	
Mg	1	"689.4898"	"689.4918"	"4"	""		"5.7532468"	"7.550948"	"3s.3d"	"1D"	"2"	"3s.12f"	"1F*"	"3"	5	7		""	"L6095"	
Mg	1	"696.5404"	"696.5409"	"6"	""		"5.7532468"	"7.5327547"	"3s.3d"	"1D"	"2"	"3s.11f"	"1F*"	"3"	5	7		""	"L6095"	
Mg	3	"705.6876"	"705.6861"	"3"	""		"67.67310"	"69.42955"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	5	3		""	"L1434"	
Mg	1	"706.0409"	"706.0414"	"8"	"8.51e+05"	D	"5.7532468"	"7.5088100"	"3s.3d"	"1D"	"2"	"3s.10f"	"1F*"	"3"	5	7		"T6298c72"	"L6095"	
Mg	2	"716.6676"	"716.6663"	"2*"	""		"12.855904"	"14.585440"	"2p6.5f"	"2F*"	"5/2"	"2p6.11g"	"2G"	"7/2"	6	8		""	"L7414"	
Mg	2	"716.6676"	"716.6694"	"2*"	""		"12.855912"	"14.585440"	"2p6.5f"	"2F*"	"7/2"	"2p6.11g"	"2G"	"9/2"	8	10		""	"L7414"	
