ritz_wavenumber_cm_inv,ritz_unc_cm_inv,measured_wavenumber_cm_inv,measured_unc_cm_inv,relative_intensity,species,lower_level_energy,lower_J,upper_level_energy,upper_J,reference
-,-,8227.2774,0.0003,1047,Ar I,113426,2_odd,121653,3,95WHA
-,-,8228.2697,0.0006,30,Ar I,113426,2_odd,121654,3,95WHA
8228.58533,0.00022,8228.5868,0.0004,160,Th I,26232,6_odd,34460,5,EHW03
-,-,8228.6161,0.0005,52,Ar I,113426,2_odd,121655,2,95WHA
8230.6537,0.0003,8230.6550,0.0014,24,Th I,26878,3_odd,35108,2,PE83
8230.69784,0.00023,8230.6977,0.0004,150,Th I,28518,7_odd,36749,6,EHW03
8232.46879,0.00007,8232.4698,0.0006,27,Th I,15970,3,24202,4_odd,EHW03
8234.33532,0.00006,8234.33530,0.00020,290,Th I,18809,4_odd,27044,3,KNS08
8234.47499,0.00017,8234.4751,0.0006,37,Th I,24561,3_odd,32796,3,EHW03
-,-,8235.1559,0.0003,21878,Ar I,107132,1,115367,1_odd,95WHA
8235.64508,0.00004,8235.6456,0.0007,17,Th I,8111,4,16346,4_odd,EHW03
8237.3142,0.0003,8237.3145,0.0006,41,Th II,22642,9/2_odd,30879,7/2,EHW03
8240.39914,0.00007,8240.3989,0.0003,190,Th I,20322,5_odd,28562,4,KNS08
8242.15941,0.00005,8242.15956,0.00013,1000,Th I,13297,4,21539,4_odd,PE83
8242.51371,0.00013,8242.5134,0.0005,47,Th I,21890,3_odd,30132,2,EHW03
8243.60209,0.00003,8243.60206,0.00007,2900,Th I,0,2,8243,2_odd,PE83
8243.86697,0.00016,8243.8674,0.0006,31,Th I,24307,2_odd,32551,3,EHW03
8244.20179,0.00006,8244.20185,0.00011,1200,Th I,18011,5_odd,26255,4,PE83
8245.8340,0.0003,8245.832,0.003,0,Th I,22515,2,30761,3_odd,GBCZ74
8246.91010,0.00020,8246.9101,0.0003,141,Ar II,204114,3/2_odd,195867,3/2,95WHA
8248.81130,0.00003,8248.81150,0.00020,330,Th I,9804,5,18053,4_odd,KNS08
8249.96525,0.00011,8249.9649,0.0006,37,Th I,22508,2_odd,30758,2,EHW03
8253.29240,0.00011,8253.2924,0.0007,15,Th I,21165,3_odd,29418,2,EHW03
-,-,8253.7938,0.0003,31623,Ar I,105463,3,113717,3_odd,95WHA
8255.61495,0.00013,8255.6145,0.0007,13,Th I,24202,4_odd,32458,4,EHW03
8255.76535,0.00011,8255.7654,0.0003,160,Th I,20423,1_odd,28679,2,KNS08
8255.85033,0.00012,8255.8504,0.0005,67,Th I,23015,5_odd,31271,5,EHW03
8260.3020,0.0003,8260.3027,0.0006,35,Th II,17121,3/2_odd,25381,3/2,EHW03
8262.35277,0.00014,8262.3528,0.0004,130,Th I,24701,5_odd,32963,5,EHW03
8267.2166,0.0006,8267.2162,0.0005,46,Ar II,204134,3/2_odd,195867,3/2,95WHA
8269.3363,0.0003,8269.3363,0.0003,200,Ar II,204134,3/2_odd,195865,5/2,95WHA
8270.83395,0.00022,8270.8339,0.0004,120,Th II,6213,9/2,14484,11/2_odd,EHW03
8271.42224,0.00018,8271.4222,0.0004,140,Th II,9711,7/2,17983,5/2_odd,EHW03
8271.59782,0.00023,8271.5975,0.0006,43,Th I,26878,3_odd,35149,2,EHW03
8273.29814,0.00011,8273.297,0.003,280,Th I,21738,2_odd,30011,3,Z76
8274.22070,0.00015,8274.2210,0.0006,19,Th II,18214,3/2_odd,26488,5/2,EHW03
8274.36264,0.00016,8274.3625,0.0004,110,Th I,23655,4_odd,31929,3,EHW03
8277.3049,0.0003,8277.3049,0.0006,37,Th III,7176,2,15453,3_odd,EHW03
8278.64349,0.00015,8278.6450,0.0006,29,Th I,25442,3_odd,33721,2,EHW03
8278.94132,0.00007,8278.9412,0.0006,43,Th I,20566,4_odd,28845,4,EHW03
8279.53986,0.00007,8279.5394,0.0004,110,Th I,19948,4_odd,28227,4,KNS08
8284.38094,0.00019,8284.3798,0.0007,17,Th I,25321,3_odd,33606,2,EHW03
8285.09989,0.00011,8285.1010,0.0006,21,Th I,23916,4_odd,32201,5,EHW03
8285.2540,0.0014,8285.2537,0.0003,23000,Ne I,150316,2,158601,2_odd,HPA
8285.29160,0.00020,8285.2916,0.0004,49,Ar II,190507,3/2_odd,182222,3/2,95WHA
8286.78326,0.00011,8286.7829,0.0006,41,Th I,21594,3,29881,4_odd,EHW03
8288.09450,0.00022,8288.0942,0.0007,15,Th II,13818,7/2_odd,22106,5/2,EHW03
8288.54791,0.00018,8288.5472,0.0005,51,Th I,23752,2_odd,32041,2,EHW03
8288.57677,0.00024,8288.5770,0.0006,31,Th II,14545,5/2_odd,22834,7/2,EHW03
8289.14630,0.00020,8289.1463,0.0007,31,Ar II,190511,5/2_odd,182222,3/2,95WHA
8289.67880,0.00008,8289.680,0.003,280,Th I,15970,3,24259,4_odd,Z76
8290.2689,0.0004,8290.2689,0.0010,24,Ar II,200624,1/2,192333,1/2_odd,95WHA
8290.68603,0.00010,8290.6874,0.0006,21,Th I,11241,3_odd,19532,4,EHW03
8292.77604,0.00015,8292.7769,0.0006,27,Th I,20054,2,28347,2_odd,EHW03
8292.84016,0.00020,8292.8397,0.0006,21,Th I,21668,1_odd,29961,1,EHW03
8295.61507,0.00013,8295.6148,0.0006,43,Th I,22248,2_odd,30544,2,EHW03
8296.15047,0.00012,8296.1512,0.0006,39,Th I,18699,2,26995,3_odd,EHW03
8298.96244,0.00018,8298.9626,0.0006,31,Th I,26790,4_odd,35089,3,EHW03
8300.75718,0.00021,8300.7564,0.0005,57,Th II,8605,5/2,16906,7/2_odd,EHW03
8301.34732,0.00009,8301.3468,0.0006,39,Th I,22669,3_odd,30971,4,EHW03
8304.58764,0.00005,8304.5878,0.0006,29,Th I,19039,2_odd,27343,3,EHW03
8305.00569,0.00009,8305.00560,0.00020,290,Th I,17398,3,25703,2_odd,KNS08
-,-,8312.5929,0.0003,2399,Ar I,107054,0,115367,1_odd,95WHA
8317.12892,0.00004,8317.1286,0.0005,61,Th I,12847,3,21165,3_odd,EHW03
8318.08008,0.00005,8318.08005,0.00006,3800,Th I,16346,4_odd,24664,3,PE83
8318.54058,0.00010,8318.54065,0.00018,560,Th I,15863,2,24182,2_odd,PE83
8319.99840,0.00014,8319.9986,0.0003,300,Th I,23306,6_odd,31626,5,PE83
8320.32449,0.00010,8320.3247,0.0005,63,Th I,19532,4,27852,5_odd,EHW03
8322.8194,0.0004,8322.813,0.003,0,Th II,7001,3/2,15324,1/2_odd,GBCZ74
8325.60026,0.00017,8325.6002,0.0003,640,Th II,4146,7/2,12472,5/2_odd,EHW03
8325.98079,0.00016,8325.9809,0.0006,39,Th I,23603,2_odd,31929,3,EHW03
8326.92409,0.00005,8326.9234,0.0006,37,Th I,18053,4_odd,26380,5,EHW03
8327.93264,0.00023,8327.9324,0.0006,29,Th I,24981,3_odd,33309,2,EHW03
8329.69756,0.00017,8329.6977,0.0006,25,Th I,24769,3_odd,33099,3,EHW03
8331.3295,0.0003,8331.3318,0.0006,19,Th I,26113,2_odd,34444,2,EHW03
8332.5745,0.0014,8332.572,0.004,5,Ne I,159535,1_odd,167867,0,SBS
8333.4350,0.0016,8333.4360,0.0014,18,Ne I,162518,1,170851,1_odd,SBS
8339.3530,0.0014,8339.356,0.006,12,Ne II,294086,3/2_odd,302425,3/2,Q94
8340.51222,0.00015,8340.5111,0.0006,25,Th I,23655,4_odd,31995,4,EHW03
8341.5411,0.0014,8341.5401,0.0010,7400,Ne I,151038,1,159380,0_odd,SBS
8341.71128,0.00010,8341.71135,0.00010,1600,Th II,4146,7/2,12488,9/2_odd,PE83
8344.87064,0.00009,8344.8699,0.0005,49,Th I,22163,4_odd,30508,5,EHW03
8345.0499,0.0003,8345.0498,0.0005,83,Th II,15786,5/2,24132,3/2_odd,EHW03
8345.1138,0.0015,8345.1142,0.0021,20,Ne I,162518,1,170863,2_odd,SBS
8347.73488,0.00007,8347.7349,0.0006,39,Th I,20214,3_odd,28562,4,EHW03
8348.65005,0.00023,8348.6502,0.0005,49,Th II,16033,5/2_odd,24381,7/2,EHW03
8349.04946,0.00015,8349.0498,0.0005,75,Th I,24202,4_odd,32551,3,EHW03
8357.81909,0.00012,8357.8195,0.0005,53,Th I,23655,4_odd,32012,4,EHW03
8358.81492,0.00021,8358.8170,0.0004,130,Th I,26723,6_odd,35082,6,EHW03
8358.81802,0.00018,8358.8170,0.0004,130,Th II,4113,5/2,12472,5/2_odd,EHW03
8361.18683,0.00011,8361.1875,0.0006,31,Th I,22396,1_odd,30758,2,EHW03
8361.79130,0.00015,8361.7914,0.0006,35,Th I,18699,2,27061,2_odd,EHW03
8364.22934,0.00016,8364.2292,0.0005,51,Th I,24850,6_odd,33214,5,EHW03
8364.46547,0.00009,8364.46553,0.00015,750,Th I,19227,6_odd,27591,5,PE83
8368.28438,0.00008,8368.2844,0.0005,69,Th I,20566,4_odd,28934,3,EHW03
8369.12259,0.00021,8369.1213,0.0008,38,Th I,14032,2_odd,22401,1,KNS08
8369.16164,0.00005,8369.16163,0.00007,2900,Th I,18011,5_odd,26380,5,PE83
-,-,8370.2077,0.0003,1820,Ar I,111818,1_odd,120188,1,95WHA
-,-,8370.6203,0.0003,3236,Ar I,111818,1_odd,120189,2,95WHA
8371.42701,0.00006,8371.42703,0.00011,1200,Th I,15618,3_odd,23990,2,PE83
8372.32441,0.00017,8372.3251,0.0005,71,Th II,4113,5/2,12485,7/2_odd,EHW03
8372.47127,0.00004,8372.47113,0.00007,2800,Th I,2869,3,11241,3_odd,PE83
8373.6633,0.0006,8373.6631,0.0006,251,Ne II,281998,5/2,290371,5/2_odd,Q94
8376.8828,0.0003,8376.8832,0.0006,37,Th II,20969,7/2_odd,29345,5/2,EHW03
8377.02675,0.00013,8377.0262,0.0007,13,Th I,23916,4_odd,32293,5,EHW03
8381.47695,0.00005,8381.4764,0.0006,43,Th I,18809,4_odd,27191,5,EHW03
8383.30651,0.00013,8383.3069,0.0005,73,Th I,19588,5_odd,27971,5,EHW03
8387.5952,0.0004,8387.5955,0.0007,15,Th I,27948,4_odd,36336,3,EHW03
8389.37103,0.00010,8389.3710,0.0003,210,Th I,22163,4_odd,30552,4,KNS08
8392.94660,0.00015,8392.9465,0.0003,440,Th II,10855,7/2,19248,5/2_odd,EHW03
8393.41852,0.00012,8393.4192,0.0006,29,Th I,22877,5_odd,31271,5,EHW03
8393.6382,0.0003,8393.6390,0.0006,31,Th I,24880,1_odd,33273,1,EHW03
8394.10812,0.00005,8394.1082,0.0005,73,Th I,19948,4_odd,28342,5,EHW03
8397.68118,0.00010,8397.6809,0.0005,61,Th I,19273,2,27670,3_odd,EHW03
8398.5199,0.0003,8398.5198,0.0006,21,Th II,12570,7/2,20969,7/2_odd,EHW03
8401.17915,0.00007,8401.17910,0.00020,340,Th I,13847,2,22248,2_odd,KNS08
-,-,8403.4399,0.0003,631,Ar I,106238,2,114641,2_odd,95WHA
8404.63374,0.00005,8404.6337,0.0004,170,Th I,12847,3,21252,2_odd,EHW03
8408.96029,0.00012,8408.9594,0.0005,63,Th I,23306,6_odd,31715,6,EHW03
8410.00037,0.00008,8409.9999,0.0005,53,Th I,19948,4_odd,28358,3,EHW03
8410.90009,0.00010,8410.9002,0.0004,140,Th I,22141,3_odd,30552,4,EHW03
8411.99759,0.00005,8411.99762,0.00014,850,Th I,11802,2,20214,3_odd,PE83
-,-,8412.0357,0.0003,1000,Ar I,111818,1_odd,120230,2,95WHA
8413.24190,0.00005,8413.2422,0.0004,120,Th I,15618,3_odd,24032,4,KNS08
8413.44768,0.00005,8413.4505,0.0007,13,Th I,18930,3_odd,27343,3,EHW03
8414.56747,0.00017,8414.5672,0.0007,13,Th I,25306,2_odd,33721,2,EHW03
-,-,8415.2092,0.0004,126,Ar I,112750,4_odd,121165,3,95WHA
8416.19107,0.00011,8416.1908,0.0004,120,Th I,19532,4,27948,4_odd,EHW03
8418.8548,0.0003,8418.8548,0.0003,166,Ar II,192333,1/2_odd,183915,1/2,95WHA
8419.01699,0.00012,8419.0171,0.0004,180,Th I,22338,3_odd,30758,2,EHW03
8419.3184,0.0011,8419.318,0.003,1000,Th I,30017,3_odd,38436,2,GBCZ74
8419.55994,0.00009,8419.5597,0.0003,170,Th I,13175,4_odd,21594,3,KNS08
8421.27235,0.00018,8421.2738,0.0006,29,Th I,23741,1_odd,32162,2,EHW03
8421.84760,0.00007,8421.8477,0.0005,51,Th I,17501,5_odd,25923,4,EHW03
8423.45369,0.00015,8423.45370,0.00020,310,Th I,25180,7_odd,33603,6,KNS08
8423.67804,0.00006,8423.6797,0.0006,39,Th I,15493,4,23916,4_odd,EHW03
8424.36465,0.00019,8424.365,0.003,0,Th I,22465,0_odd,30889,1,GBCZ74
8425.38985,0.00015,8425.3898,0.0003,310,Th II,15305,9/2,23730,9/2_odd,PE83
8426.37899,0.00004,8426.37891,0.00008,2200,Th I,3687,2,12114,2_odd,PE83
8427.55532,0.00023,8427.5560,0.0005,57,Th I,24981,3_odd,33408,3,EHW03
8427.83690,0.00011,8427.8373,0.0004,120,Th I,19713,3,28140,4_odd,EHW03
8428.4940,0.0008,8428.4940,0.0008,104,Ne II,282375,3/2,290803,1/2_odd,Q94
8430.54667,0.00006,8430.54661,0.00016,710,Th I,14206,4_odd,22637,3,PE83
8432.23853,0.00019,8432.2379,0.0007,15,Th II,13250,5/2,21682,7/2_odd,EHW03
8432.9409,0.0003,8432.9400,0.0007,15,Th I,23481,1_odd,31914,1,EHW03
8434.03827,0.00019,8434.0378,0.0007,15,Th II,13248,9/2,21682,7/2_odd,EHW03
8434.30511,0.00007,8434.3029,0.0006,35,Th I,13962,1,22396,1_odd,EHW03
8435.18891,0.00021,8435.1911,0.0006,23,Th I,18069,3_odd,26504,2,EHW03
8437.07791,0.00022,8437.0777,0.0007,11,Th I,26645,5_odd,35082,6,EHW03
8437.71304,0.00017,8437.7136,0.0005,59,Th I,23603,2_odd,32041,2,EHW03
8439.20625,0.00017,8439.2064,0.0005,91,Th II,8378,7/2_odd,16818,7/2,EHW03
8442.0423,0.0003,8442.0433,0.0006,37,Th II,20989,9/2_odd,29431,7/2,EHW03
8443.26078,0.00013,8443.2600,0.0007,11,Th I,23093,2_odd,31537,3,EHW03
8443.85882,0.00009,8443.8587,0.0005,77,Th I,15863,2,24307,2_odd,EHW03
8445.4112,0.0005,8445.4112,0.0006,35,Th I,32503,2_odd,40949,3,EHW03
8445.64589,0.00006,8445.6460,0.0004,150,Th I,19588,5_odd,28034,5,EHW03
8446.36861,0.00014,8446.3681,0.0006,41,Th I,18549,2,26995,3_odd,EHW03
8447.24766,0.00005,8447.2473,0.0005,81,Th I,16217,2_odd,24664,3,EHW03
8449.39156,0.00011,8449.3922,0.0006,25,Th I,22877,5_odd,31326,4,EHW03
8450.96278,0.00010,8450.96264,0.00020,430,Th I,15970,3,24421,3_odd,KNS08
8451.03142,0.00005,8451.03119,0.00013,1000,Th I,13088,3,21539,4_odd,PE83
8452.50129,0.00014,8452.50130,0.00020,270,Th I,17073,1,25526,1_odd,KNS08
8454.41378,0.00010,8454.4143,0.0005,75,Th I,16217,2_odd,24671,2,EHW03
8456.03651,0.00009,8456.03650,0.00019,530,Th I,19817,1_odd,28273,2,PE83
8456.60737,0.00012,8456.6073,0.0005,81,Th I,22508,2_odd,30964,3,EHW03
8456.84482,0.00003,8456.851,0.003,310,Th I,7280,2,15736,1_odd,Z76
8458.52668,0.00018,8458.528,0.003,0,Th I,20054,2,28513,2_odd,GBCZ74
8458.96320,0.00011,8458.9633,0.0005,83,Th I,20423,1_odd,28882,2,EHW03
8463.70543,0.00009,8463.7055,0.0004,140,Th I,19516,2_odd,27980,3,EHW03
8464.2505,0.0004,8464.2504,0.0007,15,Th I,21176,1,29640,1_odd,EHW03
8464.32960,0.00011,8464.3297,0.0007,15,Th I,20214,3_odd,28679,2,EHW03
8466.17078,0.00020,8466.1710,0.0006,19,Th II,12219,3/2,20686,5/2_odd,EHW03
8467.01079,0.00014,8467.01079,0.00014,910,Th III,10542,4,19009,5_odd,PE83
8468.94382,0.00003,8468.94359,0.00011,1300,Th I,5563,1,14032,2_odd,PE83
8469.30693,0.00010,8469.30670,0.00020,290,Th I,21903,7_odd,30372,6,KNS08
8470.74435,0.00010,8470.7444,0.0005,47,Th I,13175,4_odd,21645,4,EHW03
8471.30066,0.00010,8471.3002,0.0007,15,Th I,11241,3_odd,19713,3,EHW03
8476.31057,0.00017,8476.3114,0.0007,15,Th I,25355,4_odd,33831,4,EHW03
8477.24164,0.00014,8477.2411,0.0005,65,Th I,24259,4_odd,32737,5,EHW03
8477.54237,0.00008,8477.5427,0.0005,89,Th I,19503,3_odd,27980,3,EHW03
8479.10602,0.00012,8479.1064,0.0006,19,Th I,17398,3,25877,4_odd,EHW03
8479.17087,0.00006,8479.1712,0.0006,43,Th I,17411,3_odd,25890,2,EHW03
8479.5230,0.0014,8479.5228,0.0010,3200,Ne I,150122,1,158601,2_odd,SBS
8480.1312,0.0014,8480.1306,0.0010,13000,Ne I,150316,2,158796,1_odd,SBS
8483.79870,0.00018,8483.7978,0.0008,9,Th I,14032,2_odd,22515,2,EHW03
8485.8310,0.0005,8485.8318,0.0006,31,Th I,33800,3_odd,42286,3,EHW03
8486.98266,0.00020,8486.9832,0.0005,91,Th I,16351,0,24838,1_odd,EHW03
8488.4279,0.0003,8488.4299,0.0008,7,Th I,26384,4_odd,34873,4,EHW03
8488.7177,0.0003,8488.7171,0.0006,41,Th I,27971,5,36460,6_odd,EHW03
8489.22650,0.00017,8489.22629,0.00024,370,Th II,9238,9/2_odd,17727,11/2,PE83
8490.12525,0.00007,8490.12515,0.00018,750,Th I,10783,2_odd,19273,2,KNS08
8491.5402,0.0006,8491.537,0.003,0,Th I,25806,1_odd,34298,1,GBCZ74
8491.90881,0.00012,8491.9092,0.0005,51,Th I,23521,3_odd,32012,4,EHW03
8494.16900,0.00020,8494.1690,0.0003,78,Ar II,157673,5/2_odd,149179,7/2,95WHA
8496.1672,0.0014,8496.1668,0.0004,15000,Ne I,151038,1,159535,1_odd,HPA
8496.26800,0.00011,8496.2684,0.0004,100,Th I,20922,2_odd,29418,2,EHW03
8499.96235,0.00020,8499.9632,0.0005,47,Th I,20922,2_odd,29422,1,EHW03
8500.6045,0.0005,8500.605,0.003,9,Ar II,196090,5/2_odd,187589,5/2,95WHA
8500.6915,0.0005,8500.6929,0.0007,17,Th I,29881,4_odd,38382,3,EHW03
8503.04976,0.00009,8503.0495,0.0005,71,Th I,13962,1,22465,0_odd,EHW03
8503.9059,0.0005,8503.9058,0.0010,21,Ar II,199447,1/2,190943,1/2_odd,95WHA
8507.7775,0.0004,8507.7780,0.0006,41,Th II,18118,3/2,26626,1/2_odd,EHW03
8507.7790,0.0003,8507.7780,0.0006,41,Th I,29050,5_odd,37558,4,EHW03
8509.96620,0.00017,8509.9653,0.0006,29,Th I,25321,3_odd,33831,4,EHW03
8510.9613,0.0021,8510.955,0.003,0,Th II,54169,7/2,62680,9/2_odd,GBCZ74
8511.08497,0.00012,8511.083,0.003,310,Th I,19273,2,27784,2_odd,Z76
8512.15930,0.00020,8512.1593,0.0014,13,Ar II,190106,3/2_odd,181594,5/2,95WHA
8515.77828,0.00022,8515.7786,0.0005,75,Th II,8605,5/2,17121,3/2_odd,EHW03
8517.44508,0.00008,8517.4447,0.0006,31,Th I,15863,2,24381,2_odd,EHW03
8517.8231,0.0003,8517.8225,0.0006,19,Th I,26878,3_odd,35395,2,EHW03
-,-,8520.4697,0.0003,2089,Ar I,111668,0_odd,120188,1,95WHA
8523.29942,0.00007,8523.2999,0.0005,65,Th I,20322,5_odd,28845,4,EHW03
8523.30104,0.00006,8523.2999,0.0005,65,Th I,14465,2_odd,22988,2,EHW03
8527.1536,0.0004,8527.151,0.003,0,Th I,26878,3_odd,35405,3,GBCZ74
8527.70026,0.00008,8527.7012,0.0004,140,Th I,19039,2_odd,27566,2,EHW03
8528.28157,0.00023,8528.2811,0.0006,29,Th I,16351,0,24880,1_odd,EHW03
8528.4832,0.0003,8528.4843,0.0007,11,Th I,29733,5_odd,38261,5,EHW03
8529.63663,0.00018,8529.6364,0.0003,210,Th I,19817,1_odd,28346,1,KNS08
8529.7636,0.0003,8529.7636,0.0005,47,Ar II,196119,7/2_odd,187589,5/2,95WHA
-,-,8530.4605,0.0003,4074,Ar I,105617,2,114148,1_odd,95WHA
8530.9067,0.0004,8530.9061,0.0006,25,Th I,33214,5,41745,4_odd,EHW03
8531.7816,0.0003,8531.7813,0.0006,25,Th III,4676,2,13208,2_odd,EHW03
8533.29726,0.00017,8533.2971,0.0005,47,Th II,9585,5/2_odd,18118,3/2,EHW03
8534.53823,0.00016,8534.5380,0.0005,79,Th I,20054,2,28589,3_odd,EHW03
8535.75671,0.00006,8535.7565,0.0003,230,Th I,17354,1_odd,25890,2,KNS08
8537.76151,0.00016,8537.7603,0.0007,13,Th I,24561,3_odd,33099,3,EHW03
-,-,8538.314,0.003,9,Ar I,114148,1_odd,122686,1,95WHA
-,-,8538.6626,0.0013,42,Ar I,114148,1_odd,122686,2,95WHA
8541.28210,0.00013,8541.2827,0.0005,55,Th I,23916,4_odd,32458,4,EHW03
8541.2821,0.0007,8541.2827,0.0005,55,Th I,31716,5_odd,40257,4,EHW03
8542.14868,0.00004,8542.14858,0.00006,4300,Th I,15490,5_odd,24032,4,PE83
8543.13848,0.00023,8543.1390,0.0006,29,Th II,19050,3/2_odd,27593,5/2,EHW03
8545.52669,0.00006,8545.5267,0.0003,220,Th I,13962,1,22508,2_odd,KNS08
8547.84710,0.00021,8547.8469,0.0006,27,Th II,18214,3/2_odd,26762,3/2,EHW03
8548.13322,0.00011,8548.1336,0.0005,93,Th I,17959,4,26508,3_odd,EHW03
8548.85003,0.00018,8548.8499,0.0004,210,Th I,21738,2_odd,30286,1,EHW03
8549.05463,0.00007,8549.0549,0.0005,65,Th I,13847,2,22396,1_odd,EHW03
8551.73610,0.00023,8551.7359,0.0006,27,Th I,22877,1_odd,31429,1,EHW03
8553.4411,0.0014,8553.4403,0.0010,2800,Ne I,152971,0,161524,1_odd,SBS
-,-,8553.7327,0.0003,447,Ar I,106087,1,114641,2_odd,95WHA
8557.17032,0.00010,8557.1708,0.0005,75,Th I,15863,2,24421,3_odd,EHW03
8557.3627,0.0007,8557.3628,0.0006,204,Ne II,283894,1/2,292451,3/2_odd,Q94
8558.82636,0.00018,8558.8269,0.0005,77,Th I,23603,2_odd,32162,2,EHW03
-,-,8560.3871,0.0005,240,Ar I,114148,1_odd,122708,2,95WHA
8560.54459,0.00010,8560.5447,0.0006,37,Th I,18699,2,27260,3_odd,EHW03
8560.84310,0.00020,8560.8431,0.0011,21,Ar II,195031,5/2_odd,186470,3/2,95WHA
8562.45877,0.00021,8562.4584,0.0006,25,Th I,20737,1_odd,29299,0,EHW03
8564.08728,0.00011,8564.0866,0.0006,21,Th I,18431,3,26995,3_odd,EHW03
8565.33096,0.00018,8565.3299,0.0006,41,Th I,21594,3,30160,4_odd,EHW03
-,-,8567.5826,0.0003,21380,Ar I,106238,2,114805,2_odd,95WHA
8568.36891,0.00008,8568.36889,0.00012,1100,Th I,16346,4_odd,24915,3,PE83
8571.83984,0.00011,8571.8400,0.0004,200,Th I,22399,5_odd,30971,4,EHW03
8573.11792,0.00009,8573.1179,0.0003,210,Th I,19039,2_odd,27612,3,KNS08
8574.87813,0.00015,8574.8777,0.0005,110,Th I,20522,2_odd,29097,1,KNS08
8575.99860,0.00017,8575.9986,0.0006,41,Th I,22669,3_odd,31245,2,EHW03
8576.53573,0.00025,8576.5364,0.0006,21,Th II,21297,5/2_odd,29873,7/2,EHW03
8577.50255,0.00017,8577.5027,0.0006,43,Th II,6213,9/2,14790,7/2_odd,EHW03
8579.03606,0.00016,8579.0361,0.0006,29,Th I,24202,4_odd,32781,4,EHW03
8580.7434,0.0003,8580.7442,0.0006,37,Th I,26995,3_odd,35576,3,EHW03
8582.33821,0.00020,8582.3387,0.0005,55,Th II,11576,3/2_odd,20158,5/2,EHW03
8582.44627,0.00010,8582.4468,0.0005,85,Th I,21252,2_odd,29835,3,EHW03
8582.5252,0.0003,8582.5250,0.0010,22,Ar II,199525,3/2,190943,1/2_odd,95WHA
8582.5976,0.0003,8582.5976,0.0005,35,Ar II,158730,5/2_odd,150148,5/2,95WHA
-,-,8584.3880,0.0013,15,Ar I,106238,2,114822,3_odd,95WHA
8584.8868,0.0009,8584.8869,0.0009,96,Ne II,281998,5/2,290583,3/2_odd,Q94
8587.83333,0.00008,8587.8338,0.0005,81,Th I,17166,5,25753,5_odd,EHW03
8589.90106,0.00012,8589.9011,0.0006,27,Th I,21143,5,29733,5_odd,EHW03
8591.23420,0.00005,8591.2341,0.0004,110,Th I,18930,3_odd,27521,4,EHW03
8591.30056,0.00008,8591.3007,0.0005,81,Th I,21165,3_odd,29756,4,EHW03
8591.55595,0.00007,8591.5560,0.0003,220,Th I,15970,3,24561,3_odd,KNS08
8592.69938,0.00008,8592.69930,0.00020,420,Th I,13297,4,21890,3_odd,KNS08
8594.37037,0.00024,8594.3706,0.0005,85,Th I,20054,2,28649,1_odd,EHW03
8594.65460,0.00020,8594.6549,0.0004,200,Th II,10379,9/2,18973,7/2_odd,EHW03
8595.74686,0.00012,8595.7467,0.0006,23,Th I,22669,3_odd,31265,3,EHW03
8598.0929,0.0003,8598.087,0.003,0,Th I,23355,3,31953,4_odd,GBCZ74
8604.83665,0.00009,8604.8368,0.0003,210,Th I,13297,4,21902,4_odd,KNS08
8605.37827,0.00004,8605.37819,0.00010,1500,Th I,14032,2_odd,22637,3,PE83
8607.04855,0.00006,8607.0493,0.0004,120,Th I,21077,5_odd,29684,5,EHW03
8607.8817,0.0014,8607.8818,0.0004,13000,Ne I,150772,1,159380,0_odd,HPA
8608.45153,0.00011,8608.4514,0.0004,170,Th I,19532,4,28140,4_odd,PE83
8610.1776,0.0006,8610.1777,0.0016,14,Ar II,208592,3/2_odd,199982,3/2,95WHA
8610.97469,0.00003,8610.9738,0.0004,140,Th I,8800,4,17411,3_odd,KNS08
8613.69790,0.00018,8613.6982,0.0006,39,Th I,24182,2_odd,32796,3,EHW03
8614.26967,0.00007,8614.2697,0.0003,260,Th I,19948,4_odd,28562,4,PE83
8616.40729,0.00011,8616.4071,0.0005,71,Th I,22141,3_odd,30758,2,EHW03
8617.1889,0.0014,8617.1887,0.0010,2600,Ne I,150917,0,159535,1_odd,SBS
8617.76714,0.00013,8617.7668,0.0007,17,Th I,18699,2,27317,3_odd,EHW03
8617.94309,0.00017,8617.9430,0.0006,19,Th I,21668,1_odd,30286,1,EHW03
8620.56184,0.00005,8620.5618,0.0005,67,Th I,11802,2,20423,1_odd,EHW03
8621.31529,0.00006,8621.31528,0.00008,2600,Th I,16783,4_odd,25405,4,PE83
8622.1666,0.0003,8622.170,0.004,0,Th II,16818,7/2,25440,5/2_odd,ZC74
8624.9109,0.0004,8624.9111,0.0006,41,Th I,32023,5_odd,40648,4,EHW03
8625.80162,0.00011,8625.80150,0.00020,470,Th I,16554,6,25180,7_odd,KNS08
8629.59179,0.00013,8629.592,0.003,320,Th I,17073,1,25703,2_odd,Z76
8629.72811,0.00014,8629.7288,0.0006,41,Th I,18431,3,27061,2_odd,EHW03
8630.63516,0.00007,8630.6351,0.0006,41,Th I,20214,3_odd,28845,4,EHW03
8631.19414,0.00017,8631.1940,0.0005,79,Th I,22399,5_odd,31030,5,EHW03
8632.24166,0.00010,8632.2412,0.0004,110,Th I,22338,3_odd,30971,4,EHW03
-,-,8632.9256,0.0003,389,Ar I,113020,3_odd,121653,4,95WHA
8633.33444,0.00011,8633.3346,0.0004,200,Th I,19817,1_odd,28450,1,EHW03
