run_key,n_shots,utc_first,utc_last
221216_V40_3754057352_SoloMZI_30sep_T1p5ms,75,2022-12-16T23:31:34.428000Z,2022-12-17T01:25:38.556000Z
221216_V40_3754057715_SoloMZI_30sep_T2p0ms,93,2022-12-17T01:27:36.628000Z,2022-12-21T19:13:11.697000Z
221216_W41_3753999170_KSL8ARP_22to11_KRep_v12,26,2022-12-16T02:27:34.581000Z,2022-12-16T03:03:03.987000Z
221216_W41_3754002728_KRb_RbuWARP_v15,37,2022-12-21T20:46:45.394000Z,2022-12-21T23:21:18.615000Z
221216_W41_3754060608_KRb_RbuWARP_22to21_v1,27,2022-12-21T21:18:49.613000Z,2022-12-21T22:51:44.513000Z
221219_V41_3754323376_MixtureTransport_80ms_NSO,19,2022-12-19T22:34:14.789000Z,2022-12-20T00:12:21.177000Z
221220_V41_3754341405_MixtureTransport_80ms_NSO_v2,7,2022-12-21T20:21:40.636000Z,2022-12-21T20:34:19.920000Z
221221_A41_3754505851_MixtureTransport_80ms_NSO_vDKtest,4,2022-12-21T23:49:44.151000Z,2022-12-21T23:58:56.822000Z
221221_W41_3754506625_KRb_RbuWARP_22to21_v4,43,2022-12-22T00:04:24.697000Z,2022-12-22T01:34:58.169000Z
221221_W41_3754506962_KRb_RbuWARP_v16,37,2022-12-22T01:38:59.442000Z,2022-12-22T03:02:00.426000Z
221222_A41_3754513491_80ms_transport_Notion_a_KTimg,5,2022-12-22T19:21:06.379000Z,2022-12-22T19:28:36.600000Z
221222_A41_3754513790_80ms_transport_Notion_a_KTall,5,2022-12-22T19:30:21.911000Z,2022-12-22T19:37:32.046000Z
221222_A41_3754582261_MixtureTransport_80ms_NSO_test,5,2022-12-22T19:50:07.359000Z,2022-12-22T19:58:15.974000Z
221222_A41_3754582573_MixtureTransport_80ms_NSO_test_v2,5,2022-12-22T20:00:27.552000Z,2022-12-22T20:07:07.647000Z
221222_V41_3754582875_MixtureTransport_80ms_NSO,54,2022-12-22T20:12:52.775000Z,2022-12-22T21:44:48.822000Z
221222_V41_3754583885_MixtureTransport_160ms_slow_NSO,20,2022-12-22T21:45:55.185000Z,2022-12-22T22:16:16.218000Z
221222_X00_3754571215ramp12AsloshKonlyV2,117,2022-12-22T22:19:37.912000Z,2022-12-23T01:14:16.035000Z
221222_X00_3754572259ramp12BsloshKonlyV1,75,2022-12-23T02:07:02.567000Z,2022-12-23T23:59:04.674000Z
221223_V41_3754600398_MixtureTransport_160ms_slow_NSO_v2,29,2022-12-23T01:21:08.714000Z,2022-12-23T02:03:19.449000Z
230105_Z31_3755781828FeshTrap_mwtestv6,96,2023-01-19T01:04:50.914000Z,2023-01-19T03:04:08.299000Z
230109_Z31_3756151746FeshTrap_mwtestv7a,36,2023-01-19T00:04:18.702000Z,2023-01-19T01:02:28.899000Z
230113_W41_3756415132_KRb_KuWARP_outcouple_to21_v5,3,2023-01-17T23:50:18.892000Z,2023-01-17T23:59:12.142000Z
230119_V41_3757013797_Notion_230109_0p06Hold_Exp1b,41,2023-01-19T23:50:39.336000Z,2023-01-20T01:06:26.429000Z
230119_V41_3757014081_Notion_230109_0p08Hold_Exp1c,16,2023-01-20T01:55:06.171000Z,2023-01-20T02:24:40.859000Z
230120_V41_3757022336_Notion_230109_5msHold_Exp2e,8,2023-01-20T02:49:10.169000Z,2023-01-20T03:09:18.357000Z
230120_V41_3757022525_Notion_230109_3p5msHold_Exp2d,4,2023-01-20T02:33:10.239000Z,2023-01-20T02:42:36.062000Z
230123_V41_3757328963_Notion_230109_0msHold_Exp2a,16,2023-01-25T23:00:13.274000Z,2023-01-25T23:21:21.167000Z
230123_V41_3757329439_Notion_230109_1msHold_Exp2b,14,2023-01-25T23:51:59.693000Z,2023-01-26T00:11:00.782000Z
230124_V41_3757378161_Notion_230109_1msHold_Exp2c,16,2023-01-26T00:11:35.490000Z,2023-01-26T00:31:06.347000Z
230124_V41_3757378263_Notion_230109_1msHold_Exp2d,16,2023-01-26T00:32:20.024000Z,2023-01-26T00:50:05.188000Z
230124_V41_3757378386_Notion_230109_1msHold_Exp2e,16,2023-01-26T00:51:00.433000Z,2023-01-26T01:09:21.817000Z
230124_X00_3757436305amp12E_Rb_K_HRC_tSlosh,196,2023-01-25T00:35:38.591000Z,2023-01-25T22:44:45.247000Z
230126_V41_3757603406_mixture_interpolated80msTransport_1ms_steps_v1,59,2023-01-26T19:11:14.040000Z,2023-01-27T00:59:09.694000Z
230126_V41_3757604851_mixture_interpolated80msTransport_5ms_steps_v1,44,2023-01-26T21:09:01.606000Z,2023-01-26T22:05:58.567000Z
230126_V41_3757605083_mixture_interpolated80msTransport_5ms_steps_v0,4,2023-01-26T21:03:54.068000Z,2023-01-26T21:08:08.927000Z
230126_V41_3757605327_mixture_interpolated80msTransport_1ms_steps_v0,5,2023-01-26T20:56:39.828000Z,2023-01-26T21:02:42.102000Z
230126_W41_3757614720_KRb_KuWARP_22to11_v8,77,2023-01-26T22:15:34.004000Z,2023-01-27T00:08:50.967000Z
230126_W41_3757621310_KRb_KSl9_22to21_v4,119,2023-01-27T01:03:44.092000Z,2023-01-27T03:16:50.467000Z
230127_Z31_3757691641FeshTrap_mwARPv2,28,2023-01-27T21:06:01.291000Z,2023-01-27T23:55:41.086000Z
230127_Z31_3757692002FeshTrap_nomwBaseline,25,2023-01-27T21:22:19.967000Z,2023-01-27T23:57:19.064000Z
230222_V41_3759870128_evapTrap_delayedSwitchOff_0.05ms,32,2023-03-01T22:48:25.225000Z,2023-03-03T23:11:44.267000Z
230222_V41_3759870354_evapTrap_delayedSwitchOff_0.04ms_v2,20,2023-03-01T23:14:36.169000Z,2023-03-01T23:51:10.692000Z
230222_V41_3759952909_evapTrap_smoothSwitchOff_1,19,2023-03-01T23:51:48.013000Z,2023-03-03T23:15:11.094000Z
230222_V41_3759953635_evapTrap_smoothSwitchOff_2,23,2023-03-02T00:21:54.473000Z,2023-03-04T00:07:52.960000Z
230223_V41_3760028721_evapTrap_smoothSwitchOff_3,19,2023-03-04T00:24:21.197000Z,2023-03-04T01:12:01.055000Z
230301_X00_3760545414ramp12BsloshKonlyV2,116,2023-03-01T20:23:36.213000Z,2023-03-01T22:45:57.154000Z
230302_V41_3760563523_evapTrap_smoothSwitchOff_1,21,2023-03-03T22:37:42.017000Z,2023-03-04T00:23:50.902000Z
230302_V41_3760563637_evapTrap_smoothSwitchOff_2,2,2023-03-03T23:40:48.610000Z,2023-03-03T23:42:19.533000Z
230302_V41_3760564878_mixture_transport_51m,58,2023-03-07T00:41:47.938000Z,2023-03-07T03:05:49.473000Z
230303_W31_3760648053_RF_Ramsey_center_trap__v1,31,2023-03-03T02:20:48.801000Z,2023-03-04T02:36:56.387000Z
230404_Y04_3763498351_ZHaB6_300dRF30_TOF2,8,2023-04-05T01:52:46.560000Z,2023-04-05T02:01:25.969000Z
230404_Y08_3763498060_ZHaB6_374dRF30_TOFsg2,4,2023-04-05T01:46:15.976000Z,2023-04-05T01:49:55.793000Z
230404_Y26_3763494081_ZHaB6_374tof26ms_dRF2,20,2023-04-05T00:03:14.841000Z,2023-04-05T00:25:22.223000Z
230404_Y26_3763495723_ZHaB6_375tof26ms_dRF3,17,2023-04-05T01:04:28.938000Z,2023-04-05T01:24:18.711000Z
230404_Y26_3763495879_ZHaB6_375tof26ms_dRF4,12,2023-04-05T01:29:17.353000Z,2023-04-05T01:44:44.394000Z
230405_V40_3763511370_SoloMZI_30sep_T3p0ms,115,2023-04-06T00:59:10.282000Z,2023-05-01T19:56:18.523000Z
230405_V40_3763511916_SoloMZI_30sep_T4p0ms,78,2023-05-01T19:58:28.097000Z,2023-05-01T21:31:38.192000Z
230405_V40_3763512665_SoloMZI_30sep_T5p0ms,78,2023-05-01T21:34:05.483000Z,2023-05-01T23:18:42.192000Z
230515_W31_3767036745_2ndpulse_BECtrap_10mstBF_DRFARP_v3,56,2023-05-17T01:39:43.769000Z,2023-05-17T02:30:01.944000Z
230516_V39_3767104563_intrap_DKC_RFevap_thold_4msTOF,6,2023-05-17T01:13:52.839000Z,2023-05-17T01:32:21.405000Z
230519_V39_3767359152_intrap_DKC_RFevap_BECtest,56,2023-05-19T19:41:29.177000Z,2023-05-19T20:51:41.020000Z
230519_V39_3767375075_intrap_DKC_BEC_RFevap_thold_4msTOF,37,2023-05-19T22:16:51.648000Z,2023-05-19T23:01:04.175000Z
230519_V39_3767379790_intrap_DKC_BEC_RFevap_thold_6msTOF,36,2023-05-19T23:22:42.774000Z,2023-05-19T23:59:53.078000Z
230519_V39_3767379905_intrap_DKC_BEC_RFevap_thold_9msTOF,36,2023-05-20T00:03:05.678000Z,2023-05-20T00:46:24.872000Z
230519_V39_3767385063_intrap_DKC_BEC_RFevap_thold_12msTOF,36,2023-05-20T00:56:45.143000Z,2023-05-20T01:38:54.828000Z
230519_V39_3767385166_intrap_DKC_BEC_RFevap_thold_15msTOF,36,2023-05-20T01:39:29.555000Z,2023-05-20T02:15:37.817000Z
230519_V39_3767385283_intrap_DKC_BEC_RFevap_thold_20msTOF,37,2023-05-22T22:25:19.144000Z,2023-05-23T00:07:42.757000Z
230519_V39_3767385407_intrap_DKC_BEC_RFevap_thold_25msTOF,37,2023-05-23T00:11:40.500000Z,2023-05-23T01:36:44.816000Z
230519_W31_3767360690_firstpulse_BECtrap_Multi_test_v3,39,2023-05-19T21:06:00.041000Z,2023-05-19T22:13:38.538000Z
230522_Y04_3767629342_B6_380dd1_M2_dRF1,20,2023-05-23T01:43:59.441000Z,2023-05-23T02:01:25.203000Z
230522_Y26_3767629445_B6_380dd1_M2_dRF2,20,2023-05-23T02:01:43.928000Z,2023-05-23T02:33:35.979000Z
230523_W31_3767697957_firstpulse_BECtrap_scan_v1,93,2023-05-23T19:28:49.284000Z,2023-05-23T21:18:12.964000Z
230523_W31_3767698358_2ndpulse_BECtrap_scan_v2,20,2023-05-23T21:19:10.253000Z,2023-05-23T23:36:54.113000Z
230523_Y08_3767720281_B6_380dd1_SG_dRF2,20,2023-05-23T22:30:38.791000Z,2023-05-23T23:01:43.093000Z
230523_Y08_3767720459_B6_380dd1_noSG_dRF3,12,2023-05-23T22:18:55.463000Z,2023-05-23T22:51:30.589000Z
230612_V40_3769435887_noAI_Ramp2_10msSteps_WFC_slosh_v1,58,2023-06-12T19:57:35.889000Z,2023-06-13T23:25:04.949000Z
230612_V40_3769436546_noAI_Ramp2_10msSteps_HRC_slosh_v2,50,2023-06-12T22:34:21.969000Z,2023-06-13T00:21:05.826000Z
230612_W31_3769434541_BECtrap_X1X2_v5,19,2023-06-13T18:25:24.070000Z,2023-06-13T18:45:07.628000Z
230612_X11_3769435707CassRbonlyBcalARPv4,51,2023-06-13T18:46:41.656000Z,2023-06-13T20:20:45.185000Z
230612_Y36_3769426881_700B6_rud100_rfmax1,41,2023-06-12T17:53:51.123000Z,2023-06-12T19:04:20.538000Z
230612_Y36_3769427453_700B6_rud100_therm_rfmax2,32,2023-06-12T19:10:07.852000Z,2023-06-12T19:43:17.055000Z
230612_Y36_3769454705_700B6_rud100_therm_rfmax3,33,2023-06-13T00:34:00.142000Z,2023-06-13T01:10:42.190000Z
230612_Y36_3769455407_680B6_rud140_therm_rfmax4,36,2023-06-13T01:33:21.605000Z,2023-06-13T02:07:37.373000Z
230613_V40_3769528577_Ramp2_10msSteps_TrapBott_v1,6,2023-06-13T22:34:01.734000Z,2023-06-13T22:44:17.253000Z
230613_V40_3769528833_Ramp2_10msSteps_TrapBott_v2,6,2023-06-13T23:31:05.261000Z,2023-06-13T23:41:08.189000Z
230613_V40_3769544241_Ramp2_10msSteps_BSG_v3,36,2023-06-14T00:10:54.076000Z,2023-06-14T01:15:41.503000Z
230613_Y36_3769519145_680B6_rud140M0_rfmax5,39,2023-06-13T21:46:16.337000Z,2023-06-13T23:17:30.355000Z
230613_Y36_3769520851_680B6_rud140M0_rfmax6,45,2023-06-13T20:33:00.812000Z,2023-06-13T23:11:13.949000Z
230613_Y36_3769542980_680B6_rud140M0_rfmax7,57,2023-06-14T01:18:33.831000Z,2023-06-15T19:49:46.146000Z
230614_W31_3769546347_BECtrap_X1X2DRFARP_v6,63,2023-06-15T00:13:00.142000Z,2023-06-15T01:11:06.557000Z
230614_Y36_3769601743_680B6_rud140M1_rfmax9,33,2023-06-15T17:36:32.610000Z,2023-06-15T18:24:25.697000Z
230614_Y36_3769603189_B6dd680_rd270M0_rfmax1,36,2023-06-15T01:39:14.207000Z,2023-06-15T02:17:03.636000Z
230615_V40_3769633611_Ramp2_10msSteps_BSG_v4,64,2023-06-15T22:23:35.747000Z,2023-06-15T23:53:17.672000Z
230615_V40_3769710850_Notion230203_3p1_v2,88,2023-06-16T00:02:46.868000Z,2023-06-16T01:10:15.048000Z
230615_V40_3769719476_Notion230203_3p2_v3,46,2023-06-20T18:21:27.929000Z,2023-06-20T19:34:40.074000Z
230615_W31_3769690956_BECtrap_X1X2DRFARP_v7,24,2023-06-15T20:00:42.797000Z,2023-06-15T20:20:07.335000Z
230615_X11_3769698726CassRbonlyBcalARPv5,51,2023-06-15T20:30:20.925000Z,2023-06-15T22:19:32.133000Z
230615_Y36_3769697587_B6dd700_rd140M0_rfmax2,38,2023-06-15T18:32:40.613000Z,2023-06-15T19:58:07.836000Z
230616_V40_3769719764_Ramp2_10msSteps_BSG_v6,50,2023-06-16T01:15:43.770000Z,2023-06-16T01:41:00.183000Z
230616_V40_3769781318_Ramp2_10msSteps_NoRF_test7,24,2023-06-20T18:01:23.001000Z,2023-06-20T18:20:33.961000Z
230620_V40_3770132492_Ramp2_10msSteps_NoRF_test8,15,2023-06-20T19:39:34.149000Z,2023-06-20T19:54:42.791000Z
230620_V40_3770134982_Notion230203_3p3,52,2023-06-20T19:58:05.837000Z,2023-06-20T20:58:51.094000Z
230620_V40_3770135289_Notion230203_3p4,50,2023-06-22T18:11:38.368000Z,2023-06-22T19:14:36.274000Z
230620_V40_3770135716_Notion230203_3p5_WFC,59,2023-06-22T19:59:01.998000Z,2023-06-22T22:55:40.110000Z
230620_V40_3770137228_Ramp2_1msSteps_trapbott_v1,66,2023-06-21T00:30:29.826000Z,2023-06-21T02:04:21.716000Z
230620_V40_3770140558_Notion230203_3p6_WFC,4,2023-06-22T23:05:58.612000Z,2023-06-22T23:11:34.160000Z
230620_V40_3770142977_Ramp2_1msSteps_trapbott_v2,64,2023-06-21T20:05:05.719000Z,2023-06-21T21:26:55.342000Z
230620_V40_3770143150_Ramp2_1msSteps_trapbott_v3,64,2023-06-21T18:50:10.799000Z,2023-06-21T20:04:17.724000Z
230620_X11_3770120781CassRbonlyBcaltest1,49,2023-06-20T22:33:39.315000Z,2023-06-21T00:27:33.684000Z
230621_V40_3770226518_Ramp2_20kHzSteps_trapbott_v1,39,2023-06-22T01:03:12.002000Z,2023-06-22T01:43:31.267000Z
230621_Y16_3770222694_610B6_tRS3,29,2023-06-22T00:24:42.379000Z,2023-06-22T01:01:38.391000Z
230621_Y16_3770222897_600B6_tRS1,76,2023-06-21T22:04:54.234000Z,2023-06-21T23:42:40.045000Z
230621_Y16_3770223178_590B6_tRS2,35,2023-06-21T23:53:17.378000Z,2023-06-22T00:24:07.316000Z
230621_Y16_3770240481_600BSyz_tRS4,35,2023-06-22T17:28:57.133000Z,2023-06-22T18:07:27.802000Z
230621_Y36_3770221273_600B6_rud200M0_rfmax1,29,2023-06-21T21:34:45.487000Z,2023-06-21T22:02:13.128000Z
230622_V40_3770305871_Ramp2_5kHzSteps_trapbott_v2,44,2023-06-22T20:01:47.439000Z,2023-06-22T21:06:32.340000Z
230622_V40_3770320034_Ramp2_5kHzSteps_trapbott_v3,44,2023-06-22T23:34:02.281000Z,2023-06-23T00:43:29.074000Z
230622_X11_3770317494CassRbonlyBcaltest2,13,2023-06-23T00:44:45.739000Z,2023-06-23T01:18:16.868000Z
230622_Y16_3770303480_600B6yz_tRS5,31,2023-06-22T19:28:21.592000Z,2023-06-22T19:56:25.823000Z
230626_V40_3770644988_Ramp2_250uspulse_trapbott_v1,50,2023-06-26T21:10:52.888000Z,2023-06-26T21:54:32.177000Z
230626_V40_3770652092_Notion230203_3p5_WFC_v1,52,2023-06-27T01:09:54.158000Z,2023-06-27T02:14:26.674000Z
230626_V40_3770652451_Notion230203_3p5_HRC_v1,52,2023-06-28T00:59:57.668000Z,2023-06-28T01:58:38.496000Z
230626_V40_3770658404_Notion230203_3p6_WFC_v1,56,2023-06-27T17:06:23.746000Z,2023-06-27T18:23:48.430000Z
230626_V40_3770658815_Notion230203_3p6_HRC_v3,57,2023-06-28T18:05:41.068000Z,2023-06-28T19:23:26.095000Z
230626_V40_3770664802_Ramp2_50usPulse_trapbott_v4,50,2023-06-26T23:24:20.641000Z,2023-06-27T00:24:01.511000Z
230626_W31_3770658010_CenterTrap_Ramsey_v1,63,2023-06-26T22:29:59.983000Z,2023-06-26T23:23:18.557000Z
230626_Y16_3770642340_600B6_069yz_tRS6,24,2023-06-26T19:27:12.793000Z,2023-06-26T19:45:46.985000Z
230626_Y16_3770642520_600B6_yz1235_tRS7,25,2023-06-26T19:50:09.106000Z,2023-06-26T20:50:26.142000Z
230626_Y16_3770642608_600B6_071yz_tRS8,24,2023-06-26T20:50:48.009000Z,2023-06-26T21:08:25.801000Z
230626_Y16_3770658539_600B6_0704yz_tRS9,24,2023-06-26T21:54:56.212000Z,2023-06-26T22:29:12.219000Z
230627_V40_3770731245_Ramp2_10usPulse_trapbott_v5,48,2023-06-27T19:50:35.474000Z,2023-06-27T20:53:17.342000Z
230627_V40_3770747470_Ramp2_50usMultitone_trapbott_v6,37,2023-06-27T22:26:37.038000Z,2023-06-27T23:29:59.499000Z
230627_V40_3770751786_Ramp2_50usMultitone_trapbott_v7,50,2023-06-27T23:40:30.756000Z,2023-06-28T00:57:34.422000Z
230627_W31_3770669099_CenterTrap_Ramsey_tProp_v2,48,2023-06-27T00:24:20.847000Z,2023-06-27T01:08:54.481000Z
230627_W31_3770733104_CenterTrap_Ramsey_tProp_v3,26,2023-06-27T19:04:51.180000Z,2023-06-27T19:29:30.466000Z
230627_Y16_3770732565_600B6_072yz_tRS10,26,2023-06-27T18:24:19.258000Z,2023-06-27T18:44:16.474000Z
230627_Y16_3770732627_600B6_0715yz_tRS11,24,2023-06-27T18:44:38.487000Z,2023-06-27T19:04:27.274000Z
230627_Y16_3770739696_600B6_0707yz_tRS12,24,2023-06-27T20:56:59.069000Z,2023-06-27T21:43:23.211000Z
230627_Y16_3770740935_600B6_0707yz123_tRS13,26,2023-06-27T21:43:41.205000Z,2023-06-27T22:11:25.915000Z
230628_V40_3770830001_V40_Ramp2_B_DiffAI_TOF_v2b_HRC,65,2023-06-28T21:28:50.148000Z,2023-06-28T23:06:32.286000Z
230628_W31_3770821455_BECtrap_baseFringe_TOF_v1,34,2023-06-28T19:40:31.327000Z,2023-06-28T23:44:46.330000Z
230628_Y04_3770831810_700B6_AWG_rfmax2,10,2023-07-18T18:40:15.313000Z,2023-07-18T19:16:51.496000Z
230628_Y16_3770828208_600B6_0708yz1237_tRS15,28,2023-07-13T19:39:29.068000Z,2023-07-13T20:26:51.088000Z
230629_Y04_3770910756_700B6_SL8_rfmax3,4,2023-07-18T18:19:34.644000Z,2023-07-18T18:30:41.696000Z
230629_Y16_3770929440_600B6_0708yz124_tRS16,24,2023-07-11T17:28:31.624000Z,2023-07-11T17:47:30.178000Z
230629_Y16_3770929942_600B6_0708yz1243_tRS17,24,2023-07-11T17:47:48.647000Z,2023-07-11T18:21:02.326000Z
230710_V40_3771865475_Notion230710_Step1_1ms_tHold_v1,20,2023-07-11T18:41:29.073000Z,2023-07-27T22:15:55.957000Z
230710_V40_3771866260_Notion230710_Step1_11ms_tHold_v2,21,2023-07-11T19:00:51.591000Z,2023-07-27T22:27:44.352000Z
230710_V40_3771866430_Notion230710_Step1_21ms_tHold_v3,16,2023-07-11T19:17:01.327000Z,2023-07-11T19:31:31.652000Z
230710_V40_3771866551_Notion230710_Step1_31ms_tHold_v4,16,2023-07-11T19:31:50.040000Z,2023-07-11T19:57:55.381000Z
230710_V40_3771866644_Notion230710_Step1_41ms_tHold_v5,16,2023-07-11T19:58:43.556000Z,2023-07-11T20:18:21.470000Z
230710_X11_3771846986CassRbonlyBcaltest7,12,2023-07-11T20:18:44.924000Z,2023-07-11T20:36:41.480000Z
230710_X11_3771849825CassRbonlyBcaltest8,12,2023-07-11T20:38:19.766000Z,2023-07-11T21:05:57.556000Z
230711_X11_3771952583CassRbonlyBcaltest9,12,2023-07-11T21:40:52.253000Z,2023-07-11T21:57:19.848000Z
230711_X11_3771958081CassRbonlyBcaltARPV7,109,2023-07-11T22:26:28.222000Z,2023-08-01T00:00:13.312000Z
230712_W31_3772022863_BECtrap_1p02tProp_TOF_v5,4,2023-07-13T00:13:27.694000Z,2023-07-13T00:16:21.915000Z
230712_Y16_3772040214_600B6_045y_tRS18,44,2023-07-13T00:16:52.967000Z,2023-07-13T19:00:36.230000Z
230712_Y16_3772043280_600B6_043y_tRS19,43,2023-07-13T00:46:00.074000Z,2023-07-13T01:33:20.660000Z
230712_Y16_3772056502_600B6_046y_tRS20,57,2023-07-13T01:59:29.560000Z,2023-07-13T19:37:52.274000Z
230713_V40_3772129627_deltaMuWave,165,2023-07-13T22:43:20.392000Z,2023-07-17T23:58:35.719000Z
230713_Y16_3772119521_600B6_47x_tRS21,61,2023-07-13T20:35:51.655000Z,2023-07-17T18:47:30.622000Z
230713_Y16_3772119596_600B6_48x_tRS22,28,2023-07-13T21:07:03.575000Z,2023-07-13T22:19:47.880000Z
230715_W31_3772291101_BECtrap_0p62tProp_TARP_v1,22,2023-07-18T23:01:41.240000Z,2023-07-18T23:39:41.457000Z
230717_V40_3772479679_deltaRF,114,2023-07-18T00:48:01.890000Z,2023-07-18T22:41:29.621000Z
230718_V40_3772550172_deltaRFRPoff,44,2023-07-18T20:11:25.158000Z,2023-07-18T21:43:28.273000Z
230718_Y04_3772541999_700B6_SL8_Nramp123,21,2023-07-18T17:40:23.443000Z,2023-07-18T18:17:57.876000Z
230719_A10_3772633031_ARP4,15,2023-07-25T00:47:05.618000Z,2023-07-25T01:32:22.271000Z
230719_X11_3772624576CassRbonlyBcaltARPV8,121,2023-07-31T20:24:55.416000Z,2023-07-31T22:49:20.512000Z
230719_Y04_3772656348_700B6_AWG_tHold2,9,2023-07-25T01:52:14.486000Z,2023-07-25T02:06:46.768000Z
230725_V40_3773153705_Notion230717_Step2_1ms_tHold_v1,85,2023-07-25T19:15:43.270000Z,2023-07-27T23:34:50.241000Z
230725_V40_3773154033_Notion230717_Step2_3ms_tHold_v2,83,2023-07-26T00:03:05.706000Z,2023-07-28T00:25:45.453000Z
230725_V40_3773154161_Notion230717_Step2_5ms_tHold_v3,85,2023-07-26T00:52:04.866000Z,2023-07-28T01:30:02.881000Z
230725_V40_3773154249_Notion230717_Step2_7ms_tHold_v4,79,2023-07-26T01:56:43.276000Z,2023-07-31T19:13:35.389000Z
230725_V40_3773154353_Notion230717_Step2_9ms_tHold_v5,42,2023-07-31T19:15:18.403000Z,2023-07-31T20:23:39.492000Z
230725_V40_3773157466_deltaMUWave2,88,2023-07-25T19:37:40.083000Z,2023-07-25T23:28:07.239000Z
230726_V40_3773255200_deltaMUWave3,198,2023-07-26T23:30:56.247000Z,2023-08-03T22:48:12.519000Z
230726_V40_3773259271_230717_Notion_DiffAI_Pipulse_HRC_v2,48,2023-07-27T19:29:32.619000Z,2023-07-27T21:30:47.548000Z
230726_V40_3773259387_230717_Notion_DiffAI_Nopulse_HRC_v1,66,2023-07-27T17:58:56.601000Z,2023-07-27T19:29:12.544000Z
230731_W31_3773660296_BECtrap_RFRabi_tARP_v2,54,2023-08-03T23:04:14.780000Z,2023-08-04T00:19:31.706000Z
230802_X11_3773843048CassRbonlyBcaltARPV11,94,2023-08-03T00:03:04.115000Z,2023-08-03T01:52:04.774000Z
230807_V39_3774273400_Notion230731_a_4msTOF,35,2023-08-07T18:14:44.976000Z,2023-08-07T18:59:15.265000Z
230807_V39_3774273768_Notion230731a_12msTOF,35,2023-08-07T19:00:14.381000Z,2023-08-07T20:41:58.202000Z
230807_V39_3774273931_Notion230731a_25msTOF,44,2023-08-07T20:43:53.637000Z,2023-08-07T23:58:33.949000Z
230807_V39_3774285750_Notion230731_1b_6msTOF,37,2023-08-07T21:32:55.035000Z,2023-08-07T22:22:05.711000Z
230807_V39_3774285956_Notion230731_1b_12msTOF_v4,30,2023-08-07T22:46:27.912000Z,2023-08-07T23:21:29.091000Z
230807_V39_3774286106_Notion230731_1b_25msTOF_v5,32,2023-08-08T00:25:47.378000Z,2023-08-08T00:59:57.852000Z
230807_V39_3774293322_Notion230731_1b_6msTOF_7p025RFf_v6,35,2023-08-07T23:25:43.725000Z,2023-08-08T01:07:13.099000Z
230808_V39_3774302519_Notion230731_2a_v8,49,2023-08-10T19:33:53.357000Z,2023-08-10T20:33:22.728000Z
230808_V40_3774359591_Notion230710_10mstRF_10mstHold_v1,25,2023-08-08T17:58:21.774000Z,2023-08-08T18:37:04.261000Z
230808_V40_3774363947_Notion230710_100mstRF_10mstHold_v2,187,2023-08-08T18:39:44.162000Z,2023-08-09T01:00:25.462000Z
230808_V40_3774369470_Notion230710_100mstRF_10mstHold_v3,68,2023-08-09T17:11:21.209000Z,2023-08-09T18:29:14.108000Z
230808_W31_3774365383_BECtrap_tProp_BEC_vW1,117,2023-08-09T01:23:26.234000Z,2023-08-09T23:26:47.549000Z
230809_V40_3774461320_Notion230710_10mstHold_tRF_v4,35,2023-08-09T23:46:00.530000Z,2023-08-10T00:40:08.801000Z
230809_W31_3774461913_BECtrap_tProp_BEC_Phase_vW2,11,2023-08-10T19:13:22.925000Z,2023-08-10T19:25:34.779000Z
230809_X11_3774455517CassRbonlyBcaltARPV12,18,2023-08-09T20:24:09.523000Z,2023-08-09T21:40:46.300000Z
230810_V40_3774473775_Notion230710_0mstHold_tRF_v5,73,2023-08-10T01:22:49.560000Z,2023-08-10T19:11:58.195000Z
230810_V40_3774544471_Notion230710_0p1mstHold_tRF_v6,64,2023-08-10T21:09:27.011000Z,2023-08-10T23:17:47.079000Z
230810_W31_3774540735_BECtrap_tProp_BEC_Phase_vW3,9,2023-08-10T23:32:46.824000Z,2023-08-10T23:43:06.720000Z
AIRFD,2,2020-11-14T00:21:03.208000Z,2020-11-14T00:22:02.668000Z
At,3,2018-10-26T22:21:39Z,2018-10-31T18:29:58Z
BE,13,2018-10-26T19:53:19Z,2018-11-02T16:39:14Z
DAIRF0,2,2021-03-16T00:06:19.460000Z,2021-03-16T00:09:22Z
DRF1,16,2020-11-02T21:11:44.439000Z,2020-12-02T00:51:46.471000Z
DRf,4,2020-11-10T19:34:50.235000Z,2020-11-10T19:50:01.920000Z
K41_Transport_compare,123,2022-05-02T18:44:37.178000Z,2022-12-20T18:54:35.779000Z
K_RIOs_Turn_Off,6,2022-07-26T00:15:27.836000Z,2022-07-26T00:25:51.860000Z
Phase,357,2020-11-23T23:01:56.208000Z,2021-03-09T00:08:19.702000Z
RFARP,77,2020-12-16T01:39:03.782000Z,2021-02-19T00:46:12.023000Z
Run_WFC_LongAWG_45s,2,2020-12-04T17:12:36.480000Z,2020-12-04T17:13:35.706000Z
Standards,145,2021-01-19T21:38:12.170000Z,2021-04-13T23:59:01.119000Z
TOF,198,2020-10-16T00:00:56.292000Z,2021-03-11T22:01:31.140000Z
Ta,1,2018-10-31T19:54:10Z,2018-10-31T19:54:10Z
UNK,10365,2019-02-07T00:04:24Z,2023-08-10T17:04:43.849000Z
V32-00020-02204-TOF_61p000000T01-R_ZZH_MA_Zp_HRC_kickF52.cet,4,2020-10-16T21:50:00.875000Z,2020-10-16T21:58:04.078000Z
