reference_radius_m,hadronic_model,primary_type,energy_PeV,muon_density_per_m2,stat_error_per_m2,sys_error_per_m2,source_figure,source_file,source_dataset_doi,source_paper_doi
800,QGSJET,iron,8.727704e+01,1.567082,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.083178e+02,1.557946,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.006700e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.249396e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.550601e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.924421e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,2.388361e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,2.964149e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,3.678748e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,4.565623e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,5.666306e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,7.032342e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,8.727704e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.083178e+02,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,1.006700e+01,1.256298,0.013482,0.160812,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,1.249396e+01,1.285314,0.015817,0.163678,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,1.550601e+01,1.301969,0.019502,0.167709,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,1.924421e+01,1.309979,0.023114,0.168413,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,2.388361e+01,1.323324,0.022918,0.173053,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,2.964149e+01,1.310177,0.026771,0.175184,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,3.678748e+01,1.351320,0.031589,0.190214,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,4.565623e+01,1.391970,0.039635,0.186269,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,5.666306e+01,1.358204,0.059682,0.201905,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,7.032342e+01,1.412967,0.067899,0.201406,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,8.727704e+01,1.489114,0.056888,0.207715,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,data,1.083178e+02,1.480851,0.130298,0.246699,Figure 16,icecube.Fig16_800m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.006700e+01,1.671471,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.249396e+01,1.659256,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.550601e+01,1.647131,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.924421e+01,1.635094,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,2.388361e+01,1.623145,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,2.964149e+01,1.611283,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,3.678748e+01,1.599508,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,4.565623e+01,1.587819,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,5.666306e+01,1.576215,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,7.032342e+01,1.564696,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,8.727704e+01,1.553262,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.083178e+02,1.541911,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.006700e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.249396e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.550601e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.924421e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,2.388361e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,2.964149e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,3.678748e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,4.565623e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,5.666306e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,7.032342e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,8.727704e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.083178e+02,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,2.754863e+00,-0.029433,0.006373,0.318915,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,3.419007e+00,-0.043646,0.006936,0.317547,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,4.243263e+00,-0.046012,0.007738,0.317104,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,5.266232e+00,-0.049486,0.008668,0.319679,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,6.535819e+00,-0.026616,0.009798,0.322719,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,8.111478e+00,0.002659,0.010999,0.313334,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.006700e+01,0.016499,0.012846,0.334258,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.249396e+01,0.062930,0.015498,0.332017,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.550601e+01,0.066902,0.019142,0.341430,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.924421e+01,0.112331,0.024376,0.362794,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,2.388361e+01,0.176901,0.024654,0.366530,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,2.964149e+01,0.154024,0.033543,0.394403,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,3.678748e+01,0.205364,0.056772,0.416488,Figure 17,icecube.Fig17_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,2.754863e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,3.419007e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,4.243263e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,5.266232e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,6.535819e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,8.111478e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.006700e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.249396e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.550601e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.924421e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,2.388361e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,2.964149e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,3.678748e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,2.754863e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,3.419007e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,4.243263e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,5.266232e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,6.535819e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,8.111478e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.006700e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.249396e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.550601e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.924421e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,2.388361e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,2.964149e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,3.678748e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,2.754863e+00,0.044402,0.005471,0.244211,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,3.419007e+00,0.030259,0.006077,0.251070,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,4.243263e+00,0.026419,0.006918,0.258680,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,5.266232e+00,0.021710,0.007907,0.269143,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,6.535819e+00,0.041633,0.009120,0.280086,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,8.111478e+00,0.068754,0.010445,0.278705,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.006700e+01,0.082315,0.012444,0.307764,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.249396e+01,0.128918,0.015315,0.313763,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.550601e+01,0.134881,0.019295,0.331920,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.924421e+01,0.183978,0.025061,0.363085,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,2.388361e+01,0.255376,0.025852,0.376365,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,2.964149e+01,0.236353,0.035870,0.416141,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,3.678748e+01,0.297754,0.061915,0.450835,Figure 17,icecube.Fig17_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.754863e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,3.419007e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,4.243263e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,5.266232e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,6.535819e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,8.111478e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.006700e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.249396e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.550601e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.924421e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.388361e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.964149e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,3.678748e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.754863e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,3.419007e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,4.243263e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,5.266232e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,6.535819e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,8.111478e+00,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.006700e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.249396e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.550601e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.924421e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.388361e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.964149e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,3.678748e+01,0.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,2.754863e+00,0.358298,0.005351,0.346063,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,3.419007e+00,0.350876,0.005955,0.336533,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,4.243263e+00,0.353673,0.006793,0.328750,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,5.266232e+00,0.355765,0.007780,0.324845,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,6.535819e+00,0.382296,0.008992,0.323363,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,8.111478e+00,0.416199,0.010321,0.313190,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.006700e+01,0.436976,0.012322,0.333120,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.249396e+01,0.490796,0.015198,0.335075,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.550601e+01,0.504604,0.019191,0.351658,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.924421e+01,0.561650,0.024982,0.384124,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,2.388361e+01,0.641430,0.025831,0.403090,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,2.964149e+01,0.631219,0.035926,0.450705,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,3.678748e+01,0.701906,0.062162,0.496866,Figure 17,icecube.Fig17_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.754863e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,3.419007e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,4.243263e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,5.266232e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,6.535819e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,8.111478e+00,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.006700e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.249396e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.550601e+01,1.000000,0.0,0.0,Figure 17,icecube.Fig17_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
